"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Patrick Mahomes II (KC)","22","43","51.2","340","7.9","2","1","3","6","21","1","0","1","30.7","30.7","100.0%"
"2","Ryan Tannehill (TEN)","21","28","75.0","195","7.0","3","0","0","4","42","1","0","1","30.0","30.0","22.0%"
"3","Ryan Fitzpatrick (FA)","22","28","78.6","350","12.5","3","0","2","3","16","0","0","1","27.6","27.6","0.0%"
"4","Justin Herbert (LAC)","20","34","58.8","264","7.8","4","0","3","4","8","0","0","1","27.4","27.4","100.0%"
"5","Kyler Murray (ARI)","27","37","73.0","380","10.3","1","1","1","9","31","1","0","1","27.3","27.3","99.0%"
"6","Deshaun Watson (CLE)","25","35","71.4","359","10.3","3","2","1","2","25","0","0","1","26.9","26.9","22.0%"
"7","Russell Wilson (DEN)","20","32","62.5","217","6.8","3","1","4","5","58","0","0","1","25.5","25.5","97.0%"
"8","Jared Goff (DET)","21","30","70.0","309","10.3","2","1","1","3","0","1","0","1","25.4","25.4","23.0%"
"9","Derek Carr (LV)","22","31","71.0","347","11.2","3","1","1","4","1","0","0","1","25.0","25.0","89.0%"
"10","Drew Brees (FA)","33","47","70.2","325","6.9","1","1","2","1","1","1","0","1","22.1","22.1","71.0%"
"11","Ben Roethlisberger (FA)","27","34","79.4","239","7.0","3","0","1","2","-2","0","0","1","21.4","21.4","27.0%"
"12","Teddy Bridgewater (MIA)","27","36","75.0","313","8.7","2","0","0","3","3","0","0","1","20.8","20.8","1.0%"
"13","Gardner Minshew II (PHI)","31","49","63.3","301","6.1","2","0","3","4","18","0","1","1","19.8","19.8","0.0%"
"14","Carson Wentz (WAS)","20","35","57.1","258","7.4","2","2","5","4","11","0","0","1","19.4","19.4","14.0%"
"15","Josh Allen (BUF)","26","41","63.4","263","6.4","2","2","1","4","18","0","0","1","18.3","18.3","100.0%"
"16","Baker Mayfield (CAR)","21","37","56.8","247","6.7","2","2","1","2","17","0","0","1","17.6","17.6","13.0%"
"17","Kirk Cousins (MIN)","27","39","69.2","249","6.4","2","1","3","1","2","0","1","1","15.2","15.2","85.0%"
"18","Lamar Jackson (BAL)","19","37","51.4","180","4.9","2","1","1","2","3","0","0","1","14.5","14.5","100.0%"
"19","Dak Prescott (DAL)","14","21","66.7","166","7.9","0","1","1","2","7","0","0","1","14.4","14.4","96.0%"
"20","Tom Brady (TB)","25","41","61.0","253","6.2","1","0","3","3","0","0","0","1","14.1","14.1","98.0%"
"21","Joe Flacco (NYJ)","18","33","54.5","195","5.9","1","0","2","4","20","0","0","1","13.8","13.8","1.0%"
"22","Nick Foles (IND)","30","42","71.4","243","5.8","1","1","3","1","-1","0","0","1","12.6","12.6","0.0%"
"23","Kyle Allen (HOU)","9","13","69.2","74","5.7","0","0","2","1","7","1","0","1","9.7","9.7","0.0%"
"24","Daniel Jones (NYG)","20","33","60.6","222","6.7","0","0","2","2","-7","0","1","1","8.2","8.2","26.0%"
"25","Matt Ryan (IND)","21","37","56.8","226","6.1","0","1","2","1","-1","0","0","1","7.9","7.9","49.0%"
"26","Philip Rivers (FA)","21","33","63.6","243","7.4","0","2","1","1","-1","0","0","1","7.6","7.6","41.0%"
"27","Taysom Hill (NO)","0","1","0.0","0","0.0","0","0","0","3","13","1","0","1","7.3","7.3","9.0%"
"28","C.J. Beathard (JAC)","9","18","50.0","94","5.2","1","0","2","0","0","0","1","1","5.8","5.8","0.0%"
"29","Joe Burrow (CIN)","19","30","63.3","183","6.1","0","1","7","3","10","0","1","1","5.3","5.3","99.0%"
"30","Andy Dalton (NO)","9","11","81.8","111","10.1","0","0","1","1","0","0","1","1","2.4","2.4","0.0%"
"31","Alex Smith (FA)","9","17","52.9","37","2.2","0","0","6","1","1","0","0","1","1.6","1.6","5.0%"
"32","Jimmy Garoppolo (SF)","7","17","41.2","77","4.5","0","2","3","0","0","0","0","1","1.1","1.1","4.0%"
"33","Matt Barkley (BUF)","3","5","60.0","22","4.4","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"34","Jalen Hurts (PHI)","1","1","100.0","18","18.0","0","0","0","0","0","0","0","1","0.7","0.7","98.0%"
"35","Robert Griffin III (FA)","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","1.0%"
""
""
