"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Derek Carr (LV)","28","47","59.6","381","8.1","3","1","2","2","5","1","0","1","32.7","32.7","89.0%"
"2","Josh Allen (BUF)","32","40","80.0","375","9.4","4","0","1","6","11","0","1","1","30.1","30.1","100.0%"
"3","Baker Mayfield (CAR)","25","33","75.8","334","10.1","4","0","0","4","5","0","1","1","29.5","29.5","13.0%"
"4","Ryan Tannehill (TEN)","29","45","64.4","389","8.6","3","1","3","0","0","0","0","1","28.6","28.6","22.0%"
"5","Matthew Stafford (LAR)","27","42","64.3","402","9.6","3","1","2","2","0","0","0","1","27.1","27.1","94.0%"
"6","Lamar Jackson (BAL)","12","17","70.6","107","6.3","2","1","0","13","94","1","0","1","26.7","26.7","100.0%"
"7","Jared Goff (DET)","37","47","78.7","351","7.5","1","0","1","4","1","1","0","1","24.1","24.1","23.0%"
"8","Taysom Hill (NO)","27","37","73.0","232","6.3","2","0","2","14","83","0","1","1","23.6","23.6","9.0%"
"9","Cam Newton (FA)","12","19","63.2","69","3.6","1","0","1","14","48","2","0","1","23.6","23.6","18.0%"
"10","Aaron Rodgers (GB)","25","34","73.5","295","8.7","3","0","2","4","-3","0","0","1","23.5","23.5","95.0%"
"11","Nick Mullens (MIN)","26","39","66.7","316","8.1","3","2","0","0","0","0","0","1","22.6","22.6","0.0%"
"12","Kirk Cousins (MIN)","28","43","65.1","305","7.1","3","1","4","3","12","0","1","1","22.4","22.4","85.0%"
"13","Sam Darnold (CAR)","14","23","60.9","186","8.1","2","1","3","3","26","1","2","1","21.0","21.0","2.0%"
"14","Deshaun Watson (CLE)","26","38","68.4","341","9.0","0","1","5","7","38","1","1","1","20.4","20.4","22.0%"
"15","Patrick Mahomes II (KC)","25","40","62.5","318","8.0","1","0","1","4","26","0","0","1","19.3","19.3","100.0%"
"16","Ben Roethlisberger (FA)","33","53","62.3","305","5.8","2","1","0","1","0","0","0","1","19.2","19.2","27.0%"
"17","Philip Rivers (FA)","27","35","77.1","285","8.1","2","0","3","2","-2","0","0","1","19.2","19.2","41.0%"
"18","Andy Dalton (NO)","31","48","64.6","285","5.9","2","1","1","1","2","0","0","1","18.6","18.6","0.0%"
"19","Kyler Murray (ARI)","21","39","53.8","173","4.4","3","1","2","5","15","0","1","1","17.4","17.4","99.0%"
"20","Tua Tagovailoa (MIA)","26","39","66.7","296","7.6","1","0","0","3","3","0","0","1","16.1","16.1","69.0%"
"21","Russell Wilson (DEN)","27","43","62.8","263","6.1","1","1","5","7","45","0","1","1","16.0","16.0","97.0%"
"22","Alex Smith (FA)","31","46","67.4","296","6.4","1","0","3","0","0","0","0","1","15.8","15.8","5.0%"
"23","Mike Glennon (FA)","28","42","66.7","280","6.7","1","2","2","3","9","0","1","1","14.1","14.1","1.0%"
"24","Mitch Trubisky (PIT)","26","34","76.5","267","7.9","1","0","2","3","6","0","1","1","13.3","13.3","5.0%"
"25","Drew Lock (SEA)","15","28","53.6","151","5.4","2","2","0","2","9","0","0","1","12.9","12.9","2.0%"
"26","Matt Ryan (IND)","19","39","48.7","273","7.0","1","0","3","0","0","0","1","1","12.9","12.9","49.0%"
"27","Jalen Hurts (PHI)","5","12","41.7","109","9.1","1","1","3","5","29","0","0","1","10.3","10.3","98.0%"
"28","Colt McCoy (ARI)","13","22","59.1","105","4.8","1","1","2","2","2","0","0","1","9.4","9.4","0.0%"
"29","Brandon Allen (CIN)","11","19","57.9","153","8.1","1","1","5","2","3","0","0","1","9.4","9.4","0.0%"
"30","Justin Herbert (LAC)","26","53","49.1","209","3.9","0","2","3","0","0","0","0","1","6.4","6.4","100.0%"
"31","Jarrett Stidham (LV)","2","3","66.7","61","20.3","1","0","0","2","-2","0","0","1","6.2","6.2","0.0%"
"32","Carson Wentz (WAS)","6","15","40.0","79","5.3","0","0","4","3","18","0","0","1","5.0","5.0","14.0%"
"33","Ryan Finley (FA)","6","7","85.7","40","5.7","0","1","1","0","0","0","0","1","0.6","0.6","0.0%"
"34","Jacoby Brissett (CLE)","0","0","0","0","0","0","0","0","2","1","0","0","1","0.1","0.1","3.0%"
""
""
