"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Kenyan Drake (FA)","22","137","6.2","21","1","4","1","1","9","9.0","0","0","1","39.6","39.6","4.0%"
"2","Christian McCaffrey (CAR)","19","87","4.6","15","0","2","8","10","88","11.0","0","0","1","37.5","37.5","100.0%"
"3","Miles Sanders (PHI)","19","122","6.4","56","4","1","6","6","50","8.3","1","0","1","35.2","35.2","91.0%"
"4","Ezekiel Elliott (DAL)","24","117","4.9","15","0","2","3","4","43","14.3","0","0","1","31.0","31.0","99.0%"
"5","Saquon Barkley (NYG)","24","112","4.7","12","0","2","4","5","31","7.8","0","0","1","30.3","30.3","100.0%"
"6","Chris Carson (FA)","24","133","5.5","23","1","2","1","2","4","4.0","0","0","1","26.7","26.7","1.0%"
"7","Nick Chubb (CLE)","17","127","7.5","33","3","1","3","3","21","7.0","0","0","1","23.8","23.8","100.0%"
"8","Mark Ingram II (NO)","13","76","5.8","29","1","1","1","2","10","10.0","1","0","1","23.6","23.6","16.0%"
"9","Tony Pollard (DAL)","12","131","10.9","44","6","1","2","2","12","6.0","0","0","1","22.3","22.3","90.0%"
"10","Todd Gurley II (FA)","11","20","1.8","8","0","1","3","6","18","6.0","1","0","1","20.8","20.8","0.0%"
"11","Joe Mixon (CIN)","25","136","5.4","29","1","0","3","3","20","6.7","0","0","1","18.6","18.6","100.0%"
"12","Adrian Peterson (FA)","16","66","4.1","14","0","1","3","3","25","8.3","0","0","1","18.1","18.1","4.0%"
"13","Mike Boone (DEN)","13","56","4.3","10","0","2","0","0","0","0","0","0","1","17.6","17.6","0.0%"
"14","Aaron Jones (GB)","13","51","3.9","21","1","2","0","0","0","0","0","0","1","17.1","17.1","100.0%"
"15","Carlos Hyde (FA)","26","104","4.0","11","0","1","0","0","0","0","0","0","1","16.4","16.4","0.0%"
"16","Wes Hills (FA)","10","21","2.1","15","0","2","2","2","1","0.5","0","0","1","16.2","16.2","0.0%"
"17","Kareem Hunt (CLE)","4","14","3.5","6","0","0","8","9","62","7.8","0","0","1","15.6","15.6","89.0%"
"18","Tarik Cohen (FA)","8","28","3.5","8","0","0","7","10","57","8.1","0","0","1","15.5","15.5","0.0%"
"19","James White (FA)","3","13","4.3","13","0","0","3","4","49","16.3","1","0","1","15.2","15.2","1.0%"
"20","James Conner (ARI)","8","42","5.3","17","0","0","4","5","9","2.3","1","0","1","15.1","15.1","99.0%"
"21","Alvin Kamara (NO)","14","66","4.7","15","0","0","5","5","23","4.6","0","0","1","13.9","13.9","100.0%"
"22","Rex Burkhead (HOU)","6","53","8.8","33","2","1","2","2","6","3.0","0","0","1","13.9","13.9","2.0%"
"23","Boston Scott (PHI)","6","26","4.3","6","0","0","7","7","39","5.6","0","0","1","13.5","13.5","3.0%"
"24","Austin Ekeler (LAC)","7","19","2.7","11","0","0","5","7","62","12.4","0","0","1","13.1","13.1","100.0%"
"25","Josh Jacobs (LV)","24","89","3.7","9","0","0","2","3","20","10.0","0","0","1","12.9","12.9","96.0%"
"26","Leonard Fournette (TB)","15","42","2.8","17","0","0","5","7","31","6.2","0","0","1","12.3","12.3","100.0%"
"27","Sony Michel (MIA)","19","89","4.7","12","0","0","1","2","14","14.0","0","0","1","11.3","11.3","12.0%"
"28","Raheem Mostert (MIA)","14","54","3.9","8","0","1","1","2","5","5.0","0","1","1","10.9","10.9","36.0%"
