"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Dalvin Cook (MIN)","20","154","7.7","75","4","1","3","3","37","12.3","0","0","1","28.1","28.1","100.0%"
"2","Aaron Jones (GB)","23","116","5.0","15","0","1","4","6","34","8.5","0","0","1","25.0","25.0","100.0%"
"3","Raheem Mostert (MIA)","13","83","6.4","20","1","0","3","4","68","22.7","1","0","1","24.1","24.1","36.0%"
"4","Austin Ekeler (LAC)","17","66","3.9","12","0","1","6","6","67","11.2","0","1","1","23.3","23.3","100.0%"
"5","Saquon Barkley (NYG)","18","107","5.9","27","1","1","3","7","28","9.3","0","0","1","22.5","22.5","100.0%"
"6","Le'Veon Bell (FA)","21","68","3.2","8","0","0","10","10","61","6.1","0","1","1","20.9","20.9","0.0%"
"7","Ezekiel Elliott (DAL)","23","111","4.8","27","1","1","2","2","9","4.5","0","0","1","20.0","20.0","99.0%"
"8","Nick Chubb (CLE)","18","62","3.4","19","0","1","4","4","36","9.0","0","0","1","19.8","19.8","100.0%"
"9","Derrick Henry (TEN)","15","82","5.5","18","0","1","2","3","12","6.0","0","0","1","17.4","17.4","100.0%"
"10","Kerryon Johnson (FA)","12","41","3.4","9","0","0","2","3","47","23.5","1","0","1","16.8","16.8","0.0%"
"11","Frank Gore (FA)","19","68","3.6","9","0","1","2","2","15","7.5","0","0","1","16.3","16.3","24.0%"
"12","Peyton Barber (FA)","23","82","3.6","16","0","1","1","1","7","7.0","0","0","1","15.9","15.9","1.0%"
"13","Todd Gurley II (FA)","16","63","3.9","20","1","1","3","4","4","1.3","0","0","1","15.7","15.7","0.0%"
"14","Jeff Wilson Jr. (SF)","10","34","3.4","14","0","2","0","0","0","0","0","0","1","15.4","15.4","3.0%"
"15","Royce Freeman (HOU)","11","54","4.9","14","0","0","5","7","48","9.6","0","0","1","15.2","15.2","0.0%"
"16","Matt Breida (NYG)","12","121","10.1","34","2","0","1","1","11","11.0","0","0","1","14.2","14.2","1.0%"
"17","David Montgomery (CHI)","18","62","3.4","12","0","1","1","3","6","6.0","0","0","1","13.8","13.8","97.0%"
"18","Rashaad Penny (SEA)","10","62","6.2","37","2","1","1","1","3","3.0","0","0","1","13.5","13.5","90.0%"
"19","James Conner (ARI)","11","33","3.0","14","0","1","3","4","12","4.0","0","0","1","13.5","13.5","99.0%"
"20","Jamaal Williams (DET)","9","28","3.1","10","0","0","3","4","13","4.3","1","0","1","13.1","13.1","39.0%"
"21","Leonard Fournette (TB)","15","47","3.1","14","0","0","4","6","40","10.0","0","0","1","12.7","12.7","100.0%"
"22","Sony Michel (MIA)","21","83","4.0","12","0","1","0","0","0","0","0","1","1","12.3","12.3","12.0%"
"23","James White (FA)","3","10","3.3","5","0","0","3","4","19","6.3","1","0","1","11.9","11.9","1.0%"
"24","Devin Singletary (BUF)","6","57","9.5","20","1","1","0","0","0","0","0","0","1","11.7","11.7","92.0%"
"25","Adrian Peterson (FA)","10","25","2.5","10","0","1","2","2","7","3.5","0","0","1","11.2","11.2","4.0%"
"26","Phillip Lindsay (IND)","13","36","2.8","9","0","0","4","7","30","7.5","0","0","1","10.6","10.6","1.0%"
"27","Chris Thompson (FA)","2","3","1.5","2","0","0","5","8","48","9.6","0","0","1","10.1","10.1","0.0%"
"28","Josh Jacobs (LV)","12","99","8.3","51","4","0","0","0","0","0","0","0","1","9.9","9.9","96.0%"
"29","Kenyan Drake (FA)","6","19","3.2","9","0","0","5","6","29","5.8","0","0","1","9.8","9.8","4.0%"
"30","Chris Carson (FA)","15","60","4.0","21","1","0","3","3","27","9.0","0","1","1","9.7","9.7","1.0%"
"31","Mark Ingram II (NO)","13","47","3.6","16","0","0","2","2","30","15.0","0","0","1","9.7","9.7","16.0%"
"32","Jordan Wilkins (FA)","5","82","16.4","55","4","0","1","1","4","4.0","0","0","1","9.6","9.6","0.0%"
"33","Devonta Freeman (FA)","11","22","2.0","9","0","0","3","4","42","14.0","0","0","1","9.4","9.4","0.0%"
"34","Carlos Hyde (FA)","20","90","4.5","14","0","0","0","0","0","0","0","0","1","9.0","9.0","0.0%"
"35","Rex Burkhead (HOU)","5","21","4.2","12","0","0","2","2","47","23.5","0","0","1","8.8","8.8","2.0%"
"36","Damien Williams (ATL)","9","8","0.9","5","0","0","3","5","48","16.0","0","0","1","8.6","8.6","1.0%"
"37","David Johnson (FA)","7","14","2.0","4","0","1","1","1","0","0.0","0","0","1","8.4","8.4","0.0%"
"38","Marlon Mack (HOU)","20","51","2.6","10","0","0","2","3","12","6.0","0","0","1","8.3","8.3","29.0%"
"39","D'Ernest Johnson (CLE)","3","8","2.7","6","0","0","3","4","42","14.0","0","0","1","8.0","8.0","4.0%"
"40","Justin Jackson (DET)","7","59","8.4","40","3","0","1","1","5","5.0","0","0","1","7.4","7.4","0.0%"
"41","Christian McCaffrey (CAR)","16","37","2.3","10","0","0","2","6","16","8.0","0","0","1","7.3","7.3","100.0%"
"42","Alvin Kamara (NO)","13","45","3.5","12","0","0","1","3","15","15.0","0","0","1","7.0","7.0","100.0%"
"43","Ty Montgomery (NE)","3","25","8.3","15","0","0","3","3","15","5.0","0","0","1","7.0","7.0","1.0%"
"44","Miles Sanders (PHI)","10","28","2.8","5","0","0","3","4","9","3.0","0","0","1","6.7","6.7","91.0%"
"45","Ito Smith (FA)","4","32","8.0","28","1","0","2","3","13","6.5","0","0","1","6.5","6.5","0.0%"
"46","Joe Mixon (CIN)","11","17","1.5","9","0","0","3","5","10","3.3","0","0","1","5.7","5.7","100.0%"
"47","Malcolm Brown (FA)","6","37","6.2","13","0","0","1","1","10","10.0","0","0","1","5.7","5.7","0.0%"
"48","Ty Johnson (NYJ)","5","30","6.0","17","0","0","2","2","6","3.0","0","0","1","5.6","5.6","0.0%"
"49","DeAndre Washington (FA)","3","9","3.0","4","0","0","2","2","26","13.0","0","0","1","5.5","5.5","11.0%"
"50","LeSean McCoy (FA)","11","23","2.1","6","0","0","3","3","0","0.0","0","0","1","5.3","5.3","2.0%"
"51","C.J. Prosise (FA)","2","7","3.5","5","0","0","3","3","13","4.3","0","0","1","5.0","5.0","0.0%"
