"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Derrick Henry (TEN)","32","211","6.6","53","5","3","0","0","0","0","0","0","1","39.1","39.1","100.0%"
"2","Boston Scott (PHI)","19","54","2.8","15","0","3","4","6","84","21.0","0","0","1","35.8","35.8","3.0%"
"3","Damien Williams (ATL)","12","124","10.3","84","4","2","4","7","30","7.5","0","0","1","31.4","31.4","1.0%"
"4","Joe Mixon (CIN)","26","162","6.2","41","5","2","1","1","14","14.0","0","0","1","30.6","30.6","100.0%"
"5","Ezekiel Elliott (DAL)","18","122","6.8","33","2","1","3","5","2","0.7","1","0","1","27.4","27.4","99.0%"
"6","Melvin Gordon III (DEN)","14","46","3.3","15","0","1","6","7","76","12.7","0","0","1","24.2","24.2","88.0%"
"7","Mike Boone (DEN)","17","148","8.7","59","7","1","2","3","12","6.0","0","0","1","24.0","24.0","0.0%"
"8","Christian McCaffrey (CAR)","9","26","2.9","10","0","1","7","10","72","10.3","0","0","1","22.8","22.8","100.0%"
"9","DeAndre Washington (FA)","17","77","4.5","36","2","0","8","9","55","6.9","0","0","1","21.2","21.2","11.0%"
"10","Saquon Barkley (NYG)","17","92","5.4","68","4","1","3","4","25","8.3","0","0","1","20.7","20.7","100.0%"
"11","Raheem Mostert (MIA)","10","57","5.7","17","0","2","1","2","16","16.0","0","0","1","20.3","20.3","36.0%"
"12","Marlon Mack (HOU)","15","77","5.1","20","1","2","0","1","0","0","0","0","1","19.7","19.7","29.0%"
"13","Alvin Kamara (NO)","8","39","4.9","15","0","2","2","3","18","9.0","0","0","1","19.7","19.7","100.0%"
"14","Ryquell Armstead (JAC)","10","33","3.3","9","0","0","5","9","52","10.4","1","0","1","19.5","19.5","0.0%"
"15","Austin Ekeler (LAC)","9","46","5.1","22","1","0","9","11","43","4.8","0","0","1","17.9","17.9","100.0%"
"16","David Montgomery (CHI)","23","113","4.9","14","0","1","0","0","0","0","0","0","1","17.3","17.3","97.0%"
"17","Kenyan Drake (FA)","12","60","5.0","24","1","1","3","4","23","7.7","0","0","1","17.3","17.3","4.0%"
"18","Duke Johnson Jr. (BUF)","4","12","3.0","8","0","1","5","6","45","9.0","0","0","1","16.7","16.7","0.0%"
"19","Aaron Jones (GB)","25","100","4.0","14","0","0","2","6","43","21.5","0","0","1","16.3","16.3","100.0%"
"20","Tarik Cohen (FA)","4","20","5.0","19","0","0","9","10","44","4.9","0","0","1","15.4","15.4","0.0%"
"21","Benny Snell Jr. (PIT)","18","91","5.1","19","0","1","0","0","0","0","0","0","1","15.1","15.1","1.0%"
"22","Travis Homer (SEA)","10","62","6.2","13","0","0","5","5","30","6.0","0","0","1","14.2","14.2","1.0%"
"23","Sony Michel (MIA)","18","74","4.1","9","0","1","0","0","0","0","0","0","1","13.4","13.4","12.0%"
"24","Le'Veon Bell (FA)","16","41","2.6","12","0","0","5","5","36","7.2","0","0","1","12.7","12.7","0.0%"
"25","Gus Edwards (BAL)","21","130","6.2","38","2","0","1","1","2","2.0","0","1","1","12.2","12.2","22.0%"
"26","Justice Hill (BAL)","10","39","3.9","13","0","1","1","2","10","10.0","0","0","1","11.9","11.9","0.0%"
"27","Ronald Jones II (KC)","11","106","9.6","33","3","0","2","2","10","5.0","0","1","1","11.6","11.6","27.0%"
"28","Kerryon Johnson (FA)","11","53","4.8","20","1","1","0","0","0","0","0","0","1","11.3","11.3","0.0%"
"29","Patrick Laird (TB)","11","21","1.9","4","0","0","4","5","48","12.0","0","0","1","10.9","10.9","0.0%"
"30","Todd Gurley II (FA)","20","68","3.4","14","0","0","2","2","21","10.5","0","0","1","10.9","10.9","0.0%"
"31","James White (FA)","2","4","2.0","7","0","0","3","3","33","11.0","1","1","1","10.7","10.7","1.0%"
"32","Malcolm Brown (FA)","9","26","2.9","15","0","1","1","1","6","6.0","0","0","1","10.2","10.2","0.0%"
"33","Marshawn Lynch (FA)","12","34","2.8","15","0","1","0","0","0","0","0","0","1","9.4","9.4","0.0%"
"34","Devonta Freeman (FA)","18","58","3.2","12","0","0","2","4","15","7.5","0","0","1","9.3","9.3","0.0%"
"35","Nyheim Hines (IND)","7","34","4.9","15","0","0","3","5","22","7.3","0","0","1","8.6","8.6","62.0%"
"36","Latavius Murray (FA)","17","61","3.6","13","0","0","1","1","14","14.0","0","0","1","8.5","8.5","0.0%"
"37","Miles Sanders (PHI)","9","52","5.8","21","1","0","3","5","-1","-0.3","0","0","1","8.1","8.1","91.0%"
"38","Devine Ozigbo (DEN)","9","27","3.0","9","0","0","3","5","23","7.7","0","0","1","8.0","8.0","0.0%"
"39","Jalen Richard (FA)","3","20","6.7","9","0","0","2","2","39","19.5","0","0","1","7.9","7.9","1.0%"
"40","Tony Pollard (DAL)","14","60","4.3","11","0","0","1","2","5","5.0","0","0","1","7.5","7.5","90.0%"
"41","Frank Gore (FA)","6","26","4.3","12","0","0","3","4","16","5.3","0","0","1","7.2","7.2","24.0%"
"42","T.J. Yeldon (FA)","7","18","2.6","12","0","0","3","4","24","8.0","0","0","1","7.2","7.2","0.0%"
"43","Adrian Peterson (FA)","13","78","6.0","32","2","0","1","4","0","0.0","0","1","1","6.8","6.8","4.0%"
"44","Ameer Abdullah (LV)","6","22","3.7","11","0","0","3","4","14","4.7","0","0","1","6.6","6.6","3.0%"
"45","Kareem Hunt (CLE)","3","4","1.3","5","0","0","3","4","32","10.7","0","0","1","6.6","6.6","89.0%"
"46","Ty Johnson (NYJ)","3","65","21.7","40","3","0","0","2","0","0","0","0","1","6.5","6.5","0.0%"
"47","Rex Burkhead (HOU)","6","48","8.0","14","0","0","1","1","6","6.0","0","0","1","6.4","6.4","2.0%"
"48","Reggie Bonnafon (WAS)","2","3","1.5","2","0","0","2","2","39","19.5","0","0","1","6.2","6.2","0.0%"
"49","Taiwan Jones (BUF)","9","40","4.4","11","0","0","1","1","9","9.0","0","0","1","5.9","5.9","0.0%"
