"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Austin Ekeler (LAC)","8","101","12.6","35","4","0","4","5","112","28.0","1","0","1","31.3","31.3","100.0%"
"2","Aaron Jones (GB)","16","134","8.4","42","4","1","6","7","58","9.7","0","0","1","31.2","31.2","100.0%"
"3","Joe Mixon (CIN)","23","146","6.3","26","1","1","3","4","40","13.3","0","0","1","27.6","27.6","100.0%"
"4","Raheem Mostert (MIA)","10","69","6.9","19","0","1","2","2","40","20.0","1","0","1","24.9","24.9","36.0%"
"5","Boston Scott (PHI)","10","59","5.9","25","1","1","6","6","69","11.5","0","0","1","24.8","24.8","3.0%"
"6","Christian McCaffrey (CAR)","11","53","4.8","11","0","0","11","12","82","7.5","0","0","1","24.5","24.5","100.0%"
"7","Derrick Henry (TEN)","18","103","5.7","24","1","2","1","1","6","6.0","0","0","1","23.9","23.9","100.0%"
"8","Ezekiel Elliott (DAL)","19","81","4.3","31","2","2","2","5","12","6.0","0","0","1","23.3","23.3","99.0%"
"9","DeAndre Washington (FA)","14","53","3.8","14","0","1","6","7","43","7.2","0","0","1","21.6","21.6","11.0%"
"10","Todd Gurley II (FA)","23","79","3.4","23","1","1","4","4","34","8.5","0","0","1","21.3","21.3","0.0%"
"11","Devonta Freeman (FA)","17","84","4.9","13","0","1","4","4","10","2.5","0","0","1","19.4","19.4","0.0%"
"12","Melvin Gordon III (DEN)","12","55","4.6","17","0","1","5","5","29","5.8","0","0","1","19.4","19.4","88.0%"
"13","Devin Singletary (BUF)","17","89","5.2","38","2","0","6","8","29","4.8","0","0","1","17.8","17.8","92.0%"
"14","Dalvin Cook (MIN)","18","62","3.4","9","0","1","2","2","13","6.5","0","0","1","15.5","15.5","100.0%"
"15","Kareem Hunt (CLE)","9","28","3.1","7","0","1","2","2","40","20.0","0","0","1","14.8","14.8","89.0%"
"16","Adrian Peterson (FA)","20","76","3.8","13","0","1","0","0","0","0","0","0","1","13.6","13.6","4.0%"
"17","Phillip Lindsay (IND)","16","51","3.2","8","0","1","2","2","4","2.0","0","0","1","13.5","13.5","1.0%"
"18","David Johnson (FA)","3","19","6.3","9","0","0","2","2","34","17.0","1","0","1","13.3","13.3","0.0%"
"19","Nick Chubb (CLE)","15","106","7.1","57","4","0","1","1","11","11.0","0","0","1","12.7","12.7","100.0%"
"20","Patrick Laird (TB)","15","48","3.2","16","0","0","4","5","38","9.5","0","0","1","12.6","12.6","0.0%"
"21","James White (FA)","6","33","5.5","19","0","0","5","7","27","5.4","0","0","1","12.4","12.4","1.0%"
"22","Brian Hill (FA)","9","62","6.9","27","1","1","0","0","0","0","0","0","1","12.2","12.2","0.0%"
"23","Chris Carson (FA)","15","76","5.1","13","0","0","3","4","15","5.0","0","0","1","12.1","12.1","1.0%"
"24","Latavius Murray (FA)","7","69","9.9","18","0","0","2","3","25","12.5","0","0","1","11.4","11.4","0.0%"
"25","Chris Thompson (FA)","0","0","0","0","0","0","7","8","43","6.1","0","0","1","11.3","11.3","0.0%"
"26","Royce Freeman (HOU)","8","24","3.0","11","0","0","2","2","8","4.0","1","0","1","11.2","11.2","0.0%"
"27","Miles Sanders (PHI)","15","45","3.0","10","0","0","4","5","24","6.0","0","0","1","10.9","10.9","91.0%"
"28","Mark Ingram II (NO)","15","50","3.3","9","0","0","3","3","29","9.7","0","0","1","10.9","10.9","16.0%"
"29","Bilal Powell (FA)","19","74","3.9","11","0","0","2","3","14","7.0","0","0","1","10.8","10.8","0.0%"
"30","Duke Johnson Jr. (BUF)","1","5","5.0","5","0","0","6","8","40","6.7","0","0","1","10.5","10.5","0.0%"
"31","Ronald Jones II (KC)","11","36","3.3","10","0","0","4","5","23","5.8","0","0","1","9.9","9.9","27.0%"
"32","Marlon Mack (HOU)","13","38","2.9","13","0","1","0","0","0","0","0","0","1","9.8","9.8","29.0%"
"33","Carlos Hyde (FA)","14","73","5.2","13","0","0","2","3","5","2.5","0","0","1","9.8","9.8","0.0%"
"34","Kenyan Drake (FA)","11","37","3.4","10","0","0","3","3","30","10.0","0","0","1","9.7","9.7","4.0%"
"35","Saquon Barkley (NYG)","17","66","3.9","11","0","0","3","4","1","0.3","0","0","1","9.7","9.7","100.0%"
"36","Leonard Fournette (TB)","15","50","3.3","11","0","0","3","6","13","4.3","0","0","1","9.3","9.3","100.0%"
"37","Ty Montgomery (NE)","9","31","3.4","9","0","0","3","3","30","10.0","0","0","1","9.1","9.1","1.0%"
"38","Tarik Cohen (FA)","3","7","2.3","6","0","0","6","6","24","4.0","0","0","1","9.1","9.1","0.0%"
"39","Alexander Mattison (MIN)","14","46","3.3","9","0","0","2","2","18","9.0","0","0","1","8.4","8.4","61.0%"
"40","Darwin Thompson (SEA)","4","7","1.8","4","0","0","4","5","36","9.0","0","0","1","8.3","8.3","0.0%"
"41","Malcolm Brown (FA)","5","21","4.2","17","0","1","0","0","0","0","0","0","1","8.1","8.1","0.0%"
"42","Bo Scarbrough (FA)","19","65","3.4","7","0","0","1","3","5","5.0","0","0","1","8.0","8.0","0.0%"
"43","Dare Ogunbowale (HOU)","0","0","0","0","0","0","5","5","48","9.6","0","1","1","7.8","7.8","0.0%"
"44","Peyton Barber (FA)","11","34","3.1","11","0","0","2","2","19","9.5","0","0","1","7.3","7.3","1.0%"
"45","Brandon Bolden (LV)","1","10","10.0","10","0","1","0","0","0","0","0","0","1","7.0","7.0","0.0%"
"46","Matt Breida (NYG)","6","54","9.0","28","1","0","1","1","4","4.0","0","0","1","6.8","6.8","1.0%"
"47","Khari Blasingame (CHI)","0","0","0","0","0","0","2","2","47","23.5","0","0","1","6.7","6.7","0.0%"
"48","Jalen Richard (FA)","7","28","4.0","10","0","0","2","3","18","9.0","0","0","1","6.6","6.6","1.0%"
"49","David Montgomery (CHI)","20","86","4.3","20","1","0","0","1","0","0","0","1","1","6.6","6.6","97.0%"
"50","Giovani Bernard (TB)","4","15","3.8","13","0","0","2","3","31","15.5","0","0","1","6.6","6.6","0.0%"
"51","Derek Watt (PIT)","2","4","2.0","3","0","1","0","0","0","0","0","0","1","6.4","6.4","0.0%"
