"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","James White (FA)","14","79","5.6","32","2","0","8","11","98","12.3","2","0","1","37.7","37.7","1.0%"
"2","Derrius Guice (FA)","10","129","12.9","60","6","2","2","2","8","4.0","0","0","1","27.7","27.7","2.0%"
"3","Rashaad Penny (SEA)","15","74","4.9","13","0","1","4","5","33","8.3","1","0","1","26.7","26.7","90.0%"
"4","Derrick Henry (TEN)","26","149","5.7","34","2","1","3","3","17","5.7","0","1","1","23.6","23.6","100.0%"
"5","Raheem Mostert (MIA)","19","146","7.7","40","3","1","2","2","8","4.0","0","0","1","23.4","23.4","36.0%"
"6","Miles Sanders (PHI)","17","83","4.9","13","0","0","5","5","22","4.4","1","0","1","21.5","21.5","91.0%"
"7","Ezekiel Elliott (DAL)","12","71","5.9","30","2","0","7","10","66","9.4","0","0","1","20.7","20.7","99.0%"
"8","Duke Johnson Jr. (BUF)","9","36","4.0","13","0","0","5","6","54","10.8","1","0","1","20.0","20.0","0.0%"
"9","Devin Singletary (BUF)","14","63","4.5","26","1","0","3","4","38","12.7","1","0","1","19.1","19.1","92.0%"
"10","Todd Gurley II (FA)","19","95","5.0","11","0","1","1","1","20","20.0","0","0","1","18.5","18.5","0.0%"
"11","Peyton Barber (FA)","17","44","2.6","15","0","2","0","0","0","0","0","0","1","18.4","18.4","1.0%"
"12","Leonard Fournette (TB)","14","38","2.7","10","0","0","9","11","53","5.9","0","0","1","18.1","18.1","100.0%"
"13","Chris Carson (FA)","23","102","4.4","25","1","1","1","2","7","7.0","0","0","1","17.9","17.9","1.0%"
"14","Kareem Hunt (CLE)","7","46","6.6","16","0","0","5","5","19","3.8","1","0","1","17.5","17.5","89.0%"
"15","Christian McCaffrey (CAR)","14","44","3.1","12","0","0","7","12","58","8.3","0","0","1","17.2","17.2","100.0%"
"16","Joe Mixon (CIN)","19","44","2.3","9","0","1","4","4","26","6.5","0","0","1","17.0","17.0","100.0%"
"17","Patrick Laird (TB)","10","5","0.5","4","0","1","4","5","43","10.8","0","0","1","16.8","16.8","0.0%"
"18","Austin Ekeler (LAC)","9","16","1.8","8","0","0","4","5","51","12.8","1","0","1","16.7","16.7","100.0%"
"19","David Montgomery (CHI)","16","75","4.7","14","0","0","2","2","12","6.0","1","0","1","16.7","16.7","97.0%"
"20","Adrian Peterson (FA)","13","99","7.6","22","2","1","0","1","0","0","0","0","1","15.9","15.9","4.0%"
"21","Saquon Barkley (NYG)","19","83","4.4","16","0","0","3","7","32","10.7","0","0","1","14.5","14.5","100.0%"
"22","Benny Snell Jr. (PIT)","16","63","3.9","14","0","1","1","1","4","4.0","0","0","1","13.7","13.7","1.0%"
"23","Dalvin Cook (MIN)","9","29","3.2","9","0","1","3","4","35","11.7","0","1","1","13.4","13.4","100.0%"
"24","Melvin Gordon III (DEN)","20","99","5.0","19","0","0","2","3","11","5.5","0","0","1","13.0","13.0","88.0%"
"25","Alvin Kamara (NO)","11","61","5.5","24","1","0","4","8","23","5.8","0","0","1","12.4","12.4","100.0%"
"26","Nyheim Hines (IND)","4","22","5.5","14","0","1","2","2","18","9.0","0","0","1","12.0","12.0","62.0%"
"27","LeSean McCoy (FA)","5","10","2.0","6","0","1","3","3","20","6.7","0","0","1","12.0","12.0","2.0%"
"28","Alexander Mattison (MIN)","4","22","5.5","15","0","0","4","5","51","12.8","0","0","1","11.3","11.3","61.0%"
"29","Le'Veon Bell (FA)","10","32","3.2","7","0","0","4","5","35","8.8","0","0","1","10.7","10.7","0.0%"
"30","Jamaal Williams (DET)","10","41","4.1","9","0","0","4","4","26","6.5","0","0","1","10.7","10.7","39.0%"
"31","Devonta Freeman (FA)","17","51","3.0","6","0","0","4","5","13","3.3","0","0","1","10.4","10.4","0.0%"
"32","Josh Jacobs (LV)","17","104","6.1","35","2","0","0","0","0","0","0","0","1","10.4","10.4","96.0%"
"33","Darwin Thompson (SEA)","11","44","4.0","9","0","1","0","0","0","0","0","0","1","10.4","10.4","0.0%"
"34","Phillip Lindsay (IND)","17","58","3.4","15","0","0","3","3","4","1.3","0","0","1","9.2","9.2","1.0%"
"35","Nick Chubb (CLE)","16","58","3.6","12","0","0","1","2","21","21.0","0","0","1","8.9","8.9","100.0%"
"36","Darrel Williams (ARI)","6","13","2.2","15","0","0","1","2","3","3.0","1","0","1","8.6","8.6","11.0%"
"37","Bo Scarbrough (FA)","21","83","4.0","15","0","0","0","0","0","0","0","0","1","8.3","8.3","0.0%"
