"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Saquon Barkley (NYG)","22","189","8.6","67","7","1","4","4","90","22.5","1","0","1","43.9","43.9","100.0%"
"2","Devonta Freeman (FA)","13","53","4.1","17","0","1","9","10","74","8.2","1","0","1","33.7","33.7","0.0%"
"3","Kenyan Drake (FA)","24","166","6.9","80","4","2","3","4","18","6.0","0","0","1","33.4","33.4","4.0%"
"4","Christian McCaffrey (CAR)","13","54","4.2","14","0","0","15","15","119","7.9","0","0","1","32.3","32.3","100.0%"
"5","Alvin Kamara (NO)","11","80","7.3","40","3","2","6","7","30","5.0","0","0","1","29.0","29.0","100.0%"
"6","Aaron Jones (GB)","23","154","6.7","56","4","2","2","3","6","3.0","0","1","1","28.0","28.0","100.0%"
"7","Miles Sanders (PHI)","20","79","4.0","38","2","1","5","6","77","15.4","0","0","1","26.6","26.6","91.0%"
"8","Melvin Gordon III (DEN)","9","15","1.7","10","0","2","6","7","32","5.3","0","0","1","22.7","22.7","88.0%"
"9","Ronald Jones II (KC)","14","77","5.5","49","3","1","3","4","32","10.7","0","0","1","19.9","19.9","27.0%"
"10","Phillip Lindsay (IND)","19","109","5.7","27","1","1","2","3","9","4.5","0","0","1","19.8","19.8","1.0%"
"11","DeAndre Washington (FA)","23","85","3.7","13","0","1","2","3","21","10.5","0","0","1","18.6","18.6","11.0%"
"12","Damien Williams (ATL)","16","65","4.1","12","0","0","3","3","27","9.0","1","0","1","18.2","18.2","1.0%"
"13","Marlon Mack (HOU)","16","95","5.9","30","2","1","2","2","6","3.0","0","0","1","18.1","18.1","29.0%"
"14","Rex Burkhead (HOU)","5","20","4.0","6","0","1","4","4","77","19.3","0","1","1","17.7","17.7","2.0%"
"15","Mark Ingram II (NO)","8","55","6.9","27","1","0","2","2","36","18.0","1","0","1","17.1","17.1","16.0%"
"16","Todd Gurley II (FA)","15","48","3.2","8","0","2","0","2","0","0","0","0","1","16.8","16.8","0.0%"
"17","Ezekiel Elliott (DAL)","13","47","3.6","10","0","0","7","7","37","5.3","0","0","1","15.4","15.4","99.0%"
"18","Jordan Wilkins (FA)","9","84","9.3","38","2","1","0","0","0","0","0","0","1","14.4","14.4","0.0%"
