"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Leonard Fournette (TB)","24","97","4.0","16","0","2","9","12","62","6.9","0","0","1","36.9","36.9","100.0%"
"2","Christian McCaffrey (CAR)","22","64","2.9","9","0","1","9","9","69","7.7","1","0","1","34.3","34.3","100.0%"
"3","Derrick Henry (TEN)","19","159","8.4","74","4","2","1","1","16","16.0","0","1","1","28.5","28.5","100.0%"
"4","Nick Chubb (CLE)","21","106","5.0","17","0","1","3","3","58","19.3","0","0","1","25.4","25.4","100.0%"
"5","Mark Ingram II (NO)","15","111","7.4","25","1","1","1","1","7","7.0","1","0","1","24.8","24.8","16.0%"
"6","Jonathan Williams (WAS)","26","104","4.0","13","0","1","3","3","17","5.7","0","0","1","21.1","21.1","0.0%"
"7","Alvin Kamara (NO)","11","54","4.9","30","2","0","9","9","48","5.3","0","0","1","19.2","19.2","100.0%"
"8","Rashaad Penny (SEA)","14","129","9.2","58","6","1","0","1","0","0","0","0","1","18.9","18.9","90.0%"
"9","Ezekiel Elliott (DAL)","21","86","4.1","12","0","0","4","4","40","10.0","0","0","1","16.6","16.6","99.0%"
"10","Le'Veon Bell (FA)","12","49","4.1","12","0","0","5","5","59","11.8","0","0","1","15.8","15.8","0.0%"
"11","Ronald Jones II (KC)","12","51","4.3","25","1","1","3","3","16","5.3","0","0","1","15.7","15.7","27.0%"
"12","Jamaal Williams (DET)","11","45","4.1","12","0","0","7","8","35","5.0","0","0","1","15.0","15.0","39.0%"
"13","Raheem Mostert (MIA)","6","45","7.5","15","0","1","1","3","22","22.0","0","0","1","13.7","13.7","36.0%"
"14","Tevin Coleman (NYJ)","11","39","3.5","11","0","1","2","4","10","5.0","0","0","1","12.9","12.9","0.0%"
"15","Kareem Hunt (CLE)","8","37","4.6","9","0","1","2","3","9","4.5","0","0","1","12.6","12.6","89.0%"
"16","Devin Singletary (BUF)","21","106","5.0","11","0","0","1","2","8","8.0","0","0","1","12.4","12.4","92.0%"
"17","Tarik Cohen (FA)","6","25","4.2","13","0","0","7","9","29","4.1","0","0","1","12.4","12.4","0.0%"
"18","Latavius Murray (FA)","7","64","9.1","26","1","1","0","0","0","0","0","0","1","12.4","12.4","0.0%"
"19","Miles Sanders (PHI)","12","63","5.3","14","0","0","3","5","23","7.7","0","0","1","11.6","11.6","91.0%"
"20","Benny Snell Jr. (PIT)","21","98","4.7","21","1","0","1","1","5","5.0","0","0","1","11.3","11.3","1.0%"
"21","Jalen Richard (FA)","2","4","2.0","5","0","0","6","7","47","7.8","0","0","1","11.1","11.1","1.0%"
"22","Chris Carson (FA)","8","26","3.3","6","0","0","4","4","31","7.8","0","0","1","9.7","9.7","1.0%"
"23","Qadree Ollison (ATL)","8","20","2.5","6","0","1","1","1","7","7.0","0","0","1","9.7","9.7","0.0%"
"24","Sony Michel (MIA)","20","85","4.3","17","0","0","0","0","0","0","0","0","1","8.5","8.5","12.0%"
"25","Nyheim Hines (IND)","9","51","5.7","18","0","0","2","3","10","5.0","0","0","1","8.1","8.1","62.0%"
"26","Saquon Barkley (NYG)","17","59","3.5","22","1","0","2","3","1","0.5","0","0","1","8.0","8.0","100.0%"
"27","Joe Mixon (CIN)","18","79","4.4","14","0","0","0","0","0","0","0","0","1","7.9","7.9","100.0%"
"28","Phillip Lindsay (IND)","13","57","4.4","16","0","0","1","3","11","11.0","0","0","1","7.8","7.8","1.0%"
"29","Bo Scarbrough (FA)","18","98","5.4","30","2","0","0","1","0","0","0","1","1","7.8","7.8","0.0%"
"30","Carlos Hyde (FA)","16","67","4.2","33","2","0","0","0","0","0","0","0","1","6.7","6.7","0.0%"
"31","Frank Gore (FA)","15","65","4.3","27","1","0","0","0","0","0","0","0","1","6.5","6.5","24.0%"
"32","Jaylen Samuels (FA)","2","6","3.0","4","0","0","3","3","26","8.7","0","0","1","6.2","6.2","0.0%"
"33","Giovani Bernard (TB)","1","-1","-1.0","0","0","0","3","3","31","10.3","0","0","1","6.0","6.0","0.0%"
"34","Adrian Peterson (FA)","10","27","2.7","7","0","0","1","1","22","22.0","0","0","1","5.9","5.9","4.0%"
"35","Tony Pollard (DAL)","4","19","4.8","8","0","0","3","4","9","3.0","0","0","1","5.8","5.8","90.0%"
"36","Brian Hill (FA)","9","14","1.6","5","0","0","3","4","13","4.3","0","0","1","5.7","5.7","0.0%"
"37","Gus Edwards (BAL)","14","55","3.9","11","0","0","0","0","0","0","0","0","1","5.5","5.5","22.0%"
"38","Dion Lewis (FA)","5","21","4.2","8","0","0","1","2","24","24.0","0","0","1","5.5","5.5","2.0%"
"39","David Montgomery (CHI)","13","22","1.7","13","0","0","2","3","9","4.5","0","0","1","5.1","5.1","97.0%"
"40","Royce Freeman (HOU)","2","20","10.0","13","0","0","2","2","9","4.5","0","0","1","4.9","4.9","0.0%"
"41","Todd Gurley II (FA)","6","22","3.7","15","0","0","3","3","-3","-1.0","0","0","1","4.9","4.9","0.0%"
"42","Derrius Guice (FA)","10","32","3.2","11","0","0","1","2","6","6.0","0","0","1","4.8","4.8","2.0%"
"43","Josh Jacobs (LV)","10","34","3.4","15","0","0","1","1","2","2.0","0","0","1","4.6","4.6","96.0%"
"44","Kerrith Whyte Jr. (FA)","6","43","7.2","21","1","0","0","0","0","0","0","0","1","4.3","4.3","0.0%"
"45","Ty Johnson (NYJ)","4","11","2.8","5","0","0","2","2","10","5.0","0","0","1","4.1","4.1","0.0%"
"46","Duke Johnson Jr. (BUF)","5","22","4.4","19","0","0","1","1","8","8.0","0","0","1","4.0","4.0","0.0%"
"47","J.D. McKissic (WAS)","1","3","3.0","3","0","0","2","2","17","8.5","0","0","1","4.0","4.0","30.0%"
"48","Aaron Jones (GB)","13","38","2.9","11","0","0","0","1","0","0","0","0","1","3.8","3.8","100.0%"
"49","Rex Burkhead (HOU)","2","3","1.5","4","0","0","2","5","14","7.0","0","0","1","3.7","3.7","2.0%"
"50","Kalen Ballage (FA)","7","13","1.9","4","0","0","1","1","13","13.0","0","0","1","3.6","3.6","0.0%"
"51","Ty Montgomery (NE)","5","2","0.4","4","0","0","1","2","21","21.0","0","0","1","3.3","3.3","1.0%"
"52","Peyton Barber (FA)","11","32","2.9","8","0","0","0","1","0","0","0","0","1","3.2","3.2","1.0%"
"53","Bilal Powell (FA)","5","15","3.0","7","0","0","1","2","5","5.0","0","0","1","3.0","3.0","0.0%"
"54","DeAndre Washington (FA)","6","19","3.2","8","0","0","1","1","0","0.0","0","0","1","2.9","2.9","11.0%"
"55","Kenjon Barner (TB)","0","0","0","0","0","0","2","2","8","4.0","0","0","1","2.8","2.8","0.0%"
"56","Myles Gaskin (MIA)","4","10","2.5","4","0","0","1","1","7","7.0","0","0","1","2.7","2.7","3.0%"
"57","Justice Hill (BAL)","8","27","3.4","11","0","0","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"58","Jeff Wilson Jr. (SF)","2","27","13.5","25","1","0","0","1","0","0","0","0","1","2.7","2.7","3.0%"
"59","Patrick Laird (TB)","3","20","6.7","13","0","0","0","1","0","0","0","0","1","2.0","2.0","0.0%"
"60","Jay Ajayi (FA)","6","16","2.7","11","0","0","0","0","0","0","0","0","1","1.6","1.6","7.0%"
"61","Danny Vitale (FA)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","1.3","1.3","0.0%"
"62","Wendell Smallwood (FA)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","1.3","1.3","0.0%"
"63","Dare Ogunbowale (HOU)","1","12","12.0","12","0","0","0","1","0","0","0","0","1","1.2","1.2","0.0%"
"64","Brandon Bolden (LV)","1","11","11.0","11","0","0","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"65","James White (FA)","2","5","2.5","3","0","0","1","3","-6","-6.0","0","0","1","0.9","0.9","1.0%"
"66","Trey Edmunds (FA)","2","7","3.5","5","0","0","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"67","Josh Adams (FA)","4","6","1.5","10","0","0","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"68","T.J. Logan (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"69","Wayne Gallman Jr. (FA)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"70","Trevon Wesco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"71","Ryquell Armstead (JAC)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"72","Darrell Henderson Jr. (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","68.0%"
"73","Bryce Love (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Alec Ingold (MIA)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Jordan Scarlett (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Cullen Gillaspia (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","Chandler Cox (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Devine Ozigbo (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"79","Travis Homer (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"80","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"81","Andrew Beck (DEN)","0","0","0","0","0","0","1","1","18","18.0","0","0","1","0.0","0.0","0.0%"
"82","Reggie Bonnafon (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Ryan Nall (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","De'Lance Turner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
