"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Aaron Jones (GB)","13","67","5.2","9","0","0","7","8","159","22.7","2","0","1","41.6","41.6","100.0%"
"2","Tevin Coleman (NYJ)","11","105","9.5","48","4","3","2","2","13","6.5","1","0","1","37.8","37.8","0.0%"
"3","Latavius Murray (FA)","21","102","4.9","28","1","1","9","12","55","6.1","1","0","1","36.7","36.7","0.0%"
"4","Saquon Barkley (NYG)","19","64","3.4","13","0","0","8","10","79","9.9","1","0","1","28.3","28.3","100.0%"
"5","Dalvin Cook (MIN)","23","98","4.3","11","0","1","5","6","73","14.6","0","0","1","28.1","28.1","100.0%"
"6","Christian McCaffrey (CAR)","14","117","8.4","40","5","1","4","5","38","9.5","0","0","1","27.5","27.5","100.0%"
"7","David Montgomery (CHI)","27","135","5.0","55","4","1","4","5","12","3.0","0","0","1","24.7","24.7","97.0%"
"8","James Conner (ARI)","23","145","6.3","25","1","1","3","4","5","1.7","0","0","1","24.0","24.0","99.0%"
"9","Miles Sanders (PHI)","3","74","24.7","65","4","1","3","3","44","14.7","0","0","1","22.8","22.8","91.0%"
"10","Leonard Fournette (TB)","19","76","4.0","66","4","0","7","7","60","8.6","0","0","1","20.6","20.6","100.0%"
"11","Jamaal Williams (DET)","7","22","3.1","14","0","1","3","3","14","4.7","1","0","1","18.6","18.6","39.0%"
"12","Jordan Howard (FA)","23","96","4.2","20","1","1","1","2","15","15.0","0","0","1","18.1","18.1","0.0%"
"13","Joe Mixon (CIN)","17","66","3.9","13","0","0","4","4","11","2.8","1","0","1","17.7","17.7","100.0%"
"14","Devonta Freeman (FA)","13","39","3.0","12","0","0","8","8","63","7.9","0","1","1","16.2","16.2","0.0%"
"15","Marlon Mack (HOU)","19","76","4.0","16","0","1","1","1","14","14.0","0","0","1","16.0","16.0","29.0%"
"16","Chris Carson (FA)","20","90","4.5","19","0","1","0","1","0","0","0","0","1","15.0","15.0","1.0%"
"17","Devin Singletary (BUF)","3","19","6.3","16","0","0","4","6","30","7.5","1","0","1","14.9","14.9","92.0%"
"18","Duke Johnson Jr. (BUF)","3","1","0.3","4","0","0","4","5","33","8.3","1","0","1","13.4","13.4","0.0%"
"19","Phillip Lindsay (IND)","14","59","4.2","11","0","0","5","5","17","3.4","0","0","1","12.6","12.6","1.0%"
"20","Adrian Peterson (FA)","14","76","5.4","29","1","0","2","2","27","13.5","0","0","1","12.3","12.3","4.0%"
"21","Raheem Mostert (MIA)","9","60","6.7","41","3","1","0","0","0","0","0","0","1","12.0","12.0","36.0%"
"22","James White (FA)","2","4","2.0","3","0","0","4","5","75","18.8","0","0","1","11.9","11.9","1.0%"
"23","Royce Freeman (HOU)","12","40","3.3","10","0","1","1","2","5","5.0","0","0","1","11.5","11.5","0.0%"
"24","Melvin Gordon III (DEN)","8","31","3.9","19","0","1","2","3","3","1.5","0","0","1","11.4","11.4","88.0%"
"25","Nick Chubb (CLE)","20","131","6.6","44","3","0","1","1","7","7.0","0","2","1","10.8","10.8","100.0%"
"26","Todd Gurley II (FA)","10","44","4.4","20","1","1","0","1","0","0","0","0","1","10.4","10.4","0.0%"
"27","Austin Ekeler (LAC)","3","3","1.0","3","0","0","2","3","19","9.5","1","0","1","10.2","10.2","100.0%"
"28","Josh Jacobs (LV)","15","66","4.4","23","1","0","2","2","15","7.5","0","0","1","10.1","10.1","96.0%"
"29","Damien Williams (ATL)","7","30","4.3","9","0","1","0","0","0","0","0","0","1","9.0","9.0","1.0%"
"30","Brian Hill (FA)","3","29","9.7","23","1","1","0","0","0","0","0","0","1","8.9","8.9","0.0%"
"31","Darrell Henderson Jr. (LAR)","11","49","4.5","15","0","0","2","3","20","10.0","0","0","1","8.9","8.9","68.0%"
"32","Alexander Mattison (MIN)","13","61","4.7","28","1","0","2","2","3","1.5","0","0","1","8.4","8.4","61.0%"
"33","Carlos Hyde (FA)","19","83","4.4","20","1","0","0","1","0","0","0","0","1","8.3","8.3","0.0%"
"34","LeSean McCoy (FA)","9","40","4.4","9","0","0","4","4","23","5.8","0","1","1","8.3","8.3","2.0%"
"35","Tarik Cohen (FA)","4","9","2.3","6","0","0","3","3","37","12.3","0","0","1","7.6","7.6","0.0%"
"36","Nyheim Hines (IND)","4","12","3.0","11","0","0","3","3","34","11.3","0","0","1","7.6","7.6","62.0%"
"37","Sony Michel (MIA)","21","74","3.5","16","0","0","0","0","0","0","0","0","1","7.4","7.4","12.0%"
