"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","James Conner (ARI)","16","41","2.6","12","0","1","7","7","78","11.1","1","0","1","30.9","30.9","99.0%"
"2","Nick Chubb (CLE)","20","122","6.1","52","5","2","5","6","17","3.4","0","1","1","28.9","28.9","100.0%"
"3","David Johnson (FA)","12","34","2.8","17","0","1","6","8","68","11.3","1","0","1","28.2","28.2","0.0%"
"4","Devonta Freeman (FA)","19","88","4.6","15","0","0","3","3","30","10.0","2","0","1","26.8","26.8","0.0%"
"5","Ezekiel Elliott (DAL)","28","105","3.8","13","0","1","5","6","48","9.6","0","0","1","26.3","26.3","99.0%"
"6","Chris Carson (FA)","24","124","5.2","25","2","1","4","4","35","8.8","0","0","1","25.9","25.9","1.0%"
"7","Jamaal Williams (DET)","14","104","7.4","45","3","0","4","5","32","8.0","1","0","1","23.6","23.6","39.0%"
"8","Christian McCaffrey (CAR)","22","31","1.4","10","0","1","4","5","26","6.5","1","0","1","21.7","21.7","100.0%"
"9","Miles Sanders (PHI)","3","6","2.0","3","0","0","3","3","86","28.7","1","0","1","18.2","18.2","91.0%"
"10","Carlos Hyde (FA)","26","116","4.5","26","1","1","1","1","14","14.0","0","1","1","18.0","18.0","0.0%"
"11","Leonard Fournette (TB)","20","72","3.6","16","0","0","6","6","46","7.7","0","0","1","17.8","17.8","100.0%"
"12","Adrian Peterson (FA)","23","118","5.1","25","1","0","2","2","18","9.0","0","0","1","15.6","15.6","4.0%"
"13","Phillip Lindsay (IND)","15","70","4.7","30","2","1","2","3","5","2.5","0","0","1","15.5","15.5","1.0%"
"14","Mark Ingram II (NO)","13","52","4.0","12","0","1","2","2","22","11.0","0","0","1","15.4","15.4","16.0%"
"15","Chase Edmonds (MIA)","5","34","6.8","15","0","0","2","2","33","16.5","1","0","1","14.7","14.7","91.0%"
"16","Tevin Coleman (NYJ)","18","45","2.5","9","0","1","2","3","16","8.0","0","0","1","14.1","14.1","0.0%"
"17","Kerryon Johnson (FA)","13","34","2.6","8","0","1","2","4","27","13.5","0","0","1","14.1","14.1","0.0%"
"18","Alvin Kamara (NO)","11","31","2.8","7","0","0","7","8","35","5.0","0","0","1","13.6","13.6","100.0%"
