"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Alvin Kamara (NO)","16","69","4.3","16","0","1","9","10","92","10.2","1","0","1","37.1","37.1","100.0%"
"2","Mark Ingram II (NO)","16","103","6.4","21","1","3","4","4","32","8.0","0","0","1","35.5","35.5","16.0%"
"3","Phillip Lindsay (IND)","21","81","3.9","9","0","2","4","5","49","12.3","0","0","1","29.0","29.0","1.0%"
"4","Christian McCaffrey (CAR)","24","153","6.4","76","4","1","3","4","35","11.7","0","0","1","27.8","27.8","100.0%"
"5","Dalvin Cook (MIN)","16","110","6.9","25","1","1","4","5","33","8.3","0","0","1","24.3","24.3","100.0%"
"6","LeSean McCoy (FA)","8","54","6.8","25","1","1","3","3","26","8.7","1","0","1","23.0","23.0","2.0%"
"7","Tony Pollard (DAL)","13","103","7.9","28","1","1","3","3","25","8.3","0","0","1","21.8","21.8","90.0%"
"8","Rex Burkhead (HOU)","11","47","4.3","8","0","1","6","7","22","3.7","0","0","1","18.9","18.9","2.0%"
"9","David Johnson (FA)","11","37","3.4","15","0","0","6","9","28","4.7","1","0","1","18.5","18.5","0.0%"
"10","Joe Mixon (CIN)","15","60","4.0","14","0","0","2","2","34","17.0","1","0","1","17.4","17.4","100.0%"
"11","Nick Chubb (CLE)","23","96","4.2","13","0","0","4","7","35","8.8","0","0","1","17.1","17.1","100.0%"
"12","Frank Gore (FA)","14","76","5.4","22","1","1","2","2","13","6.5","0","0","1","16.9","16.9","24.0%"
"13","Marlon Mack (HOU)","16","74","4.6","26","1","1","2","3","14","7.0","0","0","1","16.8","16.8","29.0%"
"14","Ezekiel Elliott (DAL)","19","125","6.6","18","0","0","2","3","14","7.0","0","0","1","15.9","15.9","99.0%"
"15","Darrel Williams (ARI)","9","62","6.9","41","3","0","5","5","47","9.4","0","0","1","15.9","15.9","11.0%"
"16","Aaron Jones (GB)","10","19","1.9","7","0","2","1","1","4","4.0","0","0","1","15.3","15.3","100.0%"
"17","Leonard Fournette (TB)","15","66","4.4","69","4","0","6","8","26","4.3","0","0","1","15.2","15.2","100.0%"
"18","Austin Ekeler (LAC)","9","36","4.0","11","0","0","7","7","45","6.4","0","0","1","15.1","15.1","100.0%"
"19","Chris Thompson (FA)","7","29","4.1","11","0","0","4","5","79","19.8","0","0","1","14.8","14.8","0.0%"
"20","Jeff Wilson Jr. (SF)","8","18","2.3","5","0","2","0","1","0","0","0","0","1","13.8","13.8","3.0%"
"21","Ronald Jones II (KC)","14","80","5.7","25","1","0","1","1","41","41.0","0","0","1","13.1","13.1","27.0%"
"22","Miles Sanders (PHI)","13","53","4.1","14","0","0","2","4","73","36.5","0","1","1","12.6","12.6","91.0%"
"23","Devonta Freeman (FA)","16","88","5.5","28","2","0","3","4","7","2.3","0","0","1","12.5","12.5","0.0%"
"24","Alexander Mattison (MIN)","12","58","4.8","21","1","1","0","0","0","0","0","0","1","11.8","11.8","61.0%"
"25","Derrick Henry (TEN)","17","44","2.6","11","0","1","1","2","2","2.0","0","0","1","11.6","11.6","100.0%"
"26","Royce Freeman (HOU)","15","63","4.2","13","0","0","4","5","10","2.5","0","0","1","11.3","11.3","0.0%"
"27","Kerryon Johnson (FA)","20","36","1.8","11","0","1","1","1","7","7.0","0","0","1","11.3","11.3","0.0%"
"28","David Montgomery (CHI)","13","67","5.2","25","1","0","3","3","14","4.7","0","0","1","11.1","11.1","97.0%"
"29","Matt Breida (NYG)","14","68","4.9","10","0","0","2","3","20","10.0","0","0","1","10.8","10.8","1.0%"
"30","Le'Veon Bell (FA)","18","35","1.9","8","0","0","4","4","28","7.0","0","0","1","10.3","10.3","0.0%"
"31","Jamaal Williams (DET)","12","55","4.6","12","0","0","2","2","27","13.5","0","0","1","10.2","10.2","39.0%"
"32","Jordan Howard (FA)","11","37","3.4","11","0","1","0","1","0","0","0","0","1","9.7","9.7","0.0%"
"33","C.J. Prosise (FA)","4","5","1.3","2","0","0","5","5","38","7.6","0","0","1","9.3","9.3","0.0%"
"34","Gus Edwards (BAL)","7","53","7.6","15","0","0","2","2","15","7.5","0","0","1","8.8","8.8","22.0%"
"35","Kenyan Drake (FA)","12","38","3.2","8","0","0","3","6","34","11.3","0","1","1","8.2","8.2","4.0%"
"36","Kyle Juszczyk (SF)","0","0","0","0","0","0","3","3","51","17.0","0","0","1","8.1","8.1","0.0%"
"37","Carlos Hyde (FA)","10","19","1.9","10","0","1","0","0","0","0","0","0","1","7.9","7.9","0.0%"
"38","Saquon Barkley (NYG)","8","10","1.3","6","0","0","4","5","27","6.8","0","0","1","7.7","7.7","100.0%"
"39","James Conner (ARI)","13","43","3.3","10","0","0","4","4","14","3.5","0","1","1","7.7","7.7","99.0%"
"40","Peyton Barber (FA)","13","48","3.7","8","0","0","2","2","7","3.5","0","0","1","7.5","7.5","1.0%"
"41","Sony Michel (MIA)","9","11","1.2","5","0","1","0","1","0","0","0","0","1","7.1","7.1","12.0%"
"42","Justin Jackson (DET)","5","26","5.2","10","0","0","4","4","4","1.0","0","0","1","7.0","7.0","0.0%"
"43","Nyheim Hines (IND)","2","3","1.5","2","0","0","3","4","26","8.7","0","0","1","5.9","5.9","62.0%"
"44","Jalen Richard (FA)","2","15","7.5","11","0","0","3","3","14","4.7","0","0","1","5.9","5.9","1.0%"
"45","Raheem Mostert (MIA)","12","79","6.6","19","0","0","0","1","0","0","0","1","1","5.9","5.9","36.0%"
"46","Dare Ogunbowale (HOU)","0","0","0","0","0","0","3","3","23","7.7","0","0","1","5.3","5.3","0.0%"
"47","T.J. Yeldon (FA)","8","30","3.8","10","0","0","2","3","19","9.5","0","1","1","4.9","4.9","0.0%"
