"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Nick Chubb (CLE)","20","165","8.3","88","4","3","3","4","18","6.0","0","0","1","39.3","39.3","100.0%"
"2","Christian McCaffrey (CAR)","27","93","3.4","13","0","1","10","10","86","8.6","0","0","1","33.9","33.9","100.0%"
"3","Jordan Howard (FA)","15","87","5.8","19","0","2","3","4","28","9.3","1","0","1","32.5","32.5","0.0%"
"4","Austin Ekeler (LAC)","18","60","3.3","9","0","1","5","5","62","12.4","1","0","1","29.2","29.2","100.0%"
"5","Wayne Gallman Jr. (FA)","18","63","3.5","22","1","1","6","7","55","9.2","1","1","1","27.8","27.8","0.0%"
"6","James Conner (ARI)","10","42","4.2","21","1","0","8","8","83","10.4","1","0","1","26.5","26.5","99.0%"
"7","Leonard Fournette (TB)","29","225","7.8","81","5","0","2","3","20","10.0","0","0","1","26.5","26.5","100.0%"
"8","Todd Gurley II (FA)","5","16","3.2","13","0","2","7","11","54","7.7","0","0","1","26.0","26.0","0.0%"
"9","Jaylen Samuels (FA)","10","26","2.6","13","0","1","8","8","57","7.1","0","0","1","23.5","23.5","0.0%"
"10","David Johnson (FA)","11","40","3.6","14","0","0","8","11","99","12.4","0","0","1","21.9","21.9","0.0%"
"11","Dalvin Cook (MIN)","14","35","2.5","9","0","1","6","8","35","5.8","0","0","1","19.0","19.0","100.0%"
"12","Darrel Williams (ARI)","8","13","1.6","8","0","2","3","4","43","14.3","0","1","1","18.6","18.6","11.0%"
"13","Chris Carson (FA)","22","104","4.7","12","0","0","4","4","41","10.3","0","0","1","18.5","18.5","1.0%"
"14","Devonta Freeman (FA)","12","28","2.3","8","0","0","8","9","72","9.0","0","0","1","18.0","18.0","0.0%"
"15","Aaron Jones (GB)","13","21","1.6","7","0","1","6","7","37","6.2","0","0","1","17.8","17.8","100.0%"
"16","LeSean McCoy (FA)","11","56","5.1","39","2","1","2","4","33","16.5","0","0","1","16.9","16.9","2.0%"
"17","Ezekiel Elliott (DAL)","18","35","1.9","6","0","1","6","7","30","5.0","0","1","1","16.5","16.5","99.0%"
"18","Kerryon Johnson (FA)","26","125","4.8","14","0","0","2","3","32","16.0","0","1","1","15.7","15.7","0.0%"
"19","Ronald Jones II (KC)","19","70","3.7","24","1","1","1","1","12","12.0","0","0","1","15.2","15.2","27.0%"
"20","James White (FA)","1","1","1.0","1","0","0","8","10","57","7.1","0","0","1","13.8","13.8","1.0%"
"21","Dontrell Hilliard (TEN)","6","27","4.5","11","0","1","2","3","27","13.5","0","0","1","13.4","13.4","3.0%"
"22","Josh Jacobs (LV)","17","79","4.6","16","0","0","2","2","29","14.5","0","0","1","12.8","12.8","96.0%"
"23","Alvin Kamara (NO)","17","69","4.1","13","0","0","3","3","20","6.7","0","0","1","11.9","11.9","100.0%"
"24","Ryquell Armstead (JAC)","8","42","5.3","16","0","0","1","1","7","7.0","1","0","1","11.9","11.9","0.0%"
"25","Derrick Henry (TEN)","27","100","3.7","16","0","0","1","1","8","8.0","0","0","1","11.8","11.8","100.0%"
"26","Troymaine Pope (FA)","10","20","2.0","8","0","0","2","2","14","7.0","1","0","1","11.4","11.4","0.0%"
"27","Ito Smith (FA)","2","11","5.5","10","0","1","2","4","20","10.0","0","0","1","11.1","11.1","0.0%"
"28","Frank Gore (FA)","17","109","6.4","41","4","0","0","1","0","0","0","0","1","10.9","10.9","24.0%"
"29","T.J. Yeldon (FA)","0","0","0","0","0","0","4","4","68","17.0","0","0","1","10.8","10.8","0.0%"
"30","Nyheim Hines (IND)","3","6","2.0","4","0","0","6","6","39","6.5","0","0","1","10.5","10.5","62.0%"
"31","Carlos Hyde (FA)","12","58","4.8","25","1","0","4","5","6","1.5","0","0","1","10.4","10.4","0.0%"
"32","Kenyan Drake (FA)","9","44","4.9","10","0","0","3","5","29","9.7","0","0","1","10.3","10.3","4.0%"
"33","Joe Mixon (CIN)","15","62","4.1","15","0","0","4","5","1","0.3","0","0","1","10.3","10.3","100.0%"
"34","Chris Thompson (FA)","4","4","1.0","3","0","0","4","5","56","14.0","0","0","1","10.0","10.0","0.0%"
"35","Tarik Cohen (FA)","5","11","2.2","6","0","0","2","5","7","3.5","1","0","1","9.8","9.8","0.0%"
"36","Duke Johnson Jr. (BUF)","6","56","9.3","40","3","0","2","3","22","11.0","0","0","1","9.8","9.8","0.0%"
"37","David Montgomery (CHI)","21","53","2.5","7","0","0","3","5","14","4.7","0","0","1","9.7","9.7","97.0%"
"38","Royce Freeman (HOU)","6","16","2.7","5","0","0","4","6","34","8.5","0","0","1","9.0","9.0","0.0%"
"39","Mark Ingram II (NO)","12","71","5.9","18","0","0","1","1","0","0.0","0","1","1","8.1","8.1","16.0%"
"40","Peyton Barber (FA)","9","19","2.1","7","0","1","0","1","0","0","0","0","1","7.9","7.9","1.0%"
"41","Miles Sanders (PHI)","11","72","6.5","30","2","0","0","0","0","0","0","0","1","7.2","7.2","91.0%"
"42","Phillip Lindsay (IND)","9","53","5.9","28","1","0","1","1","7","7.0","0","0","1","7.0","7.0","1.0%"
"43","C.J. Prosise (FA)","3","4","1.3","9","0","1","0","0","0","0","0","0","1","6.4","6.4","0.0%"
"44","Brandon Bolden (LV)","1","4","4.0","4","0","1","0","0","0","0","0","0","1","6.4","6.4","0.0%"
