"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Rob Gronkowski (FA)","6","10","83","13.8","33","2","2","0","0","0","0","1","26.3","26.3","8.0%"
"2","Cameron Brate (TB)","6","8","76","12.7","21","1","1","0","0","0","0","1","19.6","19.6","7.0%"
"3","Evan Engram (JAC)","5","7","82","16.4","26","2","1","0","0","0","0","1","19.2","19.2","20.0%"
"4","Austin Seferian-Jenkins (FA)","8","11","46","5.8","12","0","1","0","0","0","1","1","16.6","16.6","0.0%"
"5","Jack Doyle (FA)","7","11","50","7.1","11","0","1","0","0","0","1","1","16.0","16.0","2.0%"
"6","Zach Ertz (ARI)","2","5","18","9.0","17","0","2","0","0","0","0","1","15.8","15.8","94.0%"
"7","Hunter Henry (NE)","5","7","90","18.0","34","2","0","0","0","0","0","1","14.0","14.0","70.0%"
"8","Dion Sims (FA)","2","4","42","21.0","27","1","1","0","0","0","0","1","12.2","12.2","0.0%"
"9","Austin Hooper (TEN)","7","9","48","6.9","11","0","0","0","0","0","0","1","11.8","11.8","30.0%"
"10","Michael Hoomanawanui (FA)","2","3","27","13.5","25","1","1","0","0","0","0","1","10.7","10.7","0.0%"
"11","Darren Fells (FA)","2","4","26","13.0","22","1","1","0","0","0","0","1","10.6","10.6","0.0%"
"12","Zach Miller (FA)","2","3","25","12.5","21","1","1","0","0","0","0","1","10.5","10.5","0.0%"
"13","Jeff Heuerman (FA)","2","2","24","12.0","13","0","1","0","0","0","0","1","10.4","10.4","0.0%"
"14","Ryan Griffin (CHI)","3","8","52","17.3","21","1","0","0","0","0","0","1","10.2","10.2","0.0%"
"15","Troy Niklas (FA)","2","2","20","10.0","14","0","1","0","0","0","0","1","10.0","10.0","0.0%"
"16","Kyle Rudolph (TB)","5","9","47","9.4","16","0","0","0","0","0","0","1","9.7","9.7","2.0%"
"17","Seth DeValve (FA)","2","3","9","4.5","6","0","1","0","0","0","0","1","8.9","8.9","0.0%"
"18","Benjamin Watson (FA)","6","8","28","4.7","13","0","0","0","0","0","0","1","8.8","8.8","2.0%"
"19","George Kittle (SF)","4","8","46","11.5","31","1","0","0","0","0","0","1","8.6","8.6","100.0%"
"20","Travis Kelce (KC)","4","7","37","9.3","23","1","0","0","0","0","0","1","7.7","7.7","100.0%"
"21","Jordan Reed (FA)","4","5","37","9.3","14","0","0","0","0","0","0","1","7.7","7.7","19.0%"
"22","Ed Dickson (FA)","4","8","36","9.0","13","0","0","0","0","0","0","1","7.6","7.6","0.0%"
"23","Vernon Davis (FA)","3","4","65","21.7","51","1","0","0","0","0","1","1","7.5","7.5","1.0%"
"24","Gerald Everett (LAC)","1","3","4","4.0","4","0","1","0","0","0","0","1","7.4","7.4","24.0%"
"25","Nick Boyle (BAL)","2","3","15","7.5","12","0","0","0","0","0","0","1","5.5","5.5","0.0%"
"26","Delanie Walker (FA)","4","8","17","4.3","10","0","0","1","-3","0","0","1","5.4","5.4","0.0%"
"27","Julius Thomas (FA)","3","5","22","7.3","12","0","0","0","0","0","0","1","5.2","5.2","0.0%"
"28","Jermaine Gresham (FA)","2","2","32","16.0","18","0","0","0","0","0","0","1","5.2","5.2","0.0%"
"29","Martellus Bennett (FA)","2","4","22","11.0","14","0","0","0","0","0","0","1","4.2","4.2","23.0%"
"30","Stephen Anderson (ARI)","2","2","17","8.5","9","0","0","0","0","0","0","1","3.7","3.7","0.0%"
"31","Vance McDonald (FA)","1","2","26","26.0","26","1","0","0","0","0","0","1","3.6","3.6","0.0%"
"32","Jared Cook (FA)","2","3","14","7.0","7","0","0","0","0","0","0","1","3.4","3.4","1.0%"
"33","Virgil Green (FA)","1","1","24","24.0","24","1","0","0","0","0","0","1","3.4","3.4","0.0%"
"34","James O'Shaughnessy (CHI)","2","3","11","5.5","9","0","0","0","0","0","0","1","3.1","3.1","0.0%"
"35","Ben Koyack (FA)","1","1","21","21.0","21","1","0","0","0","0","0","1","3.1","3.1","0.0%"
"36","Antonio Gates (FA)","1","1","16","16.0","16","0","0","0","0","0","0","1","2.6","2.6","0.0%"
"37","O.J. Howard (BUF)","1","3","15","15.0","15","0","0","0","0","0","0","1","2.5","2.5","1.0%"
"38","Garrett Celek (FA)","1","2","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"39","Jonnu Smith (NE)","1","1","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","2.0%"
"40","David Njoku (CLE)","2","5","0","0.0","3","0","0","0","0","0","0","1","2.0","2.0","62.0%"
"41","A.J. Derby (FA)","1","4","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"42","Eric Ebron (FA)","1","3","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"43","Trey Burton (FA)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"44","Jerell Adams (FA)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"45","Luke Stocker (FA)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"46","Tyler Higbee (LAR)","1","3","0","0.0","0","0","0","0","0","0","0","1","1.0","1.0","53.0%"
"47","Dwayne Allen (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"48","Coby Fleener (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"49","Rhett Ellison (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"50","Logan Paulsen (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"51","Lance Kendricks (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"52","Lee Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"53","Derek Carrier (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"54","Brandon Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"55","Kelvin Benjamin (FA)","9","13","99","11.0","19","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"56","Richard Rodgers (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"57","Sean McGrath (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"58","Levine Toilolo (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"59","MarQueis Gray (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"60","Demetrius Harris (FA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
