"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Jack Doyle (FA)","12","14","121","10.1","17","0","1","0","0","0","0","1","30.1","30.1","2.0%"
"2","Travis Kelce (KC)","7","10","133","19.0","33","2","1","0","0","0","0","1","26.3","26.3","100.0%"
"3","Jimmy Graham (FA)","4","5","39","9.8","18","0","2","0","0","0","0","1","19.9","19.9","0.0%"
"4","Rob Gronkowski (FA)","5","9","57","11.4","26","1","1","0","0","0","0","1","16.7","16.7","8.0%"
"5","Kyle Rudolph (TB)","6","7","27","4.5","6","0","1","0","0","0","0","1","14.7","14.7","2.0%"
"6","Austin Hooper (TEN)","4","6","47","11.8","21","1","1","0","0","0","0","1","14.7","14.7","30.0%"
"7","Zach Ertz (ARI)","4","6","34","8.5","14","0","1","0","0","0","0","1","13.4","13.4","94.0%"
"8","Cameron Brate (TB)","4","5","64","16.0","23","1","0","0","0","0","0","1","10.4","10.4","7.0%"
"9","A.J. Derby (FA)","2","4","21","10.5","11","0","1","0","0","0","0","1","10.1","10.1","0.0%"
"10","Jared Cook (FA)","4","5","57","14.3","17","0","0","0","0","0","0","1","9.7","9.7","1.0%"
"11","Tyler Kroft (SF)","5","6","46","9.2","19","0","0","0","0","0","0","1","9.6","9.6","0.0%"
"12","Eric Tomlinson (DEN)","1","1","20","20.0","20","1","1","0","0","0","0","1","9.0","9.0","0.0%"
"13","Benjamin Watson (FA)","2","4","6","3.0","4","0","1","0","0","0","0","1","8.6","8.6","2.0%"
"14","Eric Ebron (FA)","2","6","58","29.0","44","1","0","0","0","0","0","1","7.8","7.8","0.0%"
"15","Austin Seferian-Jenkins (FA)","5","5","28","5.6","11","0","0","0","0","0","0","1","7.8","7.8","0.0%"
"16","Nick Boyle (BAL)","4","4","29","7.3","12","0","0","0","0","0","0","1","6.9","6.9","0.0%"
"17","Ed Dickson (FA)","4","5","24","6.0","14","0","0","0","0","0","0","1","6.4","6.4","0.0%"
"18","Jesse James (FA)","2","3","42","21.0","32","1","0","0","0","0","0","1","6.2","6.2","0.0%"
"19","Jason Witten (FA)","3","5","31","10.3","16","0","0","0","0","0","0","1","6.1","6.1","0.0%"
"20","Josh Hill (FA)","3","4","29","9.7","19","0","0","0","0","0","0","1","5.9","5.9","0.0%"
"21","David Morgan II (FA)","3","3","28","9.3","14","0","0","0","0","0","0","1","5.8","5.8","0.0%"
"22","Dion Sims (FA)","3","5","15","5.0","7","0","0","0","0","0","0","1","4.5","4.5","0.0%"
