"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Rob Gronkowski (FA)","9","13","168","18.7","31","4","0","0","0","0","0","1","27.8","27.8","8.0%"
"2","Greg Olsen (FA)","9","12","116","12.9","30","2","1","0","0","0","0","1","26.6","26.6","7.0%"
"3","Evan Engram (JAC)","8","13","87","10.9","28","1","0","1","14","0","0","1","18.1","18.1","20.0%"
"4","Richard Rodgers (PHI)","4","4","77","19.3","36","2","1","0","0","0","0","1","17.7","17.7","0.0%"
"5","Zach Ertz (ARI)","6","9","56","9.3","17","0","1","0","0","0","0","1","17.6","17.6","94.0%"
"6","Benjamin Watson (FA)","4","4","74","18.5","33","1","1","0","0","0","0","1","17.4","17.4","2.0%"
"7","Garrett Celek (FA)","3","3","63","21.0","41","1","1","0","0","0","0","1","15.3","15.3","0.0%"
"8","Eric Ebron (FA)","5","7","33","6.6","19","0","1","0","0","0","0","1","14.3","14.3","0.0%"
"9","Delanie Walker (FA)","5","10","37","7.4","13","0","1","0","0","0","1","1","12.7","12.7","0.0%"
"10","Jeff Heuerman (FA)","1","1","54","54.0","54","1","1","0","0","0","0","1","12.4","12.4","0.0%"
"11","Charles Clay (FA)","5","9","68","13.6","29","2","0","0","0","0","0","1","11.8","11.8","0.0%"
"12","Jack Doyle (FA)","7","8","47","6.7","15","0","0","0","0","0","0","1","11.7","11.7","2.0%"
"13","Travis Kelce (KC)","6","7","46","7.7","21","1","0","0","0","0","0","1","10.6","10.6","100.0%"
"14","O.J. Howard (BUF)","1","1","30","30.0","30","1","1","0","0","0","0","1","10.0","10.0","1.0%"
"15","Kyle Rudolph (TB)","2","2","17","8.5","16","0","1","0","0","0","0","1","9.7","9.7","2.0%"
"16","Luke Willson (FA)","1","2","26","26.0","26","1","1","0","0","0","0","1","9.6","9.6","0.0%"
"17","Trey Burton (FA)","2","2","15","7.5","13","0","1","0","0","0","0","1","9.5","9.5","0.0%"
"18","George Kittle (SF)","4","5","52","13.0","24","1","0","0","0","0","0","1","9.2","9.2","100.0%"
"19","Cameron Brate (TB)","4","5","49","12.3","13","0","0","0","0","0","0","1","8.9","8.9","7.0%"
"20","Jason Witten (FA)","4","5","47","11.8","18","0","0","0","0","0","0","1","8.7","8.7","0.0%"
"21","Antonio Gates (FA)","1","3","10","10.0","10","0","1","0","0","0","0","1","8.0","8.0","0.0%"
"22","Troy Niklas (FA)","3","6","41","13.7","21","1","0","0","0","0","0","1","7.1","7.1","0.0%"
"23","C.J. Uzomah (NYJ)","4","4","24","6.0","9","0","0","0","0","0","0","1","6.4","6.4","3.0%"
"24","Daniel Brown (FA)","3","4","32","10.7","17","0","0","0","0","0","0","1","6.2","6.2","0.0%"
"25","Hunter Henry (NE)","3","3","28","9.3","14","0","0","0","0","0","0","1","5.8","5.8","70.0%"
"26","Nick O'Leary (FA)","2","2","33","16.5","25","1","0","0","0","0","0","1","5.3","5.3","0.0%"
"27","Ross Travis (FA)","2","2","33","16.5","20","1","0","0","0","0","0","1","5.3","5.3","0.0%"
"28","Seth DeValve (FA)","2","4","32","16.0","23","1","0","0","0","0","0","1","5.2","5.2","0.0%"
"29","James Hanna (FA)","1","1","31","31.0","31","1","0","0","0","0","0","1","4.1","4.1","0.0%"
"30","Marcedes Lewis (GB)","2","2","18","9.0","9","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"31","Jared Cook (FA)","2","4","17","8.5","13","0","0","0","0","0","0","1","3.7","3.7","1.0%"
"32","Anthony Fasano (FA)","2","2","15","7.5","11","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"33","Julius Thomas (FA)","2","4","15","7.5","11","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"34","Alan Cross (FA)","1","2","23","23.0","23","1","0","0","0","0","0","1","3.3","3.3","0.0%"
"35","Austin Seferian-Jenkins (FA)","2","2","13","6.5","9","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"36","Austin Hooper (TEN)","2","2","12","6.0","7","0","0","0","0","0","0","1","3.2","3.2","30.0%"
"37","Josh Hill (FA)","1","2","22","22.0","22","1","0","0","0","0","0","1","3.2","3.2","0.0%"
"38","Ricky Seals-Jones (NYG)","2","6","11","5.5","7","0","0","0","0","0","0","1","3.1","3.1","1.0%"
"39","Orson Charles (FA)","1","1","18","18.0","18","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"40","Jesse James (FA)","2","5","7","3.5","6","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"41","James O'Shaughnessy (CHI)","1","2","15","15.0","15","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"42","Antony Auclair (HOU)","1","1","14","14.0","14","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"43","Tyler Higbee (LAR)","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","53.0%"
"44","Tyler Kroft (SF)","2","4","1","0.5","6","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"45","Niles Paul (FA)","1","1","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"46","Dwayne Allen (FA)","1","1","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"47","Nick Boyle (BAL)","1","2","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"48","Dion Sims (FA)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"49","Vernon Davis (FA)","2","5","18","9.0","11","0","0","0","0","0","1","1","1.8","1.8","1.0%"
"50","Xavier Grimble (FA)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"51","Demetrius Harris (FA)","1","2","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"52","Jonnu Smith (NE)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","2.0%"
"53","Lance Kendricks (FA)","1","2","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"54","Derek Carrier (FA)","1","2","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"55","Lee Smith (FA)","1","1","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"56","Ben Koyack (FA)","1","1","0","0.0","0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"57","Jimmy Graham (FA)","1","3","-1","-1.0","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"58","MarQueis Gray (FA)","0","0","0","0","0","0","0","2","7","0","0","1","0.7","0.7","0.0%"
"59","Maxx Williams (ARI)","0","1","0","0","0","0","0","1","4","0","0","1","0.4","0.4","0.0%"
"60","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","9.0%"
"61","Jeff Cumberland (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"62","Rhett Ellison (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"63","Logan Paulsen (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Luke Stocker (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Virgil Green (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"66","Logan Thomas (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","10.0%"
"67","Kelvin Benjamin (FA)","2","2","20","10.0","13","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"68","Brandon Williams (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"69","Levine Toilolo (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"70","Sean McGrath (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"71","Brent Celek (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"72","Clark Harris (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Ed Dickson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Michael Hoomanawanui (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Garrett Griffin (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Jason Vander Laan (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","David Njoku (CLE)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","62.0%"
"78","Gerald Everett (LAC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","24.0%"
"79","Jeremy Sprinkle (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"80","Michael Roberts (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"81","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Stephen Anderson (ARI)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Jerell Adams (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","Ben Braunecker (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","David Morgan II (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Kyle Carter (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","Austin Traylor (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Jacob Hollister (LV)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Cethan Carter (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Shane Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Eric Saubert (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Darren Fells (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Kyle Nelson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"94","Devin Funchess (DET)","1","4","19","19.0","19","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"95","Phillip Supernaw (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"96","Ryan Hewitt (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Eric Tomlinson (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Beau Brinkley (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"100","Tyler Ott (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Kevin McDermott (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"102","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Nick Vannett (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"104","Vince Mayle (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"105","Chris Manhertz (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"106","Randall Telfer (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Neal Sterling (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"108","Geoff Swaim (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"109","Gabe Holmes (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
""
""
