"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Jared Goff (DET)","14","22","63.6","311","14.1","4","0","0","0","0","0","0","1","28.4","28.4","23.0%"
"2","Tyrod Taylor (NYG)","29","40","72.5","285","7.1","2","0","7","6","35","1","1","1","26.9","26.9","1.0%"
"3","Dak Prescott (DAL)","21","33","63.6","249","7.5","2","0","1","3","27","1","0","1","26.7","26.7","96.0%"
"4","Carson Wentz (WAS)","15","27","55.6","199","7.4","4","0","1","2","8","0","0","1","24.8","24.8","14.0%"
"5","Jay Cutler (FA)","34","42","81.0","311","7.4","3","0","1","1","0","0","0","1","24.4","24.4","0.0%"
"6","Russell Wilson (DEN)","24","45","53.3","297","6.6","2","2","2","10","77","0","0","1","23.6","23.6","97.0%"
"7","Matthew Stafford (LAR)","26","33","78.8","361","10.9","2","0","1","1","0","0","0","1","22.4","22.4","94.0%"
"8","Cam Newton (FA)","13","24","54.2","137","5.7","0","0","1","9","86","1","0","1","20.1","20.1","18.0%"
"9","Jacoby Brissett (CLE)","20","30","66.7","308","10.3","2","0","3","2","12","0","1","1","19.5","19.5","3.0%"
"10","Drew Brees (FA)","22","27","81.5","263","9.7","2","0","1","4","2","0","0","1","18.7","18.7","71.0%"
"11","Alex Smith (FA)","25","34","73.5","263","7.7","2","1","2","5","19","0","0","1","18.4","18.4","5.0%"
"12","Matt Ryan (IND)","24","38","63.2","313","8.2","2","1","2","1","-1","0","0","1","18.4","18.4","49.0%"
"13","Brett Hundley (FA)","26","38","68.4","245","6.4","0","0","3","4","22","1","0","1","18.0","18.0","0.0%"
"14","C.J. Beathard (JAC)","24","51","47.1","294","5.8","0","1","5","3","16","1","0","1","17.4","17.4","0.0%"
"15","Josh McCown (FA)","14","20","70.0","140","7.0","1","0","1","5","13","1","0","1","16.9","16.9","0.0%"
"16","Blake Bortles (FA)","24","38","63.2","259","6.8","1","0","0","5","20","0","0","1","16.4","16.4","0.0%"
"17","Marcus Mariota (ATL)","19","28","67.9","218","7.8","2","1","3","3","6","0","0","1","15.3","15.3","9.0%"
"18","Joe Flacco (NYJ)","34","52","65.4","261","5.0","2","2","2","1","7","0","0","1","15.1","15.1","1.0%"
"19","Drew Stanton (FA)","15","30","50.0","201","6.7","2","1","0","4","2","0","0","1","14.2","14.2","0.0%"
"20","Derek Carr (LV)","21","30","70.0","300","10.0","1","1","1","4","-3","0","0","1","13.7","13.7","89.0%"
"21","Eli Manning (FA)","20","36","55.6","220","6.1","2","1","2","0","0","0","1","1","12.8","12.8","4.0%"
"22","Tom Savage (FA)","19","44","43.2","219","5.0","1","0","2","0","0","0","1","1","10.8","10.8","0.0%"
"23","Ryan Fitzpatrick (FA)","8","15","53.3","68","4.5","1","0","2","3","30","0","0","1","9.7","9.7","0.0%"
"24","Kirk Cousins (MIN)","21","31","67.7","247","8.0","0","0","6","3","4","0","1","1","8.3","8.3","85.0%"
"25","Brock Osweiler (FA)","19","38","50.0","208","5.5","1","2","3","0","0","0","0","1","8.3","8.3","0.0%"
"26","Andy Dalton (NO)","10","18","55.6","136","7.6","0","0","2","3","-1","0","0","1","5.3","5.3","0.0%"
"27","Jameis Winston (NO)","7","13","53.8","67","5.2","0","0","2","2","8","0","0","1","3.5","3.5","41.0%"
"28","Joe Webb III (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"29","Sean Mannion (MIN)","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.0%"
"30","Geno Smith (SEA)","0","2","0.0","0","0.0","0","0","0","1","-1","0","0","1","-0.1","-0.1","2.0%"
"31","Nick Foles (IND)","1","1","100.0","35","35.0","0","0","1","1","-1","0","1","1","-0.7","-0.7","0.0%"
""
""
