"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Ben Roethlisberger (FA)","44","66","66.7","506","7.7","2","0","3","1","5","0","0","1","28.7","28.7","27.0%"
"2","Carson Wentz (WAS)","23","41","56.1","291","7.1","4","1","1","3","16","0","0","1","27.2","27.2","14.0%"
"3","Dak Prescott (DAL)","20","30","66.7","332","11.1","3","0","0","6","13","0","0","1","26.6","26.6","96.0%"
"4","Brett Hundley (FA)","35","46","76.1","265","5.8","3","0","1","7","31","0","0","1","25.7","25.7","0.0%"
"5","Jay Cutler (FA)","25","38","65.8","263","6.9","3","0","2","4","4","0","0","1","22.9","22.9","0.0%"
"6","Russell Wilson (DEN)","17","31","54.8","271","8.7","3","3","2","5","50","0","0","1","21.8","21.8","97.0%"
"7","Mitch Trubisky (PIT)","25","32","78.1","271","8.5","1","0","2","2","5","1","0","1","21.3","21.3","5.0%"
"8","Philip Rivers (FA)","18","31","58.1","319","10.3","2","0","2","0","0","0","0","1","20.8","20.8","41.0%"
"9","Case Keenum (BUF)","27","44","61.4","280","6.4","2","2","6","5","40","0","1","1","19.2","19.2","0.0%"
"10","Blake Bortles (FA)","18","27","66.7","268","9.9","2","0","0","7","-2","0","0","1","18.5","18.5","0.0%"
"11","T.J. Yates (FA)","14","26","53.8","175","6.7","2","0","1","3","31","0","0","1","18.1","18.1","0.0%"
"12","DeShone Kizer (FA)","20","28","71.4","214","7.6","3","2","2","2","7","0","0","1","17.3","17.3","0.0%"
"13","Drew Brees (FA)","26","35","74.3","271","7.7","2","1","2","1","2","0","0","1","17.0","17.0","71.0%"
"14","Joe Flacco (NYJ)","20","35","57.1","269","7.7","2","1","1","0","0","0","0","1","16.8","16.8","1.0%"
"15","Matthew Stafford (LAR)","36","44","81.8","381","8.7","1","2","0","0","0","0","0","1","15.2","15.2","94.0%"
"16","Jimmy Garoppolo (SF)","20","33","60.6","334","10.1","1","1","2","5","-3","0","0","1","15.1","15.1","4.0%"
"17","Cam Newton (FA)","13","25","52.0","137","5.5","1","1","2","11","70","0","0","1","14.5","14.5","18.0%"
"18","Jameis Winston (NO)","26","38","68.4","285","7.5","2","2","3","2","10","0","1","1","14.4","14.4","41.0%"
"19","Jared Goff (DET)","16","26","61.5","199","7.7","2","0","2","2","2","0","1","1","14.2","14.2","23.0%"
"20","Trevor Siemian (CHI)","19","31","61.3","200","6.5","1","0","2","3","13","0","0","1","13.3","13.3","0.0%"
"21","Alex Smith (FA)","20","34","58.8","268","7.9","0","1","4","5","24","0","0","1","11.1","11.1","5.0%"
"22","Derek Carr (LV)","24","41","58.5","211","5.1","1","2","3","0","0","0","0","1","10.4","10.4","89.0%"
"23","Tom Brady (TB)","24","43","55.8","233","5.4","1","2","2","0","0","0","0","1","9.3","9.3","98.0%"
"24","Eli Manning (FA)","31","46","67.4","228","5.0","1","2","0","0","0","0","0","1","9.1","9.1","4.0%"
"25","Kirk Cousins (MIN)","15","27","55.6","151","5.6","1","1","2","2","8","0","0","1","8.8","8.8","85.0%"
"26","Blaine Gabbert (TB)","17","26","65.4","178","6.8","0","0","8","4","12","0","0","1","8.3","8.3","0.0%"
"27","Jacoby Brissett (CLE)","11","22","50.0","69","3.1","1","0","1","3","10","0","0","1","7.8","7.8","3.0%"
"28","Andy Dalton (NO)","14","29","48.3","141","4.9","1","1","2","0","0","0","0","1","7.6","7.6","0.0%"
"29","Nathan Peterman (CHI)","5","10","50.0","57","5.7","1","0","0","4","10","0","0","1","7.3","7.3","0.0%"
"30","Matt Ryan (IND)","15","27","55.6","221","8.2","1","3","1","3","0","0","0","1","6.8","6.8","49.0%"
"31","Marcus Mariota (ATL)","16","31","51.6","159","5.1","0","2","3","2","11","0","0","1","3.5","3.5","9.0%"
"32","Nick Foles (IND)","6","10","60.0","42","4.2","0","0","1","1","9","0","0","1","2.6","2.6","0.0%"
"33","Tom Savage (FA)","6","12","50.0","63","5.3","0","0","2","0","0","0","0","1","2.5","2.5","0.0%"
"34","Joe Webb III (FA)","2","6","33.3","35","5.8","0","1","0","5","27","0","0","1","2.1","2.1","0.0%"
"35","AJ McCarron (FA)","4","8","50.0","47","5.9","0","0","1","0","0","0","0","1","1.9","1.9","0.0%"
"36","Bryce Petty (FA)","2","9","22.2","14","1.6","0","0","0","1","7","0","0","1","1.3","1.3","0.0%"
"37","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","9.0%"
"38","Darius Hillary (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"39","Josh McCown (FA)","6","12","50.0","46","3.8","0","1","4","2","7","0","1","1","-1.5","-1.5","0.0%"
"40","Kellen Clemens (FA)","1","3","33.3","3","1.0","0","1","0","0","0","0","0","1","-1.9","-1.9","0.0%"
""
""
