"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Deshaun Watson (CLE)","16","31","51.6","261","8.4","5","0","3","3","31","0","0","1","35.5","35.5","22.0%"
"2","Dak Prescott (DAL)","25","36","69.4","251","7.0","3","1","1","4","37","1","0","1","29.7","29.7","96.0%"
"3","Carson Wentz (WAS)","21","30","70.0","304","10.1","4","1","1","6","11","0","0","1","27.3","27.3","14.0%"
"4","Alex Smith (FA)","29","37","78.4","324","8.8","3","0","1","5","19","0","0","1","26.9","26.9","5.0%"
"5","Cam Newton (FA)","26","33","78.8","355","10.8","3","0","3","7","0","0","0","1","26.2","26.2","18.0%"
"6","Aaron Rodgers (GB)","19","29","65.5","221","7.6","3","0","4","4","32","0","0","1","24.0","24.0","95.0%"
"7","Brian Hoyer (NE)","29","46","63.0","353","7.7","2","0","2","2","0","0","0","1","22.1","22.1","0.0%"
"8","Philip Rivers (FA)","21","44","47.7","258","5.9","3","1","0","4","5","0","0","1","20.8","20.8","41.0%"
"9","Jameis Winston (NO)","26","46","56.5","334","7.3","1","0","2","3","11","0","0","1","18.5","18.5","41.0%"
"10","Jacoby Brissett (CLE)","22","34","64.7","314","9.2","0","1","4","8","14","1","0","1","18.0","18.0","3.0%"
"11","Kevin Hogan (FA)","16","19","84.2","194","10.2","2","1","0","4","30","0","0","1","16.8","16.8","0.0%"
"12","Carson Palmer (FA)","28","44","63.6","291","6.6","1","0","2","0","0","0","0","1","15.6","15.6","11.0%"
"13","Matthew Stafford (LAR)","23","35","65.7","229","6.5","2","0","6","0","0","0","1","1","15.2","15.2","94.0%"
"14","Josh McCown (FA)","23","30","76.7","194","6.5","2","1","3","3","-3","0","0","1","13.5","13.5","0.0%"
"15","Andy Dalton (NO)","22","36","61.1","328","9.1","1","2","1","5","2","0","0","1","13.3","13.3","0.0%"
"16","Eli Manning (FA)","21","36","58.3","225","6.3","2","1","5","0","0","0","1","1","13.0","13.0","4.0%"
"17","Tom Brady (TB)","30","40","75.0","303","7.6","1","1","3","2","5","0","1","1","12.6","12.6","98.0%"
"18","E.J. Manuel (FA)","13","26","50.0","159","6.1","1","0","3","2","15","0","0","1","11.9","11.9","0.0%"
"19","Case Keenum (BUF)","17","21","81.0","140","6.7","1","0","0","1","22","0","0","1","11.8","11.8","0.0%"
"20","Russell Wilson (DEN)","24","37","64.9","198","5.4","1","1","3","5","16","0","0","1","11.5","11.5","97.0%"
"21","Mitch Trubisky (PIT)","12","25","48.0","128","5.1","1","1","1","3","22","0","1","1","9.3","9.3","5.0%"
"22","Tyrod Taylor (NYG)","20","37","54.1","166","4.5","1","1","6","1","3","0","0","1","8.9","8.9","1.0%"
"23","Joe Flacco (NYJ)","19","26","73.1","222","8.5","0","0","0","3","-4","0","0","1","8.5","8.5","1.0%"
"24","Jared Goff (DET)","22","47","46.8","288","6.1","0","2","2","1","22","0","1","1","7.7","7.7","23.0%"
"25","Matt Cassel (FA)","21","32","65.6","141","4.4","1","0","6","0","0","0","1","1","7.6","7.6","0.0%"
"26","Jay Cutler (FA)","12","26","46.2","92","3.5","1","1","1","2","8","0","0","1","6.5","6.5","0.0%"
"27","Blake Bortles (FA)","8","14","57.1","95","6.8","0","1","2","1","9","0","0","1","2.7","2.7","0.0%"
"28","Ben Roethlisberger (FA)","33","55","60.0","312","5.7","0","5","2","1","1","0","0","1","2.6","2.6","27.0%"
"29","DeShone Kizer (FA)","8","17","47.1","87","5.1","0","1","1","6","29","0","1","1","2.4","2.4","0.0%"
"30","Sam Bradford (FA)","5","11","45.5","36","3.3","0","0","4","0","0","0","0","1","1.4","1.4","0.0%"
"31","Joe Webb III (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
""
""
