"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"46","Adrian Peterson (FA)","4","21","5.3","13","0","0","1","1","9","9.0","0","0","1","4.0","4.0","4.0%"
"47","Austin Walter (LV)","1","3","3.0","3","0","0","1","1","27","27.0","0","0","1","4.0","4.0","0.0%"
"48","Jakob Johnson (LV)","0","0","0","0","0","0","2","2","20","10.0","0","0","1","4.0","4.0","0.0%"
"49","Cam Akers (LAR)","10","38","3.8","17","0","0","0","0","0","0","0","0","1","3.8","3.8","97.0%"
"50","Dion Lewis (FA)","0","0","0","0","0","0","2","2","17","8.5","0","0","1","3.7","3.7","2.0%"
"51","Alfred Morris (FA)","8","34","4.3","10","0","0","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"52","JaMycal Hasty (SF)","3","13","4.3","8","0","0","2","2","-4","-2.0","0","0","1","2.9","2.9","0.0%"
"53","Ryan Nall (FA)","1","0","0.0","0","0","0","1","2","18","18.0","0","0","1","2.8","2.8","0.0%"
"54","Jordan Wilkins (FA)","8","28","3.5","18","0","0","0","1","0","0","0","0","1","2.8","2.8","0.0%"
"55","James White (FA)","0","0","0","0","0","0","2","2","8","4.0","0","0","1","2.8","2.8","1.0%"
"56","Zack Moss (BUF)","7","20","2.9","14","0","0","1","2","-3","-3.0","0","0","1","2.7","2.7","3.0%"
"57","Lamar Miller (FA)","0","0","0","0","0","0","2","2","6","3.0","0","0","1","2.6","2.6","0.0%"
"58","Rodney Smith (FA)","3","13","4.3","10","0","0","1","1","2","2.0","0","0","1","2.5","2.5","0.0%"
"59","J.K. Dobbins (BAL)","5","13","2.6","4","0","0","1","2","1","1.0","0","0","1","2.4","2.4","95.0%"
"60","Peyton Barber (FA)","2","7","3.5","6","0","0","1","1","7","7.0","0","0","1","2.4","2.4","1.0%"
"61","Khari Blasingame (CHI)","0","0","0","0","0","0","1","1","13","13.0","0","0","1","2.3","2.3","0.0%"
"62","Trayveon Williams (CIN)","5","22","4.4","8","0","0","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"63","Joshua Kelley (LAC)","7","21","3.0","8","0","0","0","0","0","0","0","0","1","2.1","2.1","3.0%"
"64","Devin Singletary (BUF)","4","15","3.8","13","0","0","1","3","-5","-5.0","0","0","1","2.0","2.0","92.0%"
"65","Patrick Laird (TB)","2","19","9.5","17","0","0","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"66","Gabe Nabers (LAC)","0","0","0","0","0","0","1","1","9","9.0","0","0","1","1.9","1.9","0.0%"
"67","C.J. Ham (MIN)","0","0","0","0","0","0","1","1","8","8.0","0","0","1","1.8","1.8","0.0%"
"68","Alex Armah Jr. (FA)","0","0","0","0","0","0","2","2","-5","-2.5","0","0","1","1.5","1.5","0.0%"
"69","Dare Ogunbowale (HOU)","0","0","0","0","0","0","1","2","5","5.0","0","0","1","1.5","1.5","0.0%"
"70","Tyler Ervin (FA)","1","0","0.0","0","0","0","1","1","3","3.0","0","0","1","1.3","1.3","0.0%"
"71","Justice Hill (BAL)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","1.3","1.3","0.0%"
"72","Patrick Ricard (BAL)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","1.2","1.2","0.0%"
"73","Benny Snell Jr. (PIT)","3","12","4.0","8","0","0","0","0","0","0","0","0","1","1.2","1.2","1.0%"
"74","Artavis Pierce (FA)","3","9","3.0","6","0","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"75","C.J. Prosise (FA)","0","0","0","0","0","0","1","1","-2","-2.0","0","0","1","0.8","0.8","0.0%"
"76","Kyle Juszczyk (SF)","1","5","5.0","5","0","0","0","1","0","0","0","0","1","0.5","0.5","0.0%"
"77","Alexander Mattison (MIN)","2","4","2.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","61.0%"
"78","Kerryon Johnson (FA)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"79","Phillip Lindsay (IND)","4","2","0.5","4","0","0","0","1","0","0","0","0","1","0.2","0.2","1.0%"
"80","DeAndre Washington (FA)","2","2","1.0","3","0","0","0","0","0","0","0","0","1","0.2","0.2","11.0%"
"81","Jonathan Ward (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0",""
"82","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Alec Ingold (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","Mike Boone (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","Xavier Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Cullen Gillaspia (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","Jeremy Cox (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0",""
"88","D'Ernest Johnson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.0%"
"89","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Cordarrelle Patterson (ATL)","12","30","2.5","6","0","0","2","2","19","9.5","0","0","1","0.0","0.0","89.0%"
"91","Chris Thompson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","LeSean McCoy (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"93","Buddy Howell (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"94","J.P. Holtz (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"95","Troymaine Pope (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"96","Elijhaa Penny (FA)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Jalen Richard (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"98","Derek Watt (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","Andy Janovich (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"100","D.J. Foster (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Jonathan Williams (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"102","Trey Edmunds (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Jaylen Samuels (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"104","Trenton Cannon (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"105","Jason Cabinda (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"106","Ty Montgomery (NE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"107","Michael Burton (KC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"108","Ameer Abdullah (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
""
""
