"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Joe Mixon (CIN)","25","151","6.0","34","4","2","6","6","30","5.0","1","0","1","42.1","42.1","100.0%"
"2","Dalvin Cook (MIN)","27","130","4.8","15","0","2","2","2","16","8.0","0","0","1","28.6","28.6","100.0%"
"3","Melvin Gordon III (DEN)","23","107","4.7","43","3","2","2","3","11","5.5","0","0","1","25.8","25.8","88.0%"
"4","Chris Carson (FA)","16","80","5.0","18","0","2","3","4","20","6.7","0","0","1","25.0","25.0","1.0%"
"5","Antonio Gibson (WAS)","13","46","3.5","10","0","1","4","5","82","20.5","0","0","1","22.8","22.8","95.0%"
"6","Jerick McKinnon (KC)","14","54","3.9","15","0","1","7","8","43","6.1","0","0","1","22.7","22.7","3.0%"
"7","Aaron Jones (GB)","15","71","4.7","23","1","0","5","5","40","8.0","1","0","1","22.1","22.1","100.0%"
"8","Mike Davis (BAL)","16","84","5.3","21","1","1","5","6","27","5.4","0","0","1","22.1","22.1","13.0%"
"9","Latavius Murray (FA)","14","64","4.6","11","0","2","1","2","19","19.0","0","0","1","21.3","21.3","0.0%"
"10","Alvin Kamara (NO)","19","83","4.4","12","0","1","3","4","36","12.0","0","0","1","20.9","20.9","100.0%"
"11","Ezekiel Elliott (DAL)","12","54","4.5","24","1","0","8","8","71","8.9","0","1","1","20.5","20.5","99.0%"
"12","Todd Gurley II (FA)","16","57","3.6","13","0","2","1","1","6","6.0","0","0","1","19.3","19.3","0.0%"
"13","Kareem Hunt (CLE)","11","71","6.5","14","0","2","0","0","0","0","0","0","1","19.1","19.1","89.0%"
"14","Ronald Jones II (KC)","20","111","5.6","23","1","0","6","9","17","2.8","0","0","1","18.8","18.8","27.0%"
"15","Devin Singletary (BUF)","18","56","3.1","11","0","1","5","6","21","4.2","0","0","1","18.7","18.7","92.0%"
"16","Jamaal Williams (DET)","8","10","1.3","5","0","0","8","8","95","11.9","0","0","1","18.5","18.5","39.0%"
"17","D'Andre Swift (DET)","4","22","5.5","7","0","0","4","4","30","7.5","1","0","1","15.2","15.2","100.0%"
"18","Reggie Bonnafon (WAS)","10","53","5.3","22","1","0","2","2","18","9.0","1","0","1","15.1","15.1","0.0%"
"19","Chase Edmonds (MIA)","4","16","4.0","9","0","0","5","6","24","4.8","1","0","1","15.0","15.0","91.0%"
"20","James Robinson (JAC)","17","75","4.4","14","0","0","4","4","32","8.0","0","0","1","14.7","14.7","64.0%"
"21","James White (FA)","3","21","7.0","10","0","0","7","8","38","5.4","0","0","1","12.9","12.9","1.0%"
"22","Clyde Edwards-Helaire (KC)","16","64","4.0","13","0","0","3","3","27","9.0","0","0","1","12.1","12.1","93.0%"
