"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Mike Davis (BAL)","16","89","5.6","15","0","0","9","10","60","6.7","1","0","1","29.9","29.9","13.0%"
"2","Todd Gurley II (FA)","14","121","8.6","35","3","1","4","5","29","7.3","0","0","1","25.0","25.0","0.0%"
"3","Miles Sanders (PHI)","11","80","7.3","74","4","2","2","4","19","9.5","0","0","1","23.9","23.9","91.0%"
"4","Ezekiel Elliott (DAL)","19","91","4.8","12","0","2","1","2","14","14.0","0","0","1","23.5","23.5","99.0%"
"5","Josh Jacobs (LV)","23","77","3.3","7","0","2","2","3","8","4.0","0","0","1","22.5","22.5","96.0%"
"6","Darrell Henderson Jr. (LAR)","15","38","2.5","7","0","1","3","4","30","10.0","1","0","1","21.8","21.8","68.0%"
"7","Chase Edmonds (MIA)","3","36","12.0","29","1","1","5","6","56","11.2","0","0","1","20.2","20.2","91.0%"
"8","Myles Gaskin (MIA)","16","57","3.6","21","1","1","5","5","34","6.8","0","0","1","20.1","20.1","3.0%"
"9","Dalvin Cook (MIN)","17","65","3.8","10","0","1","5","5","24","4.8","0","0","1","19.9","19.9","100.0%"
"10","Chris Carson (FA)","8","52","6.5","29","1","1","6","7","27","4.5","0","0","1","19.9","19.9","1.0%"
"11","Alvin Kamara (NO)","11","45","4.1","10","0","0","8","10","74","9.3","0","0","1","19.9","19.9","100.0%"
"12","Derrick Henry (TEN)","19","57","3.0","12","0","2","1","2","6","6.0","0","0","1","19.3","19.3","100.0%"
"13","David Montgomery (CHI)","10","29","2.9","7","0","1","7","8","30","4.3","0","0","1","18.9","18.9","97.0%"
"14","Kareem Hunt (CLE)","20","72","3.6","10","0","0","3","4","21","7.0","1","0","1","18.3","18.3","89.0%"
"15","Devonta Freeman (FA)","17","60","3.5","9","0","1","2","3","27","13.5","0","0","1","16.7","16.7","0.0%"
"16","Alexander Mattison (MIN)","20","112","5.6","25","2","0","3","3","24","8.0","0","0","1","16.6","16.6","61.0%"
"17","Ronald Jones II (KC)","17","106","6.2","37","2","0","3","5","19","6.3","0","0","1","15.5","15.5","27.0%"
"18","Joe Mixon (CIN)","24","59","2.5","7","0","0","6","8","35","5.8","0","0","1","15.4","15.4","100.0%"
"19","Jonathan Taylor (IND)","12","57","4.8","10","0","1","2","3","17","8.5","0","0","1","15.4","15.4","100.0%"
"20","James Conner (ARI)","15","44","2.9","25","1","1","3","3","19","6.3","0","0","1","15.3","15.3","99.0%"
"21","Raheem Mostert (MIA)","11","90","8.2","37","2","0","3","3","29","9.7","0","0","1","14.9","14.9","36.0%"
"22","T.J. Yeldon (FA)","7","52","7.4","34","2","0","1","3","22","22.0","1","0","1","14.4","14.4","0.0%"
"23","Justin Jackson (DET)","15","71","4.7","36","2","0","5","6","23","4.6","0","0","1","14.4","14.4","0.0%"
"24","Kenyan Drake (FA)","18","60","3.3","10","0","1","1","1","2","2.0","0","0","1","13.2","13.2","4.0%"
"25","David Johnson (FA)","17","96","5.6","29","1","0","2","4","7","3.5","0","0","1","12.3","12.3","0.0%"
"26","Clyde Edwards-Helaire (KC)","10","40","4.0","9","0","0","3","8","40","13.3","0","0","1","11.0","11.0","93.0%"
"27","J.D. McKissic (WAS)","1","3","3.0","3","0","0","6","8","46","7.7","0","0","1","10.9","10.9","30.0%"
"28","Antonio Gibson (WAS)","11","27","2.5","6","0","0","5","5","24","4.8","0","0","1","10.1","10.1","95.0%"
"29","James Robinson (JAC)","13","48","3.7","14","0","0","5","7","22","4.4","0","1","1","10.0","10.0","64.0%"
"30","J.K. Dobbins (BAL)","1","34","34.0","34","2","0","3","3","21","7.0","0","0","1","8.5","8.5","95.0%"
"31","Latavius Murray (FA)","8","34","4.3","8","0","0","2","2","23","11.5","0","0","1","7.7","7.7","0.0%"
"32","Le'Veon Bell (FA)","13","60","4.6","13","0","0","1","1","7","7.0","0","0","1","7.7","7.7","0.0%"
"33","Devontae Booker (FA)","7","62","8.9","43","3","0","1","1","5","5.0","0","0","1","7.7","7.7","0.0%"
"34","Brian Hill (FA)","6","39","6.5","11","0","0","2","2","15","7.5","0","0","1","7.4","7.4","0.0%"
"35","Chris Thompson (FA)","2","7","3.5","4","0","0","3","3","35","11.7","0","0","1","7.2","7.2","0.0%"
"36","Kyle Juszczyk (SF)","2","11","5.5","7","0","1","0","1","0","0","0","0","1","7.1","7.1","0.0%"
"37","Jalen Richard (FA)","1","4","4.0","4","0","0","4","5","26","6.5","0","0","1","7.0","7.0","1.0%"
"38","Matt Breida (NYG)","9","28","3.1","12","0","0","1","1","31","31.0","0","0","1","6.9","6.9","1.0%"
"39","Cam Akers (LAR)","9","61","6.8","46","3","0","0","0","0","0","0","0","1","6.1","6.1","97.0%"
"40","Mark Ingram II (NO)","11","57","5.2","20","1","0","0","0","0","0","0","0","1","5.7","5.7","16.0%"
"41","Tony Pollard (DAL)","6","30","5.0","13","0","0","2","3","2","1.0","0","0","1","5.2","5.2","90.0%"
"42","Nyheim Hines (IND)","3","8","2.7","5","0","0","2","4","22","11.0","0","0","1","5.0","5.0","62.0%"
"43","Darrel Williams (ARI)","1","4","4.0","4","0","0","1","5","15","15.0","0","0","1","4.9","4.9","11.0%"
"44","Joshua Kelley (LAC)","11","29","2.6","9","0","0","1","1","9","9.0","0","0","1","4.8","4.8","3.0%"
"45","D'Ernest Johnson (CLE)","8","32","4.0","28","1","0","1","1","4","4.0","0","0","1","4.6","4.6","4.0%"
"46","Alec Ingold (MIA)","0","0","0","0","0","0","2","4","25","12.5","0","0","1","4.5","4.5","0.0%"
"47","Wayne Gallman Jr. (FA)","5","24","4.8","13","0","0","2","2","0","0.0","0","0","1","4.4","4.4","0.0%"
"48","Devin Singletary (BUF)","11","25","2.3","6","0","0","1","1","8","8.0","0","0","1","4.3","4.3","92.0%"
"49","Jeremy McNichols (PIT)","9","28","3.1","7","0","0","1","1","3","3.0","0","0","1","4.1","4.1","0.0%"
