"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Dalvin Cook (MIN)","30","163","5.4","37","3","3","2","3","63","31.5","1","0","1","48.6","48.6","100.0%"
"2","Alvin Kamara (NO)","12","67","5.6","20","2","0","9","13","96","10.7","0","0","1","25.3","25.3","100.0%"
"3","Giovani Bernard (TB)","15","62","4.1","12","0","1","3","4","16","5.3","1","0","1","22.8","22.8","0.0%"
"4","DeeJay Dallas (SEA)","18","41","2.3","9","0","1","5","5","17","3.4","1","0","1","22.8","22.8","1.0%"
"5","Nyheim Hines (IND)","5","8","1.6","6","0","0","3","5","54","18.0","2","0","1","21.2","21.2","62.0%"
"6","Jordan Wilkins (FA)","20","89","4.5","16","0","1","1","1","24","24.0","0","0","1","20.3","20.3","0.0%"
"7","Zack Moss (BUF)","14","81","5.8","21","1","2","0","1","0","0","0","0","1","20.1","20.1","3.0%"
"8","Jamaal Williams (DET)","16","75","4.7","10","0","0","6","6","27","4.5","0","0","1","18.2","18.2","39.0%"
"9","Justin Jackson (DET)","17","89","5.2","22","1","0","3","5","53","17.7","0","0","1","17.2","17.2","0.0%"
"10","Derrick Henry (TEN)","18","112","6.2","21","1","1","0","1","0","0","0","0","1","17.2","17.2","100.0%"
"11","Damien Harris (NE)","16","102","6.4","22","1","1","0","0","0","0","0","0","1","16.2","16.2","94.0%"
"12","Phillip Lindsay (IND)","6","83","13.8","55","5","1","1","3","3","3.0","0","0","1","15.6","15.6","1.0%"
"13","James Conner (ARI)","15","47","3.1","18","0","1","3","3","13","4.3","0","0","1","15.0","15.0","99.0%"
"14","Gus Edwards (BAL)","16","87","5.4","25","2","1","0","1","0","0","0","0","1","14.7","14.7","22.0%"
"15","Troymaine Pope (FA)","10","67","6.7","26","1","0","5","7","28","5.6","0","0","1","14.5","14.5","0.0%"
"16","Jerick McKinnon (KC)","3","-1","-0.3","1","0","1","4","4","40","10.0","0","0","1","13.9","13.9","3.0%"
"17","Myles Gaskin (MIA)","18","47","2.6","6","0","1","3","6","16","5.3","0","1","1","13.3","13.3","3.0%"
"18","Wayne Gallman Jr. (FA)","12","44","3.7","17","0","1","1","1","18","18.0","0","0","1","13.2","13.2","0.0%"
"19","J.K. Dobbins (BAL)","15","113","7.5","28","1","0","1","2","8","8.0","0","0","1","13.1","13.1","95.0%"
"20","Josh Jacobs (LV)","31","129","4.2","16","0","0","0","1","0","0","0","0","1","12.9","12.9","96.0%"
"21","David Montgomery (CHI)","21","89","4.2","38","2","0","2","5","16","8.0","0","0","1","12.5","12.5","97.0%"
"22","Melvin Gordon III (DEN)","8","26","3.3","10","0","0","6","7","21","3.5","0","0","1","10.7","10.7","88.0%"
"23","Todd Gurley II (FA)","18","46","2.6","11","0","1","0","0","0","0","0","0","1","10.6","10.6","0.0%"
"24","Samaje Perine (CIN)","10","32","3.2","16","0","1","1","1","2","2.0","0","0","1","10.4","10.4","5.0%"
"25","Devin Singletary (BUF)","14","86","6.1","18","0","0","1","1","6","6.0","0","0","1","10.2","10.2","92.0%"
"26","JaMycal Hasty (SF)","12","29","2.4","5","0","1","1","1","2","2.0","0","0","1","10.1","10.1","0.0%"
"27","Leonard Fournette (TB)","15","52","3.5","13","0","0","3","6","19","6.3","0","0","1","10.1","10.1","100.0%"
"28","Boston Scott (PHI)","15","70","4.7","19","0","0","2","2","9","4.5","0","0","1","9.9","9.9","3.0%"
"29","Kerryon Johnson (FA)","0","0","0","0","0","0","2","2","15","7.5","1","0","1","9.5","9.5","0.0%"
"30","Kareem Hunt (CLE)","14","66","4.7","18","0","0","2","3","7","3.5","0","0","1","9.3","9.3","89.0%"
"31","Dion Lewis (FA)","0","0","0","0","0","0","2","3","8","4.0","1","0","1","8.8","8.8","2.0%"
"32","Mike Davis (BAL)","13","66","5.1","17","0","0","1","2","11","11.0","0","0","1","8.7","8.7","13.0%"
"33","Tony Pollard (DAL)","7","40","5.7","14","0","0","2","2","24","12.0","0","0","1","8.4","8.4","90.0%"
"34","Brian Hill (FA)","11","55","5.0","14","0","0","2","3","9","4.5","0","0","1","8.4","8.4","0.0%"
"35","Ezekiel Elliott (DAL)","19","63","3.3","11","0","0","1","2","10","10.0","0","0","1","8.3","8.3","99.0%"
"36","Malcolm Brown (FA)","10","40","4.0","11","0","0","2","2","17","8.5","0","0","1","7.7","7.7","0.0%"
"37","Gabe Nabers (LAC)","0","0","0","0","0","0","1","1","2","2.0","1","0","1","7.2","7.2","0.0%"
"38","Le'Veon Bell (FA)","6","7","1.2","4","0","0","3","3","31","10.3","0","0","1","6.8","6.8","0.0%"
"39","Darrell Henderson Jr. (LAR)","8","47","5.9","18","0","0","1","2","11","11.0","0","0","1","6.8","6.8","68.0%"
"40","Ronald Jones II (KC)","7","23","3.3","5","0","0","4","4","23","5.8","0","1","1","6.6","6.6","27.0%"
"41","Cam Akers (LAR)","9","35","3.9","10","0","0","1","1","19","19.0","0","0","1","6.4","6.4","97.0%"
"42","Clyde Edwards-Helaire (KC)","6","21","3.5","4","0","0","3","3","10","3.3","0","0","1","6.1","6.1","93.0%"
"43","Latavius Murray (FA)","8","17","2.1","4","0","0","3","3","14","4.7","0","0","1","6.1","6.1","0.0%"
"44","Devontae Booker (FA)","5","29","5.8","11","0","0","1","1","17","17.0","0","0","1","5.6","5.6","0.0%"
"45","James White (FA)","2","0","0.0","2","0","0","2","4","35","17.5","0","0","1","5.5","5.5","1.0%"
"46","La'Mical Perine (NYJ)","8","27","3.4","9","0","0","2","2","6","3.0","0","0","1","5.3","5.3","0.0%"
"47","D'Andre Swift (DET)","6","1","0.2","5","0","0","3","4","22","7.3","0","0","1","5.3","5.3","100.0%"
"48","Jonathan Taylor (IND)","11","22","2.0","6","0","0","2","2","9","4.5","0","0","1","5.1","5.1","100.0%"
"49","Jeremy McNichols (PIT)","4","49","12.3","17","0","0","0","1","0","0","0","0","1","4.9","4.9","0.0%"
"50","AJ Dillon (GB)","5","21","4.2","8","0","0","1","1","16","16.0","0","0","1","4.7","4.7","95.0%"
"51","Rex Burkhead (HOU)","6","26","4.3","10","0","0","1","1","5","5.0","0","0","1","4.1","4.1","2.0%"
"52","Kyle Juszczyk (SF)","0","0","0","0","0","0","2","2","21","10.5","0","0","1","4.1","4.1","0.0%"
"53","Corey Clement (FA)","5","24","4.8","7","0","0","1","2","4","4.0","0","0","1","3.8","3.8","0.0%"
"54","D'Onta Foreman (CAR)","5","37","7.4","15","0","0","0","0","0","0","0","0","1","3.7","3.7","11.0%"
"55","Darrel Williams (ARI)","3","19","6.3","11","0","0","1","1","7","7.0","0","0","1","3.6","3.6","11.0%"
"56","Joshua Kelley (LAC)","7","32","4.6","22","1","0","1","1","-7","-7.0","0","0","1","3.5","3.5","3.0%"
"57","Ty Johnson (NYJ)","3","15","5.0","8","0","0","1","1","6","6.0","0","0","1","3.1","3.1","0.0%"
"58","Frank Gore (FA)","10","30","3.0","7","0","0","0","0","0","0","0","0","1","3.0","3.0","24.0%"
"59","Jalen Richard (FA)","1","6","6.0","6","0","0","1","1","12","12.0","0","0","1","2.8","2.8","1.0%"
"60","Alfred Morris (FA)","8","28","3.5","11","0","0","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"61","Adrian Peterson (FA)","5","7","1.4","7","0","0","1","1","5","5.0","0","0","1","2.2","2.2","4.0%"
"62","D'Ernest Johnson (CLE)","2","6","3.0","6","0","0","1","1","5","5.0","0","0","1","2.1","2.1","4.0%"
"63","Elijhaa Penny (FA)","0","0","0","0","0","0","1","1","11","11.0","0","0","1","2.1","2.1","0.0%"
"64","Tevin Coleman (NYJ)","3","20","6.7","12","0","0","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"65","Tyler Ervin (FA)","0","0","0","0","0","0","1","3","7","7.0","0","0","1","1.7","1.7","0.0%"
"66","Khari Blasingame (CHI)","0","0","0","0","0","0","1","1","5","5.0","0","0","1","1.5","1.5","0.0%"
"67","Matt Breida (NYG)","4","13","3.3","6","0","0","0","0","0","0","0","0","1","1.3","1.3","1.0%"
"68","Ryan Nall (FA)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","1.2","1.2","0.0%"
"69","Alexander Mattison (MIN)","3","8","2.7","3","0","0","0","0","0","0","0","0","1","0.8","0.8","61.0%"
"70","Travis Homer (SEA)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","1.0%"
"71","Qadree Ollison (ATL)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"72","Darwin Thompson (SEA)","4","3","0.8","2","0","0","0","1","0","0","0","0","1","0.3","0.3","0.0%"
"73","Alec Ingold (MIA)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"74","C.J. Ham (MIN)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"75","Anthony McFarland Jr. (PIT)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"76","Michael Burton (KC)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"77","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Patrick Laird (TB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
