"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Derrick Henry (TEN)","22","212","9.6","94","6","2","2","5","52","26.0","0","0","1","40.4","40.4","100.0%"
"2","Kenyan Drake (FA)","20","164","8.2","69","6","2","0","2","0","0","0","0","1","28.4","28.4","4.0%"
"3","D'Andre Swift (DET)","14","116","8.3","54","4","2","3","4","7","2.3","0","0","1","27.3","27.3","100.0%"
"4","Ronald Jones II (KC)","23","113","4.9","25","1","2","2","2","8","4.0","0","0","1","26.1","26.1","27.0%"
"5","Clyde Edwards-Helaire (KC)","26","161","6.2","31","2","0","4","4","8","2.0","0","0","1","20.9","20.9","93.0%"
"6","James Conner (ARI)","20","101","5.1","14","0","1","1","1","1","1.0","0","0","1","17.2","17.2","99.0%"
"7","Myles Gaskin (MIA)","18","91","5.1","15","0","0","4","4","35","8.8","0","0","1","16.6","16.6","3.0%"
"8","Jonathan Taylor (IND)","12","60","5.0","21","1","0","4","4","55","13.8","0","0","1","15.5","15.5","100.0%"
"9","James White (FA)","4","8","2.0","3","0","0","8","9","65","8.1","0","0","1","15.3","15.3","1.0%"
"10","James Robinson (JAC)","12","29","2.4","8","0","0","4","4","24","6.0","1","0","1","15.3","15.3","64.0%"
"11","Joe Mixon (CIN)","18","54","3.0","9","0","1","2","3","15","7.5","0","0","1","14.9","14.9","100.0%"
"12","J.D. McKissic (WAS)","8","41","5.1","14","0","0","6","6","43","7.2","0","0","1","14.4","14.4","30.0%"
"13","David Johnson (FA)","19","57","3.0","11","0","1","1","2","12","12.0","0","0","1","13.9","13.9","0.0%"
"14","David Montgomery (CHI)","19","58","3.1","12","0","0","4","5","39","9.8","0","0","1","13.7","13.7","97.0%"
"15","Aaron Jones (GB)","10","15","1.5","7","0","1","3","5","26","8.7","0","0","1","13.1","13.1","100.0%"
"16","Adrian Peterson (FA)","15","40","2.7","8","0","1","1","1","18","18.0","0","0","1","12.8","12.8","4.0%"
"17","Miles Sanders (PHI)","9","118","13.1","74","5","0","1","2","-6","-6.0","0","0","1","12.2","12.2","91.0%"
"18","Ezekiel Elliott (DAL)","12","49","4.1","11","0","0","8","10","31","3.9","0","2","1","12.0","12.0","99.0%"
"19","Giovani Bernard (TB)","8","15","1.9","9","0","1","3","3","13","4.3","0","0","1","11.8","11.8","0.0%"
"20","Mike Davis (BAL)","18","52","2.9","12","0","1","2","3","3","1.5","0","1","1","11.5","11.5","13.0%"
"21","Darrel Williams (ARI)","6","26","4.3","13","0","1","1","1","15","15.0","0","0","1","11.1","11.1","11.0%"
"22","Frank Gore (FA)","11","46","4.2","14","0","0","4","4","24","6.0","0","0","1","11.0","11.0","24.0%"
"23","Phillip Lindsay (IND)","23","101","4.4","20","1","0","0","0","0","0","0","0","1","10.1","10.1","1.0%"
"24","Todd Gurley II (FA)","20","47","2.4","9","0","0","3","4","20","6.7","0","0","1","9.7","9.7","0.0%"
"25","Raheem Mostert (MIA)","17","65","3.8","15","0","0","2","2","11","5.5","0","0","1","9.6","9.6","36.0%"
"26","Antonio Gibson (WAS)","9","30","3.3","8","0","0","4","5","25","6.3","0","0","1","9.5","9.5","95.0%"
"27","Darrell Henderson Jr. (LAR)","14","88","6.3","18","0","0","0","0","4","0","0","0","1","9.2","9.2","68.0%"
"28","Benny Snell Jr. (PIT)","6","17","2.8","5","0","1","1","1","4","4.0","0","0","1","9.1","9.1","1.0%"
"29","Gus Edwards (BAL)","14","26","1.9","7","0","1","0","0","0","0","0","0","1","8.6","8.6","22.0%"
"30","Jeremy McNichols (PIT)","5","51","10.2","20","1","0","2","3","11","5.5","0","0","1","8.2","8.2","0.0%"
"31","Nyheim Hines (IND)","0","0","0","0","0","0","5","6","27","5.4","0","0","1","7.7","7.7","62.0%"
"32","Kareem Hunt (CLE)","13","40","3.1","10","0","0","2","3","17","8.5","0","0","1","7.7","7.7","89.0%"
"33","Devonta Freeman (FA)","18","61","3.4","14","0","0","1","2","-4","-4.0","0","0","1","6.7","6.7","0.0%"
"34","Tony Pollard (DAL)","10","31","3.1","12","0","0","2","4","9","4.5","0","0","1","6.0","6.0","90.0%"
"35","La'Mical Perine (NYJ)","7","27","3.9","13","0","0","2","3","9","4.5","0","0","1","5.6","5.6","0.0%"
"36","Devin Singletary (BUF)","10","32","3.2","10","0","0","1","2","13","13.0","0","0","1","5.5","5.5","92.0%"
"37","Malcolm Brown (FA)","2","4","2.0","3","0","0","3","4","18","6.0","0","0","1","5.2","5.2","0.0%"
"38","J.K. Dobbins (BAL)","9","28","3.1","16","0","0","2","4","1","0.5","0","0","1","4.9","4.9","95.0%"
"39","Jerick McKinnon (KC)","6","18","3.0","5","0","0","2","3","10","5.0","0","0","1","4.8","4.8","3.0%"
"40","Trenton Cannon (TEN)","3","12","4.0","10","0","0","2","2","15","7.5","0","0","1","4.7","4.7","0.0%"
"41","Chris Thompson (FA)","0","0","0","0","0","0","3","4","15","5.0","0","0","1","4.5","4.5","0.0%"
"42","Damien Harris (NE)","6","19","3.2","6","0","0","1","1","14","14.0","0","0","1","4.3","4.3","94.0%"
"43","Ty Johnson (NYJ)","3","42","14.0","34","2","0","0","1","0","0","0","0","1","4.2","4.2","0.0%"
"44","Ke'Shawn Vaughn (TB)","5","42","8.4","19","0","0","0","1","0","0","0","0","1","4.2","4.2","1.0%"
