"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Aaron Jones (GB)","18","168","9.3","75","4","2","4","8","68","17.0","1","0","1","45.6","45.6","100.0%"
"2","Alvin Kamara (NO)","13","79","6.1","21","1","2","9","9","95","10.6","0","0","1","38.4","38.4","100.0%"
"3","Leonard Fournette (TB)","12","103","8.6","46","4","2","4","5","13","3.3","0","0","1","27.6","27.6","100.0%"
"4","Nick Chubb (CLE)","22","124","5.6","26","2","2","1","1","9","9.0","0","0","1","26.3","26.3","100.0%"
"5","Christian McCaffrey (CAR)","18","59","3.3","9","0","2","4","5","29","7.3","0","0","1","24.8","24.8","100.0%"
"6","Kareem Hunt (CLE)","10","86","8.6","33","2","1","2","2","15","7.5","1","0","1","24.1","24.1","89.0%"
"7","Ezekiel Elliott (DAL)","22","89","4.0","11","0","1","6","7","33","5.5","0","1","1","22.2","22.2","99.0%"
"8","David Montgomery (CHI)","16","82","5.1","23","1","0","3","3","45","15.0","1","0","1","21.7","21.7","97.0%"
"9","James Robinson (JAC)","16","102","6.4","39","2","1","3","4","18","6.0","0","0","1","21.0","21.0","64.0%"
"10","Miles Sanders (PHI)","20","95","4.8","15","0","1","3","7","36","12.0","0","1","1","20.1","20.1","91.0%"
"11","James Conner (ARI)","16","106","6.6","59","4","1","2","2","15","7.5","0","0","1","20.1","20.1","99.0%"
"12","Darrell Henderson Jr. (LAR)","12","81","6.8","40","3","1","2","3","40","20.0","0","0","1","20.1","20.1","68.0%"
"13","Chris Carson (FA)","17","72","4.2","13","0","0","3","3","36","12.0","1","0","1","19.8","19.8","1.0%"
"14","Jonathan Taylor (IND)","26","101","3.9","13","0","1","2","2","9","4.5","0","0","1","19.0","19.0","100.0%"
"15","Austin Ekeler (LAC)","16","93","5.8","13","0","0","4","4","55","13.8","0","0","1","18.8","18.8","100.0%"
"16","Raheem Mostert (MIA)","8","92","11.5","80","4","1","2","2","15","7.5","0","0","1","18.7","18.7","36.0%"
"17","Dalvin Cook (MIN)","14","63","4.5","16","0","1","2","2","8","4.0","0","0","1","17.1","17.1","100.0%"
"18","Melvin Gordon III (DEN)","19","70","3.7","17","0","0","2","3","14","7.0","1","0","1","16.4","16.4","88.0%"
"19","Mark Ingram II (NO)","9","55","6.1","30","2","1","2","3","22","11.0","0","0","1","15.7","15.7","16.0%"
"20","Dion Lewis (FA)","10","20","2.0","6","0","1","4","5","36","9.0","0","0","1","15.6","15.6","2.0%"
"21","Mike Davis (BAL)","1","1","1.0","1","0","0","8","8","74","9.3","0","0","1","15.5","15.5","13.0%"
"22","Myles Gaskin (MIA)","7","46","6.6","14","0","0","6","7","36","6.0","0","0","1","14.2","14.2","3.0%"
"23","Jerick McKinnon (KC)","3","77","25.7","55","4","1","0","1","0","0","0","0","1","13.7","13.7","3.0%"
"24","Josh Jacobs (LV)","27","88","3.3","14","0","0","3","3","17","5.7","0","0","1","13.5","13.5","96.0%"
"25","Joshua Kelley (LAC)","23","64","2.8","7","0","0","2","2","49","24.5","0","0","1","13.3","13.3","3.0%"
"26","Clyde Edwards-Helaire (KC)","10","38","3.8","17","0","0","6","8","32","5.3","0","0","1","13.0","13.0","93.0%"
"27","Joe Mixon (CIN)","16","46","2.9","9","0","0","4","4","40","10.0","0","0","1","12.6","12.6","100.0%"
