"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Dalvin Cook (MIN)","22","206","9.4","70","4","2","2","2","46","23.0","0","0","1","39.2","39.2","100.0%"
"2","Christian McCaffrey (CAR)","18","69","3.8","13","0","1","10","10","82","8.2","1","0","1","37.1","37.1","100.0%"
"3","J.D. McKissic (WAS)","3","17","5.7","10","0","0","9","14","65","7.2","0","0","1","17.2","17.2","30.0%"
"4","Kalen Ballage (FA)","15","69","4.6","14","0","1","2","3","15","7.5","0","0","1","16.4","16.4","0.0%"
"5","James Robinson (JAC)","25","99","4.0","12","0","1","0","2","0","0","0","0","1","15.9","15.9","64.0%"
"6","Alvin Kamara (NO)","9","40","4.4","17","0","1","5","6","9","1.8","0","0","1","15.9","15.9","100.0%"
"7","Jerick McKinnon (KC)","12","52","4.3","11","0","1","3","4","16","5.3","0","0","1","15.8","15.8","3.0%"
"8","Rex Burkhead (HOU)","12","56","4.7","10","0","1","3","3","11","3.7","0","0","1","15.7","15.7","2.0%"
"9","Duke Johnson Jr. (BUF)","16","41","2.6","8","0","1","4","4","32","8.0","0","1","1","15.3","15.3","0.0%"
"10","Wayne Gallman Jr. (FA)","14","68","4.9","12","0","1","1","2","9","9.0","0","0","1","14.7","14.7","0.0%"
"11","Josh Jacobs (LV)","14","65","4.6","14","0","1","1","1","3","3.0","0","0","1","13.8","13.8","96.0%"
"12","Todd Gurley II (FA)","19","53","2.8","13","0","1","2","2","2","1.0","0","0","1","13.5","13.5","0.0%"
"13","Ryan Nall (FA)","0","0","0","0","0","0","4","4","35","8.8","1","0","1","13.5","13.5","0.0%"
"14","Aaron Jones (GB)","15","58","3.9","11","0","0","5","5","21","4.2","0","0","1","12.9","12.9","100.0%"
"15","Devontae Booker (FA)","8","68","8.5","23","1","1","0","0","0","0","0","0","1","12.8","12.8","0.0%"
"16","Zack Moss (BUF)","9","18","2.0","7","0","1","2","2","30","15.0","0","0","1","12.8","12.8","3.0%"
"17","D'Andre Swift (DET)","13","64","4.9","17","0","0","3","5","33","11.0","0","0","1","12.7","12.7","100.0%"
