"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Josh Jacobs (LV)","25","93","3.7","14","0","3","4","6","46","11.5","0","0","1","35.9","35.9","96.0%"
"2","Christian McCaffrey (CAR)","23","97","4.2","15","0","2","3","4","38","12.7","0","0","1","28.5","28.5","100.0%"
"3","Ezekiel Elliott (DAL)","22","96","4.4","14","0","1","3","4","31","10.3","1","0","1","27.7","27.7","99.0%"
"4","Nyheim Hines (IND)","7","28","4.0","12","0","1","8","8","45","5.6","1","0","1","27.3","27.3","62.0%"
"5","Malcolm Brown (FA)","18","79","4.4","12","0","2","3","4","31","10.3","0","0","1","26.0","26.0","0.0%"
"6","Raheem Mostert (MIA)","15","56","3.7","14","0","0","4","5","95","23.8","1","0","1","25.1","25.1","36.0%"
"7","Chris Carson (FA)","6","21","3.5","11","0","0","6","6","45","7.5","2","0","1","24.6","24.6","1.0%"
"8","Alvin Kamara (NO)","12","16","1.3","6","0","1","5","8","51","10.2","1","0","1","23.7","23.7","100.0%"
"9","Dalvin Cook (MIN)","12","50","4.2","12","0","2","1","2","-2","-2.0","0","0","1","21.8","21.8","100.0%"
"10","David Johnson (FA)","11","77","7.0","19","0","1","3","4","32","10.7","0","0","1","19.9","19.9","0.0%"
"11","Clyde Edwards-Helaire (KC)","25","138","5.5","27","1","1","0","2","0","0","0","0","1","19.8","19.8","93.0%"
"12","Aaron Jones (GB)","16","66","4.1","15","0","1","4","6","10","2.5","0","0","1","17.6","17.6","100.0%"
"13","Derrick Henry (TEN)","31","116","3.7","13","0","0","3","3","15","5.0","0","0","1","16.1","16.1","100.0%"
"14","Melvin Gordon III (DEN)","15","78","5.2","25","1","1","3","3","8","2.7","0","1","1","15.6","15.6","88.0%"
"15","Jonathan Taylor (IND)","9","22","2.4","9","0","0","6","6","67","11.2","0","0","1","14.9","14.9","100.0%"
"16","Peyton Barber (FA)","17","29","1.7","8","0","2","0","0","0","0","0","0","1","14.9","14.9","1.0%"
"17","Kenyan Drake (FA)","16","60","3.8","11","0","1","2","2","5","2.5","0","0","1","14.5","14.5","4.0%"
"18","Adrian Peterson (FA)","14","93","6.6","21","1","0","3","3","21","7.0","0","0","1","14.4","14.4","4.0%"
"19","J.K. Dobbins (BAL)","7","22","3.1","12","0","2","0","0","0","0","0","0","1","14.2","14.2","95.0%"
"20","Todd Gurley II (FA)","14","56","4.0","15","0","1","2","5","1","0.5","0","0","1","13.7","13.7","0.0%"
"21","Chase Edmonds (MIA)","6","26","4.3","20","1","0","3","5","19","6.3","1","0","1","13.5","13.5","91.0%"
"22","Jerick McKinnon (KC)","3","24","8.0","16","0","0","3","5","20","6.7","1","0","1","13.4","13.4","3.0%"
"23","Saquon Barkley (NYG)","15","6","0.4","7","0","0","6","9","60","10.0","0","0","1","12.6","12.6","100.0%"
"24","Kareem Hunt (CLE)","13","72","5.5","22","1","0","4","6","9","2.3","0","0","1","12.1","12.1","89.0%"
"25","Alexander Mattison (MIN)","6","50","8.3","21","1","0","4","4","30","7.5","0","0","1","12.0","12.0","61.0%"
"26","Joshua Kelley (LAC)","12","60","5.0","26","1","1","0","0","0","0","0","0","1","12.0","12.0","3.0%"
"27","Zack Moss (BUF)","9","11","1.2","7","0","0","3","4","16","5.3","1","0","1","11.7","11.7","3.0%"
"28","Benny Snell Jr. (PIT)","19","113","5.9","30","3","0","0","1","0","0","0","0","1","11.3","11.3","1.0%"
"29","D'Andre Swift (DET)","3","8","2.7","6","0","1","3","5","15","5.0","0","0","1","11.3","11.3","100.0%"
"30","Myles Gaskin (MIA)","9","40","4.4","10","0","0","4","4","26","6.5","0","0","1","10.6","10.6","3.0%"
"31","Devin Singletary (BUF)","9","30","3.3","12","0","0","5","7","23","4.6","0","0","1","10.3","10.3","92.0%"
"32","Ronald Jones II (KC)","17","66","3.9","21","1","0","2","3","16","8.0","0","0","1","10.2","10.2","27.0%"
"33","Josh Adams (FA)","2","8","4.0","6","0","1","2","2","14","7.0","0","0","1","10.2","10.2","0.0%"
"34","James Robinson (JAC)","16","62","3.9","12","0","0","1","1","28","28.0","0","0","1","10.0","10.0","64.0%"
"35","Sony Michel (MIA)","10","37","3.7","7","0","1","0","0","0","0","0","0","1","9.7","9.7","12.0%"
"36","Austin Ekeler (LAC)","19","84","4.4","13","0","0","1","1","3","3.0","0","0","1","9.7","9.7","100.0%"
"37","Marlon Mack (HOU)","4","26","6.5","18","0","0","3","3","30","10.0","0","0","1","8.6","8.6","29.0%"
"38","David Montgomery (CHI)","13","64","4.9","10","0","0","1","3","10","10.0","0","0","1","8.4","8.4","97.0%"
"39","Carlos Hyde (FA)","7","23","3.3","9","0","1","0","0","0","0","0","0","1","8.3","8.3","0.0%"
"40","Devontae Booker (FA)","4","29","7.3","15","0","0","3","3","23","7.7","0","0","1","8.2","8.2","0.0%"
"41","Jamaal Williams (DET)","7","21","3.0","5","0","0","4","4","21","5.3","0","0","1","8.2","8.2","39.0%"
"42","James White (FA)","5","22","4.4","7","0","0","3","3","30","10.0","0","0","1","8.2","8.2","1.0%"
"43","Boston Scott (PHI)","9","35","3.9","13","0","0","2","2","19","9.5","0","0","1","7.4","7.4","3.0%"
"44","Giovani Bernard (TB)","1","7","7.0","7","0","0","4","5","21","5.3","0","0","1","6.8","6.8","0.0%"
"45","Tarik Cohen (FA)","7","41","5.9","16","0","0","2","2","6","3.0","0","0","1","6.7","6.7","0.0%"
