"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Derrick Henry (TEN)","27","178","6.6","31","2","3","2","4","7","3.5","0","0","1","38.5","38.5","100.0%"
"2","Antonio Gibson (WAS)","20","115","5.8","37","3","3","5","7","21","4.2","0","0","1","36.6","36.6","95.0%"
"3","James Robinson (JAC)","22","128","5.8","27","1","1","5","6","31","6.2","0","0","1","26.9","26.9","64.0%"
"4","Nick Chubb (CLE)","19","144","7.6","29","2","1","3","3","32","10.7","0","0","1","26.6","26.6","100.0%"
"5","Latavius Murray (FA)","19","124","6.5","36","2","2","1","1","2","2.0","0","0","1","25.6","25.6","0.0%"
"6","David Montgomery (CHI)","11","103","9.4","57","4","0","5","6","40","8.0","1","0","1","25.3","25.3","97.0%"
"7","Kenyan Drake (FA)","22","78","3.5","14","0","2","3","4","15","5.0","0","0","1","24.3","24.3","4.0%"
"8","Austin Ekeler (LAC)","14","44","3.1","15","0","0","11","16","85","7.7","0","0","1","23.9","23.9","100.0%"
"9","Wayne Gallman Jr. (FA)","24","94","3.9","18","0","1","3","5","-3","-1.0","0","0","1","18.1","18.1","0.0%"
"10","Ito Smith (FA)","12","65","5.4","24","1","1","4","5","10","2.5","0","0","1","17.5","17.5","0.0%"
"11","Adrian Peterson (FA)","15","55","3.7","19","0","2","0","0","0","0","0","0","1","17.5","17.5","4.0%"
"12","Nyheim Hines (IND)","10","29","2.9","10","0","0","8","10","66","8.3","0","0","1","17.5","17.5","62.0%"
"13","Ronald Jones II (KC)","9","66","7.3","34","2","0","1","2","37","37.0","1","0","1","17.3","17.3","27.0%"
"14","Duke Johnson Jr. (BUF)","9","37","4.1","8","0","0","3","4","43","14.3","1","0","1","17.0","17.0","0.0%"
"15","James White (FA)","5","18","3.6","7","0","2","1","1","-1","-1.0","0","0","1","14.7","14.7","1.0%"
"16","Cam Akers (LAR)","9","84","9.3","61","4","1","0","0","0","0","0","0","1","14.4","14.4","97.0%"
"17","Chris Carson (FA)","8","41","5.1","16","0","1","2","2","18","9.0","0","0","1","13.9","13.9","1.0%"
"18","Jamaal Williams (DET)","17","73","4.3","17","0","1","0","0","0","0","0","0","1","13.3","13.3","39.0%"
"19","Benny Snell Jr. (PIT)","16","60","3.8","13","0","0","3","4","33","11.0","0","0","1","12.3","12.3","1.0%"
"20","Kerryon Johnson (FA)","11","46","4.2","8","0","0","4","4","52","13.0","0","1","1","11.8","11.8","0.0%"
"21","Frank Gore (FA)","18","74","4.1","17","0","0","3","3","12","4.0","0","0","1","11.6","11.6","24.0%"
"22","Devin Singletary (BUF)","11","82","7.5","24","2","0","3","3","20","6.7","0","1","1","11.2","11.2","92.0%"
"23","Mike Davis (BAL)","15","55","3.7","10","0","0","3","6","24","8.0","0","0","1","10.9","10.9","13.0%"
"24","Raheem Mostert (MIA)","16","43","2.7","10","0","1","2","2","0","0.0","0","1","1","10.3","10.3","36.0%"
"25","Dalvin Cook (MIN)","18","61","3.4","14","0","0","4","4","21","5.3","0","1","1","10.2","10.2","100.0%"
"26","Aaron Jones (GB)","17","90","5.3","16","0","0","1","2","0","0.0","0","0","1","10.0","10.0","100.0%"
"27","Boston Scott (PHI)","2","7","3.5","5","0","0","5","6","40","8.0","0","0","1","9.7","9.7","3.0%"
"28","Joshua Kelley (LAC)","7","35","5.0","33","2","1","0","0","0","0","0","0","1","9.5","9.5","3.0%"
"29","Zack Moss (BUF)","9","59","6.6","31","2","0","2","2","9","4.5","0","0","1","8.8","8.8","3.0%"
"30","Jordan Wilkins (FA)","6","22","3.7","11","0","0","3","4","35","11.7","0","0","1","8.7","8.7","0.0%"
"31","Chase Edmonds (MIA)","6","29","4.8","9","0","0","4","5","14","3.5","0","0","1","8.3","8.3","91.0%"
"32","DeAndre Washington (FA)","13","49","3.8","16","0","0","2","5","11","5.5","0","0","1","8.0","8.0","11.0%"
"33","Gus Edwards (BAL)","9","10","1.1","6","0","1","0","0","0","0","0","0","1","7.0","7.0","22.0%"
"34","Giovani Bernard (TB)","8","32","4.0","15","0","0","2","3","17","8.5","0","0","1","6.9","6.9","0.0%"
"35","C.J. Prosise (FA)","5","12","2.4","7","0","0","1","1","2","2.0","1","1","1","6.4","6.4","0.0%"
"36","Kareem Hunt (CLE)","10","62","6.2","27","1","0","0","2","0","0","0","0","1","6.2","6.2","89.0%"
"37","Alvin Kamara (NO)","11","54","4.9","15","0","0","1","2","-2","-2.0","0","0","1","6.2","6.2","100.0%"
"38","Miles Sanders (PHI)","6","15","2.5","8","0","0","2","3","7","3.5","0","0","1","6.2","6.2","91.0%"
"39","Justice Hill (BAL)","9","35","3.9","19","0","0","2","2","5","2.5","0","0","1","6.0","6.0","0.0%"
"40","Peyton Barber (FA)","11","57","5.2","15","0","0","0","0","0","0","0","0","1","5.7","5.7","1.0%"
"41","Brian Hill (FA)","13","55","4.2","22","1","0","0","1","0","0","0","0","1","5.5","5.5","0.0%"
"42","Josh Jacobs (LV)","7","27","3.9","16","0","0","3","3","17","5.7","0","1","1","5.4","5.4","96.0%"
"43","Matt Breida (NYG)","8","36","4.5","12","0","0","2","2","17","8.5","0","1","1","5.3","5.3","1.0%"
"44","Jerick McKinnon (KC)","3","21","7.0","19","0","0","2","3","11","5.5","0","0","1","5.2","5.2","3.0%"
"45","Kyle Juszczyk (SF)","2","8","4.0","6","0","0","2","2","24","12.0","0","0","1","5.2","5.2","0.0%"
"46","Le'Veon Bell (FA)","5","22","4.4","10","0","0","2","2","10","5.0","0","0","1","5.2","5.2","0.0%"
"47","Royce Freeman (HOU)","8","50","6.3","23","1","0","0","0","0","0","0","0","1","5.0","5.0","0.0%"
"48","Leonard Fournette (TB)","3","10","3.3","6","0","0","3","3","10","3.3","0","0","1","5.0","5.0","100.0%"
"49","Carlos Hyde (FA)","15","22","1.5","8","0","0","2","3","7","3.5","0","0","1","4.9","4.9","0.0%"
"50","Clyde Edwards-Helaire (KC)","11","37","3.4","10","0","0","1","1","2","2.0","0","0","1","4.9","4.9","93.0%"
"51","Damien Harris (NE)","14","47","3.4","18","0","0","0","0","0","0","0","0","1","4.7","4.7","94.0%"
"52","J.D. McKissic (WAS)","1","6","6.0","6","0","0","2","2","21","10.5","0","0","1","4.7","4.7","30.0%"
"53","Jonathan Williams (WAS)","1","5","5.0","5","0","0","4","4","21","5.3","0","1","1","4.6","4.6","0.0%"
"54","Tony Pollard (DAL)","4","12","3.0","5","0","0","2","2","10","5.0","0","0","1","4.2","4.2","90.0%"
"55","Anthony McFarland Jr. (PIT)","3","9","3.0","3","0","0","1","1","17","17.0","0","0","1","3.6","3.6","0.0%"
"56","Melvin Gordon III (DEN)","12","31","2.6","11","0","0","0","0","0","0","0","0","1","3.1","3.1","88.0%"
"57","Ezekiel Elliott (DAL)","10","32","3.2","8","0","0","1","3","7","7.0","0","1","1","2.9","2.9","99.0%"
"58","D'Onta Foreman (CAR)","4","28","7.0","12","0","0","0","0","0","0","0","0","1","2.8","2.8","11.0%"
"59","Trenton Cannon (TEN)","3","17","5.7","13","0","0","1","1","1","1.0","0","0","1","2.8","2.8","0.0%"
"60","Dion Lewis (FA)","2","10","5.0","7","0","0","1","3","7","7.0","0","0","1","2.7","2.7","2.0%"
"61","Khari Blasingame (CHI)","0","0","0","0","0","0","1","1","16","16.0","0","0","1","2.6","2.6","0.0%"
"62","Trayveon Williams (CIN)","1","-2","-2.0","0","0","0","1","1","13","13.0","0","0","1","2.1","2.1","0.0%"
"63","Phillip Lindsay (IND)","9","20","2.2","13","0","0","0","0","0","0","0","0","1","2.0","2.0","1.0%"
"64","Jeff Wilson Jr. (SF)","12","40","3.3","10","0","0","0","0","0","0","0","1","1","2.0","2.0","3.0%"
"65","Jeremy McNichols (PIT)","8","20","2.5","6","0","0","0","1","0","0","0","0","1","2.0","2.0","0.0%"
"66","Ryan Nall (FA)","0","0","0","0","0","0","1","1","10","10.0","0","0","1","2.0","2.0","0.0%"
"67","Malcolm Brown (FA)","3","4","1.3","2","0","0","2","2","15","7.5","0","1","1","1.9","1.9","0.0%"
