"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Alvin Kamara (NO)","22","155","7.0","40","3","6","3","5","17","5.7","0","0","1","56.2","56.2","100.0%"
"2","Myles Gaskin (MIA)","14","87","6.2","24","1","0","5","5","82","16.4","2","0","1","33.9","33.9","3.0%"
"3","Samaje Perine (CIN)","13","95","7.3","46","3","2","4","4","41","10.3","0","0","1","29.6","29.6","5.0%"
"4","David Johnson (FA)","12","128","10.7","48","5","1","3","3","11","3.7","1","0","1","28.9","28.9","0.0%"
"5","Jeff Wilson Jr. (SF)","22","183","8.3","34","4","0","1","2","21","21.0","1","0","1","27.4","27.4","3.0%"
"6","AJ Dillon (GB)","21","124","5.9","30","2","2","1","1","5","5.0","0","0","1","25.9","25.9","95.0%"
"7","J.D. McKissic (WAS)","4","15","3.8","9","0","0","8","10","77","9.6","1","0","1","23.2","23.2","30.0%"
"8","Giovani Bernard (TB)","16","65","4.1","11","0","0","7","8","66","9.4","0","0","1","20.1","20.1","0.0%"
"9","David Montgomery (CHI)","23","95","4.1","26","1","1","2","2","26","13.0","0","0","1","20.1","20.1","97.0%"
"10","Jonathan Taylor (IND)","18","74","4.1","18","0","2","0","1","0","0","0","0","1","19.4","19.4","100.0%"
"11","Miles Sanders (PHI)","15","57","3.8","7","0","1","4","6","27","6.8","0","0","1","18.4","18.4","91.0%"
"12","Ezekiel Elliott (DAL)","19","105","5.5","31","2","0","4","4","34","8.5","0","0","1","17.9","17.9","99.0%"
"13","Nick Chubb (CLE)","11","28","2.5","16","0","1","5","5","38","7.6","0","0","1","17.6","17.6","100.0%"
"14","James Conner (ARI)","5","21","4.2","12","0","1","5","5","45","9.0","0","0","1","17.6","17.6","99.0%"
"15","Dalvin Cook (MIN)","15","73","4.9","15","0","1","2","2","12","6.0","0","0","1","16.5","16.5","100.0%"
