"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Jeff Wilson Jr. (SF)","17","112","6.6","17","0","3","2","2","8","4.0","0","0","1","32.0","32.0","3.0%"
"2","James Robinson (JAC)","22","119","5.4","22","1","1","4","6","18","4.5","1","0","1","31.7","31.7","64.0%"
"3","Alvin Kamara (NO)","14","83","5.9","32","2","0","8","8","65","8.1","0","0","1","22.8","22.8","100.0%"
"4","Todd Gurley II (FA)","23","63","2.7","13","0","2","2","3","19","9.5","0","0","1","22.2","22.2","0.0%"
"5","Chase Edmonds (MIA)","5","58","11.6","32","2","0","7","7","87","12.4","0","0","1","21.5","21.5","91.0%"
"6","Jamaal Williams (DET)","19","77","4.1","13","0","1","4","5","37","9.3","0","0","1","21.4","21.4","39.0%"
"7","Giovani Bernard (TB)","13","37","2.8","8","0","0","5","5","59","11.8","1","0","1","20.6","20.6","0.0%"
"8","Kareem Hunt (CLE)","18","76","4.2","15","0","0","3","4","26","8.7","1","0","1","19.2","19.2","89.0%"
"9","Antonio Gibson (WAS)","20","128","6.4","40","3","1","0","1","0","0","0","0","1","18.8","18.8","95.0%"
"10","Boston Scott (PHI)","12","46","3.8","12","0","0","3","5","46","15.3","1","0","1","18.2","18.2","3.0%"
"11","Carlos Hyde (FA)","15","68","4.5","24","1","1","3","4","8","2.7","0","0","1","16.6","16.6","0.0%"
"12","Wayne Gallman Jr. (FA)","10","34","3.4","14","0","1","5","5","20","4.0","0","0","1","16.4","16.4","0.0%"
"13","David Johnson (FA)","14","42","3.0","13","0","0","4","4","42","10.5","1","1","1","16.4","16.4","0.0%"
"14","Leonard Fournette (TB)","11","50","4.5","24","1","0","6","7","47","7.8","0","0","1","15.7","15.7","100.0%"
"15","Derrick Henry (TEN)","20","75","3.8","17","0","1","2","2","-3","-1.5","0","0","1","15.2","15.2","100.0%"
"16","D'Andre Swift (DET)","9","27","3.0","13","0","1","4","5","21","5.3","0","0","1","14.8","14.8","100.0%"
"17","James Conner (ARI)","20","82","4.1","24","1","0","3","5","29","9.7","0","0","1","14.1","14.1","99.0%"
"18","La'Mical Perine (NYJ)","11","40","3.6","20","1","1","2","3","16","8.0","0","0","1","13.6","13.6","0.0%"
"19","Clyde Edwards-Helaire (KC)","8","46","5.8","27","1","1","1","4","17","17.0","0","0","1","13.3","13.3","93.0%"
"20","Melvin Gordon III (DEN)","17","68","4.0","11","0","1","2","4","12","6.0","0","2","1","12.0","12.0","88.0%"
"21","David Montgomery (CHI)","14","48","3.4","11","0","0","5","5","21","4.2","0","0","1","11.9","11.9","97.0%"
"22","Malcolm Brown (FA)","10","57","5.7","13","0","1","0","1","0","0","0","0","1","11.7","11.7","0.0%"
"23","Ronald Jones II (KC)","13","34","2.6","13","0","1","1","2","2","2.0","0","0","1","10.6","10.6","27.0%"
"24","Kyle Juszczyk (SF)","4","18","4.5","10","0","1","1","2","18","18.0","0","0","1","10.6","10.6","0.0%"
"25","Justin Jackson (DET)","5","12","2.4","11","0","0","5","6","43","8.6","0","0","1","10.5","10.5","0.0%"
"26","Joshua Kelley (LAC)","12","29","2.4","9","0","0","5","5","24","4.8","0","0","1","10.3","10.3","3.0%"
"27","Zack Moss (BUF)","7","47","6.7","26","1","0","3","3","25","8.3","0","0","1","10.2","10.2","3.0%"
"28","Darrell Henderson Jr. (LAR)","15","63","4.2","11","0","0","2","2","13","6.5","0","0","1","9.6","9.6","68.0%"
"29","Duke Johnson Jr. (BUF)","1","-1","-1.0","0","0","0","5","5","43","8.6","0","0","1","9.2","9.2","0.0%"
"30","Mike Davis (BAL)","7","12","1.7","7","0","0","5","5","24","4.8","0","0","1","8.6","8.6","13.0%"
"31","JaMycal Hasty (SF)","9","57","6.3","20","1","0","1","1","16","16.0","0","0","1","8.3","8.3","0.0%"
"32","Damien Harris (NE)","10","58","5.8","12","0","0","1","1","12","12.0","0","0","1","8.0","8.0","94.0%"
"33","Phillip Lindsay (IND)","9","79","8.8","20","1","0","0","0","0","0","0","0","1","7.9","7.9","1.0%"
"34","Rex Burkhead (HOU)","4","12","3.0","5","0","0","3","4","35","11.7","0","0","1","7.7","7.7","2.0%"
"35","J.D. McKissic (WAS)","5","35","7.0","12","0","0","2","2","16","8.0","0","0","1","7.1","7.1","30.0%"
"36","Devin Singletary (BUF)","8","29","3.6","12","0","0","2","5","18","9.0","0","0","1","6.7","6.7","92.0%"
"37","Latavius Murray (FA)","11","47","4.3","25","1","0","1","1","9","9.0","0","0","1","6.6","6.6","0.0%"
"38","Benny Snell Jr. (PIT)","2","2","1.0","1","0","1","0","0","0","0","0","0","1","6.2","6.2","1.0%"
"39","Josh Jacobs (LV)","10","17","1.7","5","0","0","3","4","14","4.7","0","0","1","6.1","6.1","96.0%"
"40","Ezekiel Elliott (DAL)","12","45","3.8","12","0","0","1","2","6","6.0","0","0","1","6.1","6.1","99.0%"
"41","Frank Gore (FA)","11","60","5.5","13","0","0","0","0","0","0","0","0","1","6.0","6.0","24.0%"
"42","Brian Hill (FA)","2","3","1.5","2","0","0","3","3","27","9.0","0","0","1","6.0","6.0","0.0%"
"43","Chris Carson (FA)","5","34","6.8","10","0","0","1","2","7","7.0","0","0","1","5.1","5.1","1.0%"
"44","Kenyan Drake (FA)","14","34","2.4","9","0","0","1","2","7","7.0","0","0","1","5.1","5.1","4.0%"
"45","Adrian Peterson (FA)","11","29","2.6","7","0","0","1","1","1","1.0","0","0","1","4.0","4.0","4.0%"
"46","Le'Veon Bell (FA)","6","39","6.5","16","0","0","0","0","0","0","0","0","1","3.9","3.9","0.0%"
"47","DeeJay Dallas (SEA)","0","0","0","0","0","0","2","3","18","9.0","0","0","1","3.8","3.8","1.0%"
"48","Peyton Barber (FA)","10","34","3.4","11","0","0","0","0","0","0","0","0","1","3.4","3.4","1.0%"
"49","Devontae Booker (FA)","3","5","1.7","2","0","0","2","2","9","4.5","0","0","1","3.4","3.4","0.0%"
"50","Tony Pollard (DAL)","8","16","2.0","6","0","0","1","1","6","6.0","0","0","1","3.2","3.2","90.0%"
"51","Corey Clement (FA)","2","9","4.5","7","0","0","1","1","12","12.0","0","0","1","3.1","3.1","0.0%"
"52","Alec Ingold (MIA)","0","0","0","0","0","0","1","1","21","21.0","0","0","1","3.1","3.1","0.0%"
"53","Royce Freeman (HOU)","3","12","4.0","6","0","0","1","2","5","5.0","0","0","1","2.7","2.7","0.0%"
"54","Reggie Gilliam (BUF)","0","0","0","0","0","0","1","1","15","15.0","0","0","1","2.5","2.5","0.0%"
"55","Jalen Richard (FA)","7","24","3.4","9","0","0","0","0","0","0","0","0","1","2.4","2.4","1.0%"
"56","DeAndre Washington (FA)","3","5","1.7","3","0","0","1","1","2","2.0","0","0","1","1.7","1.7","11.0%"
"57","Samaje Perine (CIN)","1","3","3.0","3","0","0","1","1","3","3.0","0","0","1","1.6","1.6","5.0%"
"58","James White (FA)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","1.3","1.3","1.0%"
"59","Jason Huntley (PHI)","2","13","6.5","10","0","0","0","1","0","0","0","0","1","1.3","1.3","0.0%"
"60","Jakob Johnson (LV)","0","0","0","0","0","0","1","1","1","1.0","0","0","1","1.1","1.1","0.0%"
"61","AJ Dillon (GB)","5","11","2.2","5","0","0","0","0","0","0","0","0","1","1.1","1.1","95.0%"
"62","Travis Homer (SEA)","3","10","3.3","6","0","0","0","0","0","0","0","0","1","1.0","1.0","1.0%"
"63","Devonta Freeman (FA)","3","8","2.7","7","0","0","0","1","0","0","0","0","1","0.8","0.8","0.0%"
"64","Trenton Cannon (TEN)","1","7","7.0","7","0","0","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"65","Troymaine Pope (FA)","1","6","6.0","6","0","0","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"66","Anthony McFarland Jr. (PIT)","1","6","6.0","6","0","0","0","1","0","0","0","0","1","0.6","0.6","0.0%"
"67","Jaylen Samuels (FA)","1","5","5.0","5","0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"68","D'Ernest Johnson (CLE)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","4.0%"
"69","Dion Lewis (FA)","3","23","7.7","19","0","0","0","0","0","0","0","1","1","0.3","0.3","2.0%"
"70","Jeremy McNichols (PIT)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
