"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"70",6,"Rashaad Penny",SEA,"RB26","11","2 out of 5 stars","+9"
"71",6,"Amon-Ra St. Brown",DET,"WR33","6","3 out of 5 stars","-17"
"72",7,"Dallas Goedert",PHI,"TE7","7","2 out of 5 stars","+11"
"73",7,"Clyde Edwards-Helaire",KC,"RB27","8","3 out of 5 stars","-4"
"74",7,"Miles Sanders",PHI,"RB28","7","3 out of 5 stars","+2"
"75",7,"Joe Burrow",CIN,"QB7","10","2 out of 5 stars","-17"
"76",7,"Antonio Gibson",WAS,"RB29","14","4 out of 5 stars","-8"
"77",7,"Adam Thielen",MIN,"WR34","7","2 out of 5 stars","-5"
"78",7,"Brandon Aiyuk",SF,"WR35","9","3 out of 5 stars","+13"
"79",7,"T.J. Hockenson",DET,"TE8","6","4 out of 5 stars","-8"
"80",7,"Chase Edmonds",MIA,"RB30","11","4 out of 5 stars","+4"
"81",7,"DeVonta Smith",PHI,"WR36","7","4 out of 5 stars","+7"
"82",7,"Allen Lazard",GB,"WR37","14","3 out of 5 stars","+22"
"83",7,"Tom Brady",TB,"QB8","11","3 out of 5 stars","+4"
"84",7,"Russell Wilson",DEN,"QB9","9","4 out of 5 stars","-2"
"85",7,"Rhamondre Stevenson",NE,"RB31","10","4 out of 5 stars","+4"
"86",7,"Tony Pollard",DAL,"RB32","9","4 out of 5 stars","-6"
"87",7,"Tyler Lockett",SEA,"WR38","11","4 out of 5 stars","+7"
"88",7,"Kareem Hunt",CLE,"RB33","9","3 out of 5 stars","-7"
"89",7,"Dak Prescott",DAL,"QB10","9","3 out of 5 stars","-15"
"90",7,"Devin Singletary",BUF,"RB34","7","4 out of 5 stars","-17"
"91",7,"Drake London",ATL,"WR39","14","4 out of 5 stars","+2"
"92",7,"Dawson Knox",BUF,"TE9","7","3 out of 5 stars","+10"
"93",7,"Dameon Pierce",HOU,"RB35","6","3 out of 5 stars","+6"
"94",7,"DeAndre Hopkins",ARI,"WR40","13","2 out of 5 stars","-2"
"95",7,"Trey Lance",SF,"QB11","9","3 out of 5 stars","+8"
"96",7,"Christian Kirk",JAC,"WR41","11","4 out of 5 stars","+4"
"97",7,"Cordarrelle Patterson",ATL,"RB36","14","1 out of 5 stars","-20"
"98",7,"Melvin Gordon III",DEN,"RB37","9","3 out of 5 stars","0"
"99",7,"Zach Ertz",ARI,"TE10","13","3 out of 5 stars","-4"
"100",7,"Hunter Renfrow",LV,"WR42","6","2 out of 5 stars","-14"
"101",7,"Robert Woods",TEN,"WR43","6","3 out of 5 stars","0"
"102",8,"Matthew Stafford",LAR,"QB12","7","3 out of 5 stars","-6"
"103",8,"Ken Walker III",SEA,"RB38","11","2 out of 5 stars","-13"
"104",8,"Aaron Rodgers",GB,"QB13","14","2 out of 5 stars","-7"
"105",8,"Kadarius Toney",NYG,"WR44","9","4 out of 5 stars","+8"
"106",8,"Kirk Cousins",MIN,"QB14","7","3 out of 5 stars","+5"
"107",8,"Derek Carr",LV,"QB15","6","2 out of 5 stars","+3"
"108",8,"Treylon Burks",TEN,"WR45","6","3 out of 5 stars","-3"
"109",8,"Chris Olave",NO,"WR46","14","4 out of 5 stars","-3"
"110",8,"Chase Claypool",PIT,"WR47","9","4 out of 5 stars","+2"
"111",8,"James Cook",BUF,"RB39","7","4 out of 5 stars","-3"
"112",8,"Cole Kmet",CHI,"TE11","14","5 out of 5 stars","+5"
"113",8,"Hunter Henry",NE,"TE12","10","4 out of 5 stars","+44"
"114",8,"Darrell Henderson Jr.",LAR,"RB40","7","2 out of 5 stars","+2"
"115",8,"Pat Freiermuth",PIT,"TE13","9","4 out of 5 stars","+3"
"116",8,"Michael Carter",NYJ,"RB41","10","4 out of 5 stars","-9"
"117",8,"James Robinson",JAC,"RB42","11","3 out of 5 stars","-8"
"118",8,"Tua Tagovailoa",MIA,"QB16","11","2 out of 5 stars","+7"
"119",8,"Garrett Wilson",NYJ,"WR48","10","1 out of 5 stars","+2"
"120",8,"Justin Fields",CHI,"QB17","14","4 out of 5 stars","+7"
"121",8,"Skyy Moore",KC,"WR49","8","2 out of 5 stars","+8"
"122",8,"Trevor Lawrence",JAC,"QB18","11","5 out of 5 stars","+19"
"123",8,"Alexander Mattison",MIN,"RB43","7","4 out of 5 stars","-9"
"124",8,"Marquez Valdes-Scantling",KC,"WR50","8","2 out of 5 stars","+14"
"125",8,"Tyler Boyd",CIN,"WR51","10","3 out of 5 stars","-3"
"126",8,"Mike Gesicki",MIA,"TE14","11","3 out of 5 stars","0"
"127",9,"Russell Gage",TB,"WR52","11","4 out of 5 stars","-8"
"128",9,"Kenneth Gainwell",PHI,"RB44","7","3 out of 5 stars","-5"
"129",9,"Irv Smith Jr.",MIN,"TE15","7","3 out of 5 stars","+5"
"130",9,"Albert Okwuegbunam",DEN,"TE16","9","3 out of 5 stars","+17"
"131",9,"David Njoku",CLE,"TE17","9","4 out of 5 stars","+28"
"132",9,"Brian Robinson Jr.",WAS,"RB45","14","4 out of 5 stars","-17"
"133",9,"Jameis Winston",NO,"QB19","14","3 out of 5 stars","+27"
"134",9,"Jamaal Williams",DET,"RB46","6","4 out of 5 stars","+9"
"135",9,"Khalil Herbert",CHI,"RB47","14","5 out of 5 stars","-2"
"136",9,"Michael Gallup",DAL,"WR53","9","3 out of 5 stars","+8"
"137",9,"Jakobi Meyers",NE,"WR54","10","4 out of 5 stars","-6"
"138",9,"Matt Ryan",IND,"QB20","14","3 out of 5 stars","+12"
"139",9,"Nyheim Hines",IND,"RB48","14","3 out of 5 stars","-15"
"140",9,"DeVante Parker",NE,"WR55","10","4 out of 5 stars","+8"
"141",9,"Tyler Allgeier",ATL,"RB49","14","1 out of 5 stars","-2"
