"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Keenan Allen (LAC)","16","19","145","9.1","21","1","1","0","0","0","1","1","34.5","34.5","100.0%"
"2","Adam Thielen (MIN)","8","11","123","15.4","51","5","2","0","0","0","0","1","32.3","32.3","92.0%"
"3","Robert Woods (TEN)","12","15","130","10.8","35","3","1","2","-4","0","0","1","30.6","30.6","73.0%"
"4","Tyreek Hill (MIA)","11","14","102","9.3","15","0","1","2","-2","0","0","1","27.0","27.0","100.0%"
"5","Damiere Byrd (ATL)","6","7","132","22.0","42","5","1","1","11","0","0","1","26.3","26.3","0.0%"
"6","Cooper Kupp (LAR)","11","13","145","13.2","37","3","0","0","0","0","0","1","25.5","25.5","100.0%"
"7","Davante Adams (LV)","7","9","106","15.1","33","3","1","0","0","0","0","1","23.6","23.6","100.0%"
"8","Diontae Johnson (PIT)","12","16","111","9.3","23","3","0","0","0","0","0","1","23.1","23.1","97.0%"
"9","DJ Moore (CAR)","7","11","127","18.1","52","5","0","1","21","0","0","1","21.8","21.8","99.0%"
"10","Tyler Lockett (SEA)","9","9","67","7.4","11","0","1","0","0","0","0","1","21.7","21.7","86.0%"
"11","Curtis Samuel (WAS)","8","10","70","8.8","17","0","1","1","4","0","0","1","21.4","21.4","4.0%"
"12","Nelson Agholor (NE)","6","9","88","14.7","29","2","1","0","0","0","0","1","20.8","20.8","1.0%"
"13","Michael Thomas (NO)","9","12","104","11.6","23","1","0","0","0","0","0","1","19.4","19.4","93.0%"
"14","Chris Godwin (TB)","7","10","53","7.6","13","0","1","0","0","0","0","1","18.3","18.3","88.0%"
"15","DeVante Parker (NE)","6","9","61","10.2","21","1","1","0","0","0","0","1","18.1","18.1","40.0%"
"16","Justin Jefferson (MIN)","3","5","86","28.7","39","4","1","0","0","0","0","1","17.6","17.6","100.0%"
"17","Tyler Boyd (CIN)","9","11","85","9.4","14","0","0","0","0","0","0","1","17.5","17.5","55.0%"
"18","Mike Williams (LAC)","4","7","72","18.0","39","2","1","0","0","0","0","1","17.2","17.2","98.0%"
"19","Tim Patrick (DEN)","5","8","119","23.8","61","7","0","0","0","0","0","1","16.9","16.9","7.0%"
"20","CeeDee Lamb (DAL)","4","6","34","8.5","21","1","1","2","12","0","0","1","16.6","16.6","100.0%"
"21","Corey Davis (NYJ)","5","7","113","22.6","50","5","0","0","0","0","0","1","16.3","16.3","11.0%"
"22","A.J. Brown (PHI)","4","7","62","15.5","25","1","1","0","0","0","0","1","16.2","16.2","99.0%"
"23","Mike Evans (TB)","5","9","49","9.8","18","0","1","0","0","0","0","1","15.9","15.9","100.0%"
"24","Chase Claypool (PIT)","4","8","59","14.8","31","2","1","0","0","0","0","1","15.9","15.9","69.0%"
"25","Michael Pittman Jr. (IND)","3","3","66","22.0","45","3","1","0","0","0","0","1","15.6","15.6","99.0%"
"26","Larry Fitzgerald (FA)","8","10","62","7.8","18","0","0","0","0","0","0","1","14.2","14.2","0.0%"
