"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Justin Jefferson (MIN)","9","11","166","18.4","49","5","2","0","0","0","0","1","39.6","39.6","100.0%"
"2","Julio Jones (TB)","8","10","137","17.1","40","7","2","0","0","0","0","1","33.7","33.7","46.0%"
"3","William Fuller V (FA)","6","11","123","20.5","53","5","1","0","0","0","0","1","24.3","24.3","2.0%"
"4","A.J. Brown (PHI)","5","7","58","11.6","18","0","2","0","0","0","0","1","22.8","22.8","99.0%"
"5","Christian Kirk (JAC)","2","3","86","43.0","80","4","2","0","0","0","0","1","22.6","22.6","83.0%"
"6","Brandin Cooks (HOU)","9","9","68","7.6","19","0","1","0","0","0","0","1","21.8","21.8","95.0%"
"7","Amari Cooper (CLE)","7","10","79","11.3","26","1","1","0","0","0","0","1","20.9","20.9","92.0%"
"8","Keelan Cole Sr. (LV)","6","9","143","23.8","51","7","0","0","0","0","0","1","20.3","20.3","0.0%"
"9","Travis Fulgham (GB)","6","10","75","12.5","19","0","1","0","0","0","0","1","19.5","19.5","0.0%"
"10","Calvin Ridley (ATL)","6","7","61","10.2","18","0","1","1","8","0","0","1","18.9","18.9","2.0%"
"11","Tee Higgins (CIN)","6","8","125","20.8","67","5","0","1","2","0","0","1","18.7","18.7","99.0%"
"12","Adam Humphries (FA)","6","6","64","10.7","22","1","1","0","0","0","0","1","18.4","18.4","1.0%"
"13","Chase Claypool (PIT)","4","4","74","18.5","36","3","0","2","7","1","0","1","18.1","18.1","69.0%"
"14","Deebo Samuel (SF)","6","6","66","11.0","35","2","1","1","-6","0","0","1","18.0","18.0","100.0%"
"15","A.J. Green (ARI)","8","11","96","12.0","19","0","0","0","0","0","0","1","17.6","17.6","7.0%"
"16","James Washington (DAL)","4","7","68","17.0","28","2","1","0","0","0","0","1","16.8","16.8","1.0%"
"17","Stefon Diggs (BUF)","6","8","46","7.7","15","0","1","0","0","0","0","1","16.6","16.6","100.0%"
"18","Marcus Johnson (SF)","5","8","108","21.6","55","6","0","0","0","0","0","1","15.8","15.8","0.0%"
"19","Zach Pascal (PHI)","4","7","54","13.5","22","1","1","0","0","0","0","1","15.4","15.4","0.0%"
"20","Cole Beasley (FA)","4","7","45","11.3","22","1","1","0","0","0","0","1","14.5","14.5","1.0%"
"21","Kenny Golladay (NYG)","4","6","105","26.3","48","5","0","0","0","0","0","1","14.5","14.5","34.0%"
"22","Terry McLaurin (WAS)","7","12","74","10.6","20","1","0","0","0","0","0","1","14.4","14.4","98.0%"
"23","DJ Moore (CAR)","5","11","93","18.6","38","3","0","0","0","0","0","1","14.3","14.3","99.0%"
"24","Tim Patrick (DEN)","4","8","101","25.3","41","5","0","0","0","0","0","1","14.1","14.1","7.0%"
"25","Adam Thielen (MIN)","3","5","51","17.0","35","2","1","0","0","0","0","1","14.1","14.1","92.0%"
"26","Robert Woods (TEN)","4","10","29","7.3","12","0","1","2","11","0","0","1","14.0","14.0","73.0%"
"27","CeeDee Lamb (DAL)","7","11","64","9.1","27","1","0","0","0","0","0","1","13.4","13.4","100.0%"
"28","Tyler Boyd (CIN)","5","8","54","10.8","23","2","0","1","25","0","0","1","12.9","12.9","55.0%"
"29","Josh Reynolds (DET)","2","5","45","22.5","40","3","1","0","0","0","0","1","12.5","12.5","1.0%"
"30","Davante Adams (LV)","6","10","61","10.2","18","0","0","0","0","0","0","1","12.1","12.1","100.0%"
"31","Demarcus Robinson (BAL)","5","6","69","13.8","22","2","0","0","0","0","0","1","11.9","11.9","0.0%"
"32","Darius Slayton (NYG)","2","4","41","20.5","23","1","1","1","-3","0","0","1","11.8","11.8","0.0%"
"33","Jamison Crowder (BUF)","7","13","48","6.9","13","0","0","0","0","0","0","1","11.8","11.8","5.0%"
"34","Robbie Anderson (CAR)","4","5","77","19.3","39","3","0","0","0","0","0","1","11.7","11.7","11.0%"
"35","DJ Chark Jr. (DET)","7","14","45","6.4","14","0","0","0","0","0","0","1","11.5","11.5","26.0%"
"36","Randall Cobb (GB)","3","4","17","5.7","7","0","1","0","0","0","0","1","10.7","10.7","4.0%"
"37","Russell Gage (TB)","4","4","65","16.3","27","1","0","0","0","0","0","1","10.5","10.5","52.0%"
"38","Allen Robinson II (LAR)","5","9","53","10.6","23","1","0","0","0","0","0","1","10.3","10.3","96.0%"
"39","Breshad Perriman (TB)","4","8","62","15.5","22","2","0","0","0","0","0","1","10.2","10.2","0.0%"
"40","Chris Godwin (TB)","5","7","48","9.6","25","1","0","0","0","0","0","1","9.8","9.8","88.0%"
"41","Preston Williams (MIA)","2","3","18","9.0","15","0","1","0","0","0","0","1","9.8","9.8","0.0%"
"42","Marquise Brown (ARI)","4","6","57","14.3","20","1","0","0","0","0","0","1","9.7","9.7","92.0%"
"43","Dontrelle Inman (FA)","5","5","45","9.0","15","0","0","0","0","0","0","1","9.5","9.5","0.0%"
"44","DeAndre Hopkins (ARI)","2","8","73","36.5","60","4","0","0","0","0","0","1","9.3","9.3","83.0%"
"45","Brandon Aiyuk (SF)","2","3","12","6.0","10","0","1","0","0","0","0","1","9.2","9.2","89.0%"
"46","Cam Sims (WAS)","1","1","22","22.0","22","1","1","0","0","0","0","1","9.2","9.2","0.0%"
"47","Jakeem Grant Sr. (CLE)","4","4","48","12.0","30","2","0","0","0","0","0","1","8.8","8.8","0.0%"
"48","Rashard Higgins (CAR)","1","2","13","13.0","13","0","1","0","0","0","0","1","8.3","8.3","0.0%"
"49","Tyler Johnson (TB)","1","1","7","7.0","7","0","1","0","0","0","0","1","7.7","7.7","0.0%"
"50","Jarvis Landry (NO)","3","5","40","13.3","24","1","0","0","0","0","0","1","7.0","7.0","35.0%"
"51","Damiere Byrd (ATL)","3","4","38","12.7","19","0","0","0","0","0","0","1","6.8","6.8","0.0%"
"52","Darnell Mooney (CHI)","3","5","36","12.0","18","0","0","0","0","0","0","1","6.6","6.6","90.0%"
"53","Byron Pringle (CHI)","2","2","46","23.0","37","2","0","0","0","0","0","1","6.6","6.6","1.0%"
"54","Isaiah Wright (FA)","4","5","25","6.3","12","0","0","1","1","0","0","1","6.6","6.6","0.0%"
"55","DeVante Parker (NE)","3","8","35","11.7","18","0","0","0","0","0","0","1","6.5","6.5","40.0%"
"56","Kendrick Bourne (NE)","2","3","44","22.0","25","1","0","0","0","0","0","1","6.4","6.4","6.0%"
"57","Marquez Valdes-Scantling (KC)","3","5","32","10.7","15","0","0","0","0","0","0","1","6.2","6.2","51.0%"
"58","Kalif Raymond (DET)","3","4","32","10.7","20","1","0","0","0","0","0","1","6.2","6.2","0.0%"
"59","Devin Duvernay (BAL)","3","3","31","10.3","17","0","0","0","0","0","0","1","6.1","6.1","9.0%"
"60","John Hightower (PHI)","1","4","50","50.0","50","4","0","0","0","0","0","1","6.0","6.0","0.0%"
"61","DeMichael Harris (IND)","3","3","29","9.7","13","0","0","0","0","0","0","1","5.9","5.9","0.0%"
"62","Greg Ward (PHI)","2","3","19","9.5","13","0","0","0","0","0","0","1","5.9","5.9","0.0%"
"63","Tyreek Hill (MIA)","3","3","20","6.7","8","0","0","1","5","0","0","1","5.5","5.5","100.0%"
"64","Larry Fitzgerald (FA)","3","4","22","7.3","11","0","0","0","0","0","0","1","5.2","5.2","0.0%"
"65","Jerry Jeudy (DEN)","2","5","32","16.0","16","0","0","0","0","0","0","1","5.2","5.2","95.0%"
"66","Danny Amendola (FA)","2","2","31","15.5","19","0","0","0","0","0","0","1","5.1","5.1","0.0%"
