"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tyler Lockett (SEA)","9","13","100","11.1","43","3","3","0","0","0","0","1","37.0","37.0","86.0%"
"2","Justin Jefferson (MIN)","7","9","175","25.0","71","8","1","0","0","0","0","1","30.5","30.5","100.0%"
"3","Keenan Allen (LAC)","13","19","132","10.2","22","2","1","0","0","0","1","1","30.2","30.2","100.0%"
"4","Allen Robinson II (LAR)","10","13","123","12.3","37","2","1","0","0","0","0","1","28.3","28.3","96.0%"
"5","Cedrick Wilson Jr. (MIA)","5","7","107","21.4","42","6","2","0","0","0","0","1","27.7","27.7","1.0%"
"6","Allen Lazard (GB)","6","8","146","24.3","72","7","1","1","-2","0","0","1","26.4","26.4","87.0%"
"7","Michael Gallup (DAL)","6","9","138","23.0","52","7","1","0","0","0","0","1","25.8","25.8","41.0%"
"8","Cooper Kupp (LAR)","9","10","107","11.9","20","2","1","0","0","0","0","1","25.7","25.7","100.0%"
"9","DeAndre Hopkins (ARI)","10","12","137","13.7","30","3","0","0","0","0","0","1","23.7","23.7","83.0%"
"10","Tyler Boyd (CIN)","10","13","125","12.5","25","1","0","0","0","0","0","1","22.5","22.5","55.0%"
"11","Robert Woods (TEN)","5","6","74","14.8","31","3","1","3","30","0","0","1","21.4","21.4","73.0%"
"12","Tyreek Hill (MIA)","5","6","77","15.4","33","3","1","2","25","0","0","1","21.2","21.2","100.0%"
"13","Brandon Aiyuk (SF)","5","8","70","14.0","20","1","0","3","31","1","0","1","21.1","21.1","89.0%"
"14","Tee Higgins (CIN)","5","9","40","8.0","16","0","2","0","0","0","0","1","21.0","21.0","99.0%"
"15","Greg Ward (PHI)","8","11","72","9.0","29","1","1","1","-6","0","0","1","20.6","20.6","0.0%"
"16","Hunter Renfrow (LV)","6","9","84","14.0","26","2","1","0","0","0","0","1","20.4","20.4","90.0%"
"17","Andy Isabella (ARI)","4","4","47","11.8","26","1","2","1","-6","0","0","1","20.1","20.1","0.0%"
"18","Randall Cobb (GB)","4","4","95","23.8","34","3","1","0","0","0","0","1","19.5","19.5","4.0%"
"19","DK Metcalf (SEA)","4","8","110","27.5","62","5","1","0","0","0","1","1","19.0","19.0","96.0%"
"20","Dontrelle Inman (FA)","3","6","38","12.7","17","0","2","0","0","0","0","1","18.8","18.8","0.0%"
"21","Mecole Hardman (KC)","4","6","81","20.3","49","3","1","0","0","0","0","1","18.1","18.1","31.0%"
"22","Kenny Golladay (NYG)","6","7","57","9.5","19","0","1","0","0","0","0","1","17.7","17.7","34.0%"
"23","Amari Cooper (CLE)","9","12","86","9.6","28","2","0","0","0","0","0","1","17.6","17.6","92.0%"
"24","Chris Godwin (TB)","5","6","64","12.8","30","2","1","0","0","0","0","1","17.4","17.4","88.0%"
"25","Calvin Ridley (ATL)","5","13","110","22.0","63","5","0","1","7","0","0","1","16.7","16.7","2.0%"
"26","Braxton Berrios (NYJ)","4","4","64","16.0","28","1","1","0","0","0","0","1","16.4","16.4","3.0%"
"27","JuJu Smith-Schuster (KC)","4","5","43","10.8","26","1","1","0","0","0","0","1","16.3","16.3","95.0%"
"28","Cole Beasley (FA)","6","7","100","16.7","29","2","0","0","0","0","0","1","16.0","16.0","1.0%"
"29","Emmanuel Sanders (FA)","4","5","56","14.0","18","0","1","0","0","0","0","1","15.6","15.6","1.0%"
"30","William Fuller V (FA)","4","5","54","13.5","17","0","1","0","0","0","0","1","15.4","15.4","2.0%"
"31","Stefon Diggs (BUF)","4","6","49","12.3","23","1","1","0","0","0","0","1","14.9","14.9","100.0%"
"32","Kalif Raymond (DET)","3","3","118","39.3","61","7","0","1","-3","0","0","1","14.5","14.5","0.0%"
"33","Tim Patrick (DEN)","4","4","43","10.8","27","1","1","0","0","0","0","1","14.3","14.3","7.0%"
"34","Mike Evans (TB)","2","4","2","1.0","1","0","2","0","0","0","0","1","14.2","14.2","100.0%"
"35","Sammy Watkins (GB)","7","8","62","8.9","15","0","0","0","0","0","0","1","13.2","13.2","18.0%"
"36","Anthony Miller (PIT)","2","5","41","20.5","28","1","1","1","9","0","0","1","13.0","13.0","0.0%"
"37","Terry McLaurin (WAS)","4","8","83","20.8","33","3","0","1","3","0","0","1","12.6","12.6","98.0%"
"38","Adam Thielen (MIN)","3","5","29","9.7","16","0","1","1","4","0","0","1","12.3","12.3","92.0%"
"39","Gabriel Davis (BUF)","4","4","81","20.3","39","3","0","0","0","0","0","1","12.1","12.1","93.0%"
"40","Corey Davis (NYJ)","5","6","69","13.8","38","2","0","0","0","0","0","1","11.9","11.9","11.0%"
"41","DeVante Parker (NE)","5","5","69","13.8","20","1","0","0","0","0","0","1","11.9","11.9","40.0%"
"42","CeeDee Lamb (DAL)","5","7","65","13.0","28","2","0","1","1","0","0","1","11.6","11.6","100.0%"
"43","Scotty Miller (TB)","3","5","83","27.7","47","4","0","0","0","0","0","1","11.3","11.3","0.0%"
"44","Robbie Anderson (CAR)","5","5","55","11.0","18","0","0","0","0","0","0","1","10.5","10.5","11.0%"
"45","Jerry Jeudy (DEN)","5","9","55","11.0","22","1","0","0","0","0","0","1","10.5","10.5","95.0%"
"46","Kendrick Bourne (NE)","4","6","63","15.8","18","0","0","0","0","0","0","1","10.3","10.3","6.0%"
"47","Odell Beckham Jr. (FA)","4","6","59","14.8","18","0","0","0","0","0","0","1","9.9","9.9","14.0%"
"48","Curtis Samuel (WAS)","4","4","45","11.3","24","1","0","4","7","0","0","1","9.2","9.2","4.0%"
"49","Preston Williams (MIA)","2","2","7","3.5","4","0","1","0","0","0","0","1","8.7","8.7","0.0%"
"50","Devin Duvernay (BAL)","2","3","7","3.5","7","0","0","0","0","0","0","1","8.7","8.7","9.0%"
"51","A.J. Green (ARI)","5","6","36","7.2","12","0","0","0","0","0","0","1","8.6","8.6","7.0%"
"52","Golden Tate (FA)","5","7","36","7.2","18","0","0","0","0","0","0","1","8.6","8.6","0.0%"
"53","James Washington (DAL)","5","7","36","7.2","15","0","0","0","0","0","0","1","8.6","8.6","1.0%"
"54","DJ Moore (CAR)","2","4","65","32.5","38","3","0","0","0","0","0","1","8.5","8.5","99.0%"
"55","Laviska Shenault Jr. (JAC)","5","6","33","6.6","16","0","0","1","1","0","0","1","8.4","8.4","2.0%"
"56","Keelan Cole Sr. (LV)","4","6","43","10.8","16","0","0","0","0","0","0","1","8.3","8.3","0.0%"
"57","T.Y. Hilton (FA)","3","3","52","17.3","25","1","0","0","0","0","0","1","8.2","8.2","0.0%"
"58","Tre'Quan Smith (NO)","4","6","42","10.5","19","0","0","0","0","0","0","1","8.2","8.2","0.0%"
"59","Marvin Jones Jr. (JAC)","3","3","51","17.0","20","2","0","0","0","0","0","1","8.1","8.1","8.0%"
"60","Olamide Zaccheaus (ATL)","4","6","41","10.3","13","0","0","0","0","0","0","1","8.1","8.1","0.0%"
"61","Adam Humphries (FA)","4","7","41","10.3","23","1","0","1","0","0","0","1","8.1","8.1","1.0%"
"62","Josh Reynolds (DET)","4","5","60","15.0","23","1","0","0","0","0","1","1","8.0","8.0","1.0%"
"63","Jarvis Landry (NO)","4","4","36","9.0","12","0","0","0","0","0","0","1","7.6","7.6","35.0%"
"64","Isaiah Wright (FA)","4","6","24","6.0","7","0","0","1","6","0","0","1","7.0","7.0","0.0%"
"65","Bryan Edwards (ATL)","2","3","48","24.0","34","2","0","0","0","0","0","1","6.8","6.8","1.0%"
"66","Kenny Stills (FA)","3","4","35","11.7","20","1","0","0","0","0","0","1","6.5","6.5","0.0%"
"67","Chris Conley (HOU)","3","8","34","11.3","18","0","0","0","0","0","0","1","6.4","6.4","0.0%"
"68","Darius Slayton (NYG)","3","7","53","17.7","23","2","0","0","0","0","1","1","6.3","6.3","0.0%"
"69","Zay Jones (JAC)","3","3","32","10.7","13","0","0","0","0","0","0","1","6.2","6.2","1.0%"
"70","KJ Hamler (DEN)","3","5","30","10.0","17","0","0","1","-2","0","0","1","5.8","5.8","4.0%"
"71","Jakeem Grant Sr. (CLE)","1","1","19","19.0","19","0","0","1","29","0","0","1","5.8","5.8","0.0%"
"72","Damiere Byrd (ATL)","3","3","27","9.0","23","1","0","0","0","0","0","1","5.7","5.7","0.0%"
