"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Richie James Jr. (NYG)","9","13","184","20.4","47","9","1","0","0","0","0","1","33.4","33.4","0.0%"
"2","Davante Adams (LV)","10","12","173","17.3","49","7","1","0","0","0","0","1","33.3","33.3","100.0%"
"3","Tyreek Hill (MIA)","9","18","113","12.6","28","2","2","1","8","0","0","1","33.1","33.1","100.0%"
"4","Jakobi Meyers (NE)","12","14","169","14.1","33","4","0","0","0","0","0","1","28.9","28.9","35.0%"
"5","DJ Chark Jr. (DET)","7","12","146","20.9","73","6","1","0","0","0","0","1","27.6","27.6","26.0%"
"6","Breshad Perriman (TB)","5","7","101","20.2","50","4","2","0","0","0","0","1","27.1","27.1","0.0%"
"7","Curtis Samuel (WAS)","9","9","105","11.7","28","2","1","3","13","0","0","1","26.8","26.8","4.0%"
"8","Jerry Jeudy (DEN)","7","14","125","17.9","41","5","1","0","0","0","0","1","25.5","25.5","95.0%"
"9","Keenan Allen (LAC)","9","11","103","11.4","27","1","1","0","0","0","0","1","25.3","25.3","100.0%"
"10","Terry McLaurin (WAS)","7","8","115","16.4","68","4","1","0","0","0","0","1","24.5","24.5","98.0%"
"11","DK Metcalf (SEA)","7","9","108","15.4","41","4","1","0","0","0","0","1","23.8","23.8","96.0%"
"12","Christian Kirk (JAC)","5","8","123","24.6","56","6","1","0","0","0","0","1","23.3","23.3","83.0%"
"13","JuJu Smith-Schuster (KC)","6","7","93","15.5","31","4","1","0","0","0","0","1","21.3","21.3","95.0%"
"14","William Fuller V (FA)","5","5","100","20.0","77","4","1","0","0","0","0","1","21.0","21.0","2.0%"
"15","Stefon Diggs (BUF)","9","12","118","13.1","25","3","0","0","0","0","0","1","20.8","20.8","100.0%"
"16","Olamide Zaccheaus (ATL)","4","6","103","25.8","51","7","1","0","0","0","0","1","20.3","20.3","0.0%"
"17","A.J. Brown (PHI)","4","9","101","25.3","40","5","1","0","0","0","0","1","20.1","20.1","99.0%"
"18","Marquez Valdes-Scantling (KC)","2","4","53","26.5","52","4","2","0","0","0","0","1","19.3","19.3","51.0%"
"19","John Brown (FA)","8","11","99","12.4","33","2","0","0","0","0","0","1","17.9","17.9","2.0%"
"20","Brandin Cooks (HOU)","3","9","83","27.7","57","4","1","0","0","0","0","1","17.3","17.3","95.0%"
"21","David Moore (CHI)","4","6","71","17.8","55","4","1","0","0","0","0","1","17.1","17.1","0.0%"
"22","Gabriel Davis (BUF)","4","5","70","17.5","39","2","1","0","0","0","0","1","17.0","17.0","93.0%"
"23","Julio Jones (TB)","5","7","54","10.8","21","1","1","0","0","0","0","1","16.4","16.4","46.0%"
"24","Preston Williams (MIA)","4","5","60","15.0","35","2","1","0","0","0","0","1","16.0","16.0","0.0%"
"25","Robbie Anderson (CAR)","9","13","63","7.0","22","1","0","0","0","0","0","1","15.3","15.3","11.0%"
"26","Chase Claypool (PIT)","8","13","69","8.6","14","0","0","1","4","0","0","1","15.3","15.3","69.0%"
