"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tyreek Hill (MIA)","13","15","269","20.7","75","12","3","0","0","0","0","1","57.9","57.9","100.0%"
"2","William Fuller V (FA)","6","7","171","28.5","40","9","2","0","0","0","0","1","35.1","35.1","2.0%"
"3","Jarvis Landry (NO)","8","11","143","17.9","27","3","1","0","0","0","0","1","28.3","28.3","35.0%"
"4","DK Metcalf (SEA)","10","13","177","17.7","52","6","0","0","0","0","0","1","27.7","27.7","96.0%"
"5","Allen Robinson II (LAR)","8","13","74","9.3","20","1","2","0","0","0","0","1","27.4","27.4","96.0%"
"6","Justin Jefferson (MIN)","7","13","70","10.0","18","0","2","0","0","0","0","1","26.0","26.0","100.0%"
"7","A.J. Brown (PHI)","4","6","98","24.5","69","4","1","0","0","0","0","1","25.8","25.8","99.0%"
"8","Deebo Samuel (SF)","11","13","133","12.1","33","5","0","0","0","0","0","1","24.3","24.3","100.0%"
"9","Amari Cooper (CLE)","6","8","112","18.7","54","5","1","0","0","0","0","1","23.2","23.2","92.0%"
"10","Mike Evans (TB)","3","9","50","16.7","31","2","2","0","0","0","0","1","20.0","20.0","100.0%"
"11","DeVante Parker (NE)","8","14","119","14.9","25","1","0","0","0","0","0","1","19.9","19.9","40.0%"
"12","Collin Johnson (NYG)","4","8","96","24.0","46","4","1","0","0","0","0","1","19.6","19.6","0.0%"
"13","Robbie Anderson (CAR)","4","7","94","23.5","41","5","1","0","0","0","0","1","19.4","19.4","11.0%"
"14","Marquise Brown (ARI)","4","8","85","21.3","70","4","1","0","0","0","0","1","18.5","18.5","92.0%"
"15","T.Y. Hilton (FA)","4","5","81","20.3","50","4","1","0","0","0","0","1","18.1","18.1","0.0%"
"16","Davante Adams (LV)","6","9","61","10.2","15","0","1","0","0","0","0","1","18.1","18.1","100.0%"
"17","Chris Godwin (TB)","8","9","97","12.1","44","3","0","0","0","0","0","1","17.7","17.7","88.0%"
"18","JuJu Smith-Schuster (KC)","8","9","37","4.6","11","0","1","0","0","0","0","1","17.7","17.7","95.0%"
"19","Chad Beebe (FA)","7","7","63","9.0","16","0","1","0","0","0","1","1","17.3","17.3","0.0%"
"20","Calvin Ridley (ATL)","6","9","50","8.3","16","0","1","0","0","0","0","1","17.0","17.0","2.0%"
"21","Gabriel Davis (BUF)","3","4","79","26.3","44","4","1","0","0","0","0","1","16.9","16.9","93.0%"
"22","Bisi Johnson (MIN)","7","7","74","10.6","17","0","0","0","0","0","0","1","16.4","16.4","0.0%"
"23","Terry McLaurin (WAS)","7","9","92","13.1","28","2","0","0","0","0","0","1","16.2","16.2","98.0%"
"24","Keenan Allen (LAC)","4","10","40","10.0","15","0","1","0","0","0","0","1","16.0","16.0","100.0%"
"25","Robert Woods (TEN)","7","12","80","11.4","30","2","0","1","8","0","0","1","15.8","15.8","73.0%"
"26","Tee Higgins (CIN)","5","5","44","8.8","18","0","1","0","0","0","0","1","15.4","15.4","99.0%"
"27","Mohamed Sanu Sr. (MIA)","4","4","32","8.0","14","0","1","0","0","0","0","1","15.2","15.2","0.0%"
"28","Hunter Renfrow (LV)","7","9","73","10.4","19","0","0","0","0","0","0","1","14.3","14.3","90.0%"
"29","Sterling Shepard (NYG)","7","8","64","9.1","16","0","0","1","4","0","0","1","13.8","13.8","3.0%"
"30","Brandin Cooks (HOU)","5","5","85","17.0","27","1","0","0","0","0","0","1","13.5","13.5","95.0%"
"31","Curtis Samuel (WAS)","5","5","72","14.4","35","2","0","1","5","0","0","1","12.7","12.7","4.0%"
"32","Diontae Johnson (PIT)","8","13","46","5.8","11","0","0","0","0","0","0","1","12.6","12.6","97.0%"
