"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Cole Beasley (FA)","11","13","109","9.9","22","1","1","0","0","0","0","1","27.9","27.9","1.0%"
"2","DeAndre Hopkins (ARI)","7","12","127","18.1","43","6","1","0","0","0","0","1","25.7","25.7","83.0%"
"3","Stefon Diggs (BUF)","10","10","93","9.3","21","2","1","0","0","0","0","1","25.3","25.3","100.0%"
"4","Marquez Valdes-Scantling (KC)","4","6","149","37.3","78","7","1","0","0","0","0","1","24.9","24.9","51.0%"
"5","Marvin Jones Jr. (JAC)","8","10","96","12.0","27","1","1","0","0","0","0","1","23.6","23.6","8.0%"
"6","Diontae Johnson (PIT)","6","11","116","19.3","46","3","1","0","0","0","0","1","23.6","23.6","97.0%"
"7","Willie Snead IV (SF)","5","7","64","12.8","21","1","2","0","0","0","0","1","23.4","23.4","0.0%"
"8","JuJu Smith-Schuster (KC)","9","13","77","8.6","24","1","1","0","0","0","0","1","22.7","22.7","95.0%"
"9","Tee Higgins (CIN)","7","9","115","16.4","54","4","1","0","0","0","1","1","22.5","22.5","99.0%"
"10","Keelan Cole Sr. (LV)","5","7","47","9.4","13","0","1","0","0","0","0","1","21.7","21.7","0.0%"
"11","Justin Jefferson (MIN)","8","10","135","16.9","54","5","0","0","0","0","0","1","21.5","21.5","100.0%"
"12","Chase Claypool (PIT)","4","10","56","14.0","15","0","2","2","-3","0","0","1","21.3","21.3","69.0%"
"13","Adam Thielen (MIN)","4","7","43","10.8","17","0","2","0","0","0","0","1","20.3","20.3","92.0%"
"14","Brandon Aiyuk (SF)","7","14","75","10.7","22","1","1","1","-8","0","0","1","19.7","19.7","89.0%"
"15","Mike Evans (TB)","6","11","77","12.8","22","1","1","0","0","0","0","1","19.7","19.7","100.0%"
"16","DJ Moore (CAR)","4","7","96","24.0","38","3","1","0","0","0","0","1","19.6","19.6","99.0%"
