"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Travis Kelce (KC)","7","10","92","13.1","31","3","1","0","0","0","0","1","22.2","22.2","100.0%"
"2","Ryan Griffin (CHI)","5","5","109","21.8","45","4","1","0","0","0","0","1","21.9","21.9","0.0%"
"3","Zach Ertz (ARI)","9","11","94","10.4","25","2","0","0","0","0","0","1","18.4","18.4","94.0%"
"4","Kyle Rudolph (TB)","5","5","67","13.4","32","2","1","0","0","0","0","1","17.7","17.7","2.0%"
"5","Mark Andrews (BAL)","4","4","75","18.8","51","4","1","0","0","0","0","1","17.5","17.5","100.0%"
"6","Ross Dwelley (SF)","4","5","14","3.5","5","0","2","0","0","0","0","1","17.4","17.4","0.0%"
"7","Cameron Brate (TB)","10","14","73","7.3","12","0","0","0","0","0","0","1","17.3","17.3","7.0%"
"8","Hunter Henry (NE)","6","9","69","11.5","16","0","0","0","0","0","0","1","14.9","14.9","70.0%"
"9","Darren Waller (LV)","5","7","78","15.6","32","3","0","1","-2","0","0","1","12.6","12.6","99.0%"
"10","Dallas Goedert (PHI)","3","6","36","12.0","21","1","1","0","0","0","0","1","12.6","12.6","97.0%"
"11","Jared Cook (FA)","2","2","33","16.5","30","2","1","0","0","0","0","1","11.3","11.3","1.0%"
"12","Dawson Knox (BUF)","2","3","32","16.0","23","1","1","0","0","0","0","1","11.2","11.2","95.0%"
"13","Irv Smith Jr. (MIN)","3","3","20","6.7","10","0","1","0","0","0","0","1","11.0","11.0","51.0%"
"14","Greg Olsen (FA)","5","5","57","11.4","26","1","0","0","0","0","0","1","10.7","10.7","7.0%"
"15","Jeremy Sprinkle (FA)","2","3","16","8.0","15","0","1","0","0","0","0","1","9.6","9.6","0.0%"
"16","Noah Fant (SEA)","4","10","60","15.0","31","2","0","2","-7","0","0","1","9.3","9.3","28.0%"
"17","Daniel Brown (FA)","1","1","20","20.0","20","1","1","0","0","0","0","1","9.0","9.0","0.0%"
"18","Foster Moreau (LV)","2","2","8","4.0","6","0","1","0","0","0","0","1","8.8","8.8","1.0%"
"19","Jason Witten (FA)","5","7","33","6.6","11","0","0","0","0","0","0","1","8.3","8.3","0.0%"
"20","Benjamin Watson (FA)","3","4","52","17.3","22","1","0","0","0","0","0","1","8.2","8.2","2.0%"
"21","Stephen Carlson (FA)","1","1","8","8.0","8","0","1","0","0","0","0","1","7.8","7.8","0.0%"
"22","Troy Fumagalli (SF)","1","3","3","3.0","3","0","1","0","0","0","0","1","7.3","7.3","0.0%"
"23","Eric Ebron (FA)","4","4","27","6.8","14","0","0","0","0","0","0","1","6.7","6.7","0.0%"
"24","Vance McDonald (FA)","3","7","33","11.0","22","1","0","0","0","0","0","1","6.3","6.3","0.0%"
"25","Mike Gesicki (MIA)","4","6","18","4.5","10","0","0","0","0","0","0","1","5.8","5.8","73.0%"
"26","Blake Jarwin (FA)","2","2","38","19.0","23","1","0","0","0","0","0","1","5.8","5.8","4.0%"
"27","Tyler Eifert (FA)","3","4","21","7.0","18","0","0","0","0","0","0","1","5.1","5.1","0.0%"
"28","Tyler Conklin (NYJ)","2","3","28","14.0","20","1","0","0","0","0","0","1","4.8","4.8","2.0%"
"29","Jaeden Graham (PHI)","2","2","23","11.5","12","0","0","0","0","0","0","1","4.3","4.3","0.0%"
"30","Nick Boyle (BAL)","2","3","20","10.0","13","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"31","Hayden Hurst (CIN)","2","2","16","8.0","12","0","0","0","0","0","0","1","3.6","3.6","12.0%"
