"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Le'Veon Bell (FA)","35","144","4.1","21","1","2","4","6","42","10.5","0","0","1","34.6","34.6","0.0%"
"2","Todd Gurley II (FA)","23","121","5.3","17","0","0","7","8","94","13.4","1","0","1","34.5","34.5","0.0%"
"3","Ezekiel Elliott (DAL)","21","85","4.0","16","0","1","4","5","54","13.5","1","0","1","29.9","29.9","99.0%"
"4","Lamar Miller (FA)","19","75","3.9","9","0","1","4","5","56","14.0","1","0","1","29.1","29.1","0.0%"
"5","Bilal Powell (FA)","21","163","7.8","75","2","1","4","5","27","6.8","0","0","1","29.0","29.0","0.0%"
"6","Alvin Kamara (NO)","5","25","5.0","12","0","0","10","10","71","7.1","1","0","1","25.6","25.6","100.0%"
"7","Leonard Fournette (TB)","24","86","3.6","11","0","0","4","5","59","14.8","1","0","1","24.5","24.5","100.0%"
"8","Elijah McGuire (FA)","10","93","9.3","69","1","1","2","2","38","19.0","0","0","1","21.1","21.1","0.0%"
"9","Duke Johnson Jr. (BUF)","4","13","3.3","9","0","1","9","10","47","5.2","0","0","1","21.0","21.0","0.0%"
"10","Ameer Abdullah (LV)","20","94","4.7","29","1","1","3","4","15","5.0","0","0","1","19.9","19.9","3.0%"
"11","J.D. McKissic (WAS)","4","38","9.5","30","1","1","1","1","27","27.0","1","0","1","19.5","19.5","30.0%"
"12","Andre Ellington (FA)","5","18","3.6","14","0","0","9","14","86","9.6","0","0","1","19.4","19.4","0.0%"
"13","Tevin Coleman (NYJ)","9","77","8.6","29","2","0","4","6","65","16.3","0","0","1","18.2","18.2","0.0%"
"14","Wendell Smallwood (FA)","10","34","3.4","11","0","1","4","6","45","11.3","0","0","1","17.9","17.9","0.0%"
"15","Giovani Bernard (TB)","3","12","4.0","6","0","0","3","4","67","22.3","1","0","1","16.9","16.9","0.0%"
"16","LeGarrette Blount (FA)","16","136","8.5","68","1","0","1","1","20","20.0","0","0","1","16.6","16.6","0.0%"
"17","Kareem Hunt (CLE)","21","101","4.8","17","0","0","4","4","20","5.0","0","0","1","16.1","16.1","89.0%"
"18","Devonta Freeman (FA)","18","58","3.2","16","0","1","2","2","20","10.0","0","0","1","15.8","15.8","0.0%"
"19","James White (FA)","1","7","7.0","7","0","0","10","12","47","4.7","0","0","1","15.4","15.4","1.0%"
"20","C.J. Anderson (FA)","20","95","4.8","40","1","0","4","4","17","4.3","0","0","1","15.2","15.2","1.0%"
"21","Carlos Hyde (FA)","16","68","4.3","15","0","0","5","6","27","5.4","0","0","1","14.5","14.5","0.0%"
"22","Jordan Howard (FA)","18","53","2.9","16","0","1","2","4","10","5.0","0","0","1","14.3","14.3","0.0%"
"23","LeSean McCoy (FA)","20","76","3.8","8","0","0","3","3","32","10.7","0","0","1","13.8","13.8","2.0%"
"24","Austin Ekeler (LAC)","1","35","35.0","35","1","1","2","2","23","11.5","0","0","1","13.8","13.8","100.0%"
"25","Wayne Gallman Jr. (FA)","11","42","3.8","13","0","0","2","2","8","4.0","1","0","1","13.0","13.0","0.0%"
"26","Jacquizz Rodgers (FA)","16","83","5.2","36","1","0","2","3","25","12.5","0","0","1","12.8","12.8","0.0%"
"27","Dalvin Cook (MIN)","13","66","5.1","10","0","1","1","3","8","8.0","0","1","1","12.4","12.4","100.0%"
"28","Fozzy Whittaker (FA)","0","0","0","0","0","0","3","3","34","11.3","1","0","1","12.4","12.4","0.0%"
"29","Frank Gore (FA)","12","46","3.8","14","0","0","3","3","34","11.3","0","0","1","11.0","11.0","24.0%"
"30","Aaron Jones (GB)","13","49","3.8","11","0","1","0","0","0","0","0","0","1","10.9","10.9","100.0%"
"31","Javorius Allen (FA)","2","7","3.5","4","0","0","6","6","37","6.2","0","0","1","10.4","10.4","0.0%"
"32","Mark Ingram II (NO)","14","45","3.2","8","0","0","4","8","17","4.3","0","0","1","10.2","10.2","16.0%"
"33","Dion Lewis (FA)","4","18","4.5","8","0","1","1","1","9","9.0","0","0","1","9.7","9.7","2.0%"
"34","Chris Carson (FA)","12","42","3.5","11","0","0","3","3","24","8.0","0","0","1","9.6","9.6","1.0%"
"35","Chris Johnson (FA)","13","32","2.5","8","0","0","3","3","31","10.3","0","0","1","9.3","9.3","1.0%"
"36","Christian McCaffrey (CAR)","6","16","2.7","5","0","0","4","6","33","8.3","0","0","1","8.9","8.9","100.0%"
"37","Tarik Cohen (FA)","6","24","4.0","7","0","0","4","4","24","6.0","0","0","1","8.8","8.8","0.0%"
"38","Joe Mixon (CIN)","17","29","1.7","10","0","0","4","4","19","4.8","0","0","1","8.8","8.8","100.0%"
"39","Charcandrick West (FA)","1","2","2.0","2","0","0","5","5","33","6.6","0","0","1","8.5","8.5","0.0%"
"40","Alfred Morris (FA)","2","76","38.0","70","1","0","0","0","0","0","0","0","1","7.6","7.6","0.0%"
"41","Robert Turbin (FA)","6","8","1.3","4","0","1","0","0","0","0","0","0","1","6.8","6.8","0.0%"
"42","Jay Ajayi (FA)","12","46","3.8","15","0","0","1","1","8","8.0","0","0","1","6.4","6.4","7.0%"
"43","Alex Collins (FA)","9","82","9.1","50","2","0","0","2","0","0","0","1","1","6.2","6.2","19.0%"
"44","Jamaal Charles (FA)","5","33","6.6","16","0","0","1","1","14","14.0","0","0","1","5.7","5.7","0.0%"
"45","DeMarco Murray (FA)","7","31","4.4","9","0","0","2","2","4","2.0","0","0","1","5.5","5.5","0.0%"
"46","Chris Ivory (FA)","9","42","4.7","10","0","0","1","3","2","2.0","0","0","1","5.4","5.4","0.0%"
"47","Kyle Juszczyk (SF)","1","8","8.0","8","0","0","3","3","15","5.0","0","0","1","5.3","5.3","0.0%"
"48","Eddie Lacy (FA)","11","52","4.7","19","0","0","0","0","0","0","0","0","1","5.2","5.2","0.0%"
"49","Mike Gillislee (FA)","12","49","4.1","13","0","0","0","0","0","0","0","0","1","4.9","4.9","0.0%"
"50","Latavius Murray (FA)","7","21","3.0","5","0","0","2","2","8","4.0","0","0","1","4.9","4.9","0.0%"
