"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Melvin Gordon III (DEN)","25","83","3.3","18","0","1","9","12","67","7.4","1","0","1","36.0","36.0","88.0%"
"2","Mark Ingram II (NO)","25","114","4.6","51","1","2","5","5","36","7.2","0","1","1","30.0","30.0","16.0%"
"3","Le'Veon Bell (FA)","32","179","5.6","27","1","1","3","6","12","4.0","0","0","1","28.1","28.1","0.0%"
"4","Adrian Peterson (FA)","26","134","5.2","27","1","2","0","0","0","0","0","0","1","25.4","25.4","4.0%"
"5","Jerick McKinnon (KC)","15","69","4.6","20","1","1","5","6","30","6.0","1","1","1","24.9","24.9","3.0%"
"6","Carlos Hyde (FA)","13","28","2.2","7","0","2","5","6","47","9.4","0","0","1","24.5","24.5","0.0%"
"7","Chris Ivory (FA)","2","3","1.5","2","0","0","9","10","74","8.2","1","0","1","22.7","22.7","0.0%"
"8","Christian McCaffrey (CAR)","4","8","2.0","4","0","0","10","14","56","5.6","1","0","1","22.4","22.4","100.0%"
"9","Leonard Fournette (TB)","21","130","6.2","75","1","1","2","2","8","4.0","0","0","1","21.8","21.8","100.0%"
"10","Derrick Henry (TEN)","19","131","6.9","72","1","1","1","1","14","14.0","0","0","1","21.5","21.5","100.0%"
"11","DeMarco Murray (FA)","12","40","3.3","7","0","1","4","4","47","11.8","0","0","1","18.7","18.7","0.0%"
"12","Jordan Howard (FA)","36","167","4.6","53","1","0","1","1","9","9.0","0","0","1","18.6","18.6","0.0%"
"13","Chris Thompson (FA)","16","33","2.1","11","0","0","4","5","105","26.3","0","0","1","17.8","17.8","0.0%"
"14","Matt Forte (FA)","9","22","2.4","7","0","0","8","8","59","7.4","0","0","1","16.1","16.1","38.0%"
"15","Kareem Hunt (CLE)","9","21","2.3","5","0","0","5","6","89","17.8","0","0","1","16.0","16.0","89.0%"
"16","Doug Martin (FA)","14","53","3.8","27","1","1","1","2","11","11.0","0","0","1","15.4","15.4","0.0%"
"17","Orleans Darkwa (FA)","21","117","5.6","47","1","0","1","1","13","13.0","0","0","1","14.0","14.0","0.0%"
"18","Samaje Perine (CIN)","9","23","2.6","8","0","0","3","3","24","8.0","1","0","1","13.7","13.7","5.0%"
"19","Jay Ajayi (FA)","26","130","5.0","18","0","0","0","3","0","0","0","0","1","13.0","13.0","7.0%"
"20","Todd Gurley II (FA)","23","116","5.0","14","0","0","1","1","4","4.0","0","0","1","13.0","13.0","0.0%"
"21","Devontae Booker (FA)","1","2","2.0","2","0","0","4","6","78","19.5","0","0","1","12.0","12.0","0.0%"
"22","Alvin Kamara (NO)","10","75","7.5","21","1","0","3","3","12","4.0","0","0","1","11.7","11.7","100.0%"
"23","Dion Lewis (FA)","11","52","4.7","11","0","1","0","0","0","0","0","0","1","11.2","11.2","2.0%"
"24","Lamar Miller (FA)","15","41","2.7","14","0","0","3","4","40","13.3","0","0","1","11.1","11.1","0.0%"
"25","Tevin Coleman (NYJ)","9","32","3.6","20","1","1","1","1","4","4.0","0","0","1","10.6","10.6","0.0%"
"26","Theo Riddick (FA)","2","8","4.0","4","0","0","5","7","45","9.0","0","0","1","10.3","10.3","0.0%"
"27","Devonta Freeman (FA)","9","68","7.6","44","1","0","2","4","11","5.5","0","0","1","9.9","9.9","0.0%"
"28","Javorius Allen (FA)","10","49","4.9","12","0","0","3","4","17","5.7","0","0","1","9.6","9.6","0.0%"
"29","Isaiah Crowell (FA)","12","58","4.8","14","0","0","2","2","15","7.5","0","0","1","9.3","9.3","0.0%"
