"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Melvin Gordon III (DEN)","20","105","5.3","16","0","0","6","8","58","9.7","2","0","1","34.3","34.3","88.0%"
"2","Leonard Fournette (TB)","28","181","6.5","90","1","2","1","1","3","3.0","0","0","1","31.4","31.4","100.0%"
"3","Jerick McKinnon (KC)","16","95","5.9","58","1","1","6","6","51","8.5","0","0","1","26.6","26.6","3.0%"
"4","Aaron Jones (GB)","19","125","6.6","22","1","1","1","1","9","9.0","0","0","1","20.4","20.4","100.0%"
"5","Le'Veon Bell (FA)","15","47","3.1","15","0","0","10","10","46","4.6","0","0","1","19.3","19.3","0.0%"
"6","Javorius Allen (FA)","21","73","3.5","9","0","1","4","5","12","3.0","0","0","1","18.5","18.5","0.0%"
"7","Duke Johnson Jr. (BUF)","6","20","3.3","8","0","0","3","3","63","21.0","1","0","1","17.3","17.3","0.0%"
"8","Marlon Mack (HOU)","9","91","10.1","35","2","1","1","1","2","2.0","0","0","1","16.3","16.3","29.0%"
"9","Charcandrick West (FA)","1","1","1.0","1","0","0","2","2","12","6.0","2","0","1","15.3","15.3","0.0%"
"10","Andre Ellington (FA)","1","-2","-2.0","0","0","0","9","10","65","7.2","0","0","1","15.3","15.3","0.0%"
"11","Doug Martin (FA)","13","74","5.7","17","0","1","1","3","8","8.0","0","0","1","15.2","15.2","0.0%"
"12","LeSean McCoy (FA)","19","63","3.3","14","0","0","6","9","26","4.3","0","0","1","14.9","14.9","2.0%"
"13","Christian McCaffrey (CAR)","3","7","2.3","5","0","0","5","7","31","6.2","1","0","1","14.8","14.8","100.0%"
"14","Kareem Hunt (CLE)","29","107","3.7","23","2","0","3","4","9","3.0","0","0","1","14.6","14.6","89.0%"
"15","Ezekiel Elliott (DAL)","29","116","4.0","25","1","0","1","2","16","16.0","0","0","1","14.2","14.2","99.0%"
"16","Orleans Darkwa (FA)","8","69","8.6","23","1","1","1","4","3","3.0","0","0","1","14.2","14.2","0.0%"
"17","Wayne Gallman Jr. (FA)","11","57","5.2","15","0","0","5","5","25","5.0","0","0","1","13.2","13.2","0.0%"
"18","James White (FA)","2","3","1.5","2","0","0","7","9","57","8.1","0","0","1","13.0","13.0","1.0%"
"19","Benny Cunningham Jr. (FA)","1","4","4.0","4","0","0","2","4","43","21.5","1","0","1","12.7","12.7","0.0%"
"20","Marshawn Lynch (FA)","12","43","3.6","9","0","1","1","2","10","10.0","0","0","1","12.3","12.3","0.0%"
"21","Frank Gore (FA)","14","48","3.4","16","0","0","3","4","38","12.7","0","0","1","11.6","11.6","24.0%"
"22","Joe Mixon (CIN)","15","51","3.4","12","0","1","0","0","0","0","0","0","1","11.1","11.1","100.0%"
"23","Lamar Miller (FA)","15","74","4.9","18","0","0","2","3","15","7.5","0","0","1","10.9","10.9","0.0%"
"24","Matt Breida (NYG)","10","49","4.9","14","0","0","3","5","22","7.3","0","0","1","10.1","10.1","1.0%"
"25","Kyle Juszczyk (SF)","1","3","3.0","3","0","0","2","4","14","7.0","1","0","1","9.7","9.7","0.0%"
"26","Theo Riddick (FA)","2","8","4.0","8","0","0","4","5","45","11.3","0","0","1","9.3","9.3","0.0%"
"27","DeMarco Murray (FA)","14","58","4.1","13","0","0","4","5","11","2.8","0","1","1","8.9","8.9","0.0%"
"28","Isaiah Crowell (FA)","16","60","3.8","16","0","0","2","3","7","3.5","0","0","1","8.7","8.7","0.0%"
"29","Shane Vereen (FA)","5","18","3.6","5","0","0","4","5","27","6.8","0","0","1","8.5","8.5","0.0%"
"30","Charles Sims (FA)","1","3","3.0","3","0","0","5","7","31","6.2","0","0","1","8.4","8.4","0.0%"
"31","Dion Lewis (FA)","7","53","7.6","31","1","0","2","2","10","5.0","0","0","1","8.3","8.3","2.0%"
"32","Jay Ajayi (FA)","25","77","3.1","11","0","0","2","3","2","1.0","0","1","1","7.9","7.9","7.0%"
"33","Jordan Howard (FA)","19","76","4.0","13","0","0","0","0","0","0","0","0","1","7.6","7.6","0.0%"
"34","LeGarrette Blount (FA)","14","74","5.3","37","1","0","0","0","0","0","0","0","1","7.4","7.4","0.0%"
"35","Jonathan Stewart (FA)","18","21","1.2","9","0","0","3","3","23","7.7","0","0","1","7.4","7.4","0.0%"
"36","Bilal Powell (FA)","2","5","2.5","5","0","0","4","5","28","7.0","0","0","1","7.3","7.3","0.0%"
"37","Zach Zenner (FA)","3","11","3.7","14","0","1","0","0","0","0","0","0","1","7.1","7.1","0.0%"
"38","J.D. McKissic (WAS)","2","0","0.0","3","0","0","3","5","36","12.0","0","0","1","6.6","6.6","30.0%"
"39","Mike Tolbert (FA)","3","16","5.3","6","0","0","3","3","18","6.0","0","0","1","6.4","6.4","0.0%"
"40","Latavius Murray (FA)","12","31","2.6","8","0","0","2","2","12","6.0","0","0","1","6.3","6.3","0.0%"
"41","Austin Ekeler (LAC)","4","0","0.0","2","0","0","3","6","28","9.3","0","0","1","5.8","5.8","100.0%"
"42","Alex Collins (FA)","12","55","4.6","25","1","0","0","0","0","0","0","0","1","5.5","5.5","19.0%"
"43","Thomas Rawls (FA)","8","20","2.5","7","0","0","2","3","15","7.5","0","0","1","5.5","5.5","0.0%"
"44","Mike Gillislee (FA)","12","52","4.3","9","0","0","0","0","0","0","0","0","1","5.2","5.2","0.0%"
"45","Giovani Bernard (TB)","2","2","1.0","1","0","0","2","2","30","15.0","0","0","1","5.2","5.2","0.0%"
"46","Todd Gurley II (FA)","14","43","3.1","11","0","0","2","4","7","3.5","0","1","1","5.0","5.0","0.0%"
"47","Elijah McGuire (FA)","11","20","1.8","7","0","0","2","3","10","5.0","0","0","1","5.0","5.0","0.0%"
"48","Malcolm Brown (FA)","0","0","0","0","0","0","2","2","29","14.5","0","0","1","4.9","4.9","0.0%"
"49","Corey Clement (FA)","7","17","2.4","6","0","0","1","1","22","22.0","0","0","1","4.9","4.9","0.0%"
"50","Ameer Abdullah (LV)","10","31","3.1","16","0","0","1","1","3","3.0","0","0","1","4.4","4.4","3.0%"
"51","Chris Ivory (FA)","8","41","5.1","19","0","0","0","0","0","0","0","0","1","4.1","4.1","0.0%"
"52","Chris Johnson (FA)","9","21","2.3","9","0","0","1","1","8","8.0","0","0","1","3.9","3.9","1.0%"
"53","Robert Turbin (FA)","4","6","1.5","4","0","0","2","2","13","6.5","0","0","1","3.9","3.9","0.0%"
"54","Eddie Lacy (FA)","9","19","2.1","6","0","0","1","1","9","9.0","0","0","1","3.8","3.8","0.0%"
"55","Damien Williams (ATL)","3","15","5.0","9","0","0","1","2","13","13.0","0","0","1","3.8","3.8","1.0%"
"56","Jalen Richard (FA)","9","37","4.1","14","0","0","0","2","0","0","0","0","1","3.7","3.7","1.0%"
"57","Keith Smith (ATL)","0","0","0","0","0","0","2","2","10","5.0","0","0","1","3.0","3.0","0.0%"
"58","Rod Smith (FA)","0","0","0","0","0","0","1","1","18","18.0","0","0","1","2.8","2.8","0.0%"
"59","Carlos Hyde (FA)","8","11","1.4","6","0","0","1","1","7","7.0","0","0","1","2.8","2.8","0.0%"
"60","D'Onta Foreman (CAR)","4","34","8.5","25","1","0","1","1","3","3.0","0","1","1","2.7","2.7","11.0%"
"61","Jacquizz Rodgers (FA)","3","2","0.7","1","0","0","1","1","13","13.0","0","0","1","2.5","2.5","0.0%"
"62","Kenjon Barner (TB)","5","23","4.6","16","0","0","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"63","C.J. Ham (MIN)","1","0","0.0","0","0","0","1","2","11","11.0","0","0","1","2.1","2.1","0.0%"
"64","Tarik Cohen (FA)","6","13","2.2","7","0","0","1","1","-6","-6.0","0","0","1","1.7","1.7","0.0%"
"65","Terrance West (FA)","2","17","8.5","13","0","0","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"66","Elijhaa Penny (FA)","0","0","0","0","0","0","1","1","6","6.0","0","0","1","1.6","1.6","0.0%"
"67","Jeremy Hill (FA)","4","16","4.0","8","0","0","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"68","Jamize Olawale (FA)","2","13","6.5","11","0","0","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"69","Alfred Morris (FA)","2","10","5.0","5","0","0","0","1","0","0","0","0","1","1.0","1.0","0.0%"
"70","Derrick Henry (TEN)","4","9","2.3","11","0","0","0","0","0","0","0","0","1","0.9","0.9","100.0%"
"71","James Conner (ARI)","3","9","3.0","5","0","0","0","1","0","0","0","0","1","0.9","0.9","99.0%"
"72","Raheem Mostert (MIA)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","36.0%"
"73","Aaron Ripkowski (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"74","Jamaal Williams (DET)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","39.0%"
"75","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Anthony Sherman (FA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"77","Taiwan Jones (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Jordan Todman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"79","Cordarrelle Patterson (ATL)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","89.0%"
"80","Fozzy Whittaker (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"81","Tommy Bohanon (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Brandon Bolden (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Travaris Cadet (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","Tre Madden (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","Alex Armah Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Devante Mays (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","Matt Dayes (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Derek Watt (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Kenyan Drake (FA)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.0%"
"90","Lawrence Thomas (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Danny Vitale (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Peyton Barber (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"93","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"94","Senorise Perry (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"95","Andre Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
