"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Todd Gurley II (FA)","22","118","5.4","34","1","0","10","13","158","15.8","2","0","1","49.6","49.6","0.0%"
"2","Dion Lewis (FA)","24","129","5.4","16","0","1","5","5","24","4.8","1","0","1","32.3","32.3","2.0%"
"3","Giovani Bernard (TB)","23","116","5.0","25","1","1","7","7","52","7.4","0","0","1","29.8","29.8","0.0%"
"4","C.J. Anderson (FA)","16","88","5.5","21","2","1","7","9","45","6.4","0","0","1","28.3","28.3","1.0%"
"5","Melvin Gordon III (DEN)","19","81","4.3","19","0","1","3","3","47","15.7","0","0","1","21.8","21.8","88.0%"
"6","Le'Veon Bell (FA)","14","69","4.9","22","1","1","5","8","28","5.6","0","0","1","20.7","20.7","0.0%"
"7","T.J. Yeldon (FA)","5","13","2.6","6","0","1","7","10","64","9.1","0","0","1","20.7","20.7","0.0%"
"8","Kareem Hunt (CLE)","29","91","3.1","24","1","1","4","4","15","3.8","0","0","1","20.6","20.6","89.0%"
"9","Bilal Powell (FA)","19","145","7.6","57","3","1","0","1","0","0","0","0","1","20.5","20.5","0.0%"
"10","LeSean McCoy (FA)","17","71","4.2","18","0","0","5","7","76","15.2","0","0","1","19.7","19.7","2.0%"
"11","Duke Johnson Jr. (BUF)","4","20","5.0","7","0","0","7","7","81","11.6","0","0","1","17.1","17.1","0.0%"
"12","Frank Gore (FA)","17","68","4.0","12","0","0","2","2","18","9.0","1","0","1","16.6","16.6","24.0%"
"13","Jordan Howard (FA)","22","44","2.0","16","0","2","0","0","0","0","0","0","1","16.4","16.4","0.0%"
"14","Carlos Hyde (FA)","21","54","2.6","10","0","1","3","3","19","6.3","0","0","1","16.3","16.3","0.0%"
"15","Leonard Fournette (TB)","18","48","2.7","7","0","1","3","3","22","7.3","0","0","1","16.0","16.0","100.0%"
"16","Alvin Kamara (NO)","12","32","2.7","15","0","0","7","9","58","8.3","0","0","1","16.0","16.0","100.0%"
"17","Ezekiel Elliott (DAL)","24","97","4.0","9","0","0","4","7","21","5.3","0","0","1","15.8","15.8","99.0%"
"18","Mark Ingram II (NO)","13","44","3.4","26","1","1","3","3","22","7.3","0","0","1","15.6","15.6","16.0%"
"19","Tevin Coleman (NYJ)","6","12","2.0","15","0","0","4","4","40","10.0","1","0","1","15.2","15.2","0.0%"
"20","Matt Breida (NYG)","11","74","6.7","30","1","1","1","1","8","8.0","0","0","1","15.2","15.2","1.0%"
"21","DeMarco Murray (FA)","15","48","3.2","9","0","1","3","4","11","3.7","0","0","1","14.9","14.9","0.0%"
"22","Jay Ajayi (FA)","14","52","3.7","14","0","0","2","3","21","10.5","1","1","1","13.3","13.3","7.0%"
"23","Kyle Juszczyk (SF)","0","0","0","0","0","0","5","5","76","15.2","0","0","1","12.6","12.6","0.0%"
"24","Wayne Gallman Jr. (FA)","10","18","1.8","7","0","0","6","8","44","7.3","0","0","1","12.2","12.2","0.0%"
"25","Mike Gillislee (FA)","6","28","4.7","12","0","1","1","1","15","15.0","0","0","1","11.3","11.3","0.0%"
"26","Alfred Blue (FA)","16","108","6.8","48","1","0","0","0","0","0","0","0","1","10.8","10.8","0.0%"
"27","Tion Green (FA)","7","43","6.1","12","0","1","0","0","0","0","0","0","1","10.3","10.3","0.0%"
"28","Devontae Booker (FA)","8","47","5.9","11","0","0","5","8","24","4.8","0","1","1","10.1","10.1","0.0%"
"29","Alex Collins (FA)","18","51","2.8","14","0","0","3","4","15","5.0","0","0","1","9.6","9.6","19.0%"
"30","Marshawn Lynch (FA)","25","95","3.8","16","0","0","2","3","-3","-1.5","0","1","1","9.2","9.2","0.0%"
"31","Danny Woodhead (FA)","1","8","8.0","8","0","0","5","6","33","6.6","0","0","1","9.1","9.1","41.0%"
"32","Kerwynn Williams (FA)","16","51","3.2","21","1","0","2","3","14","7.0","0","0","1","8.5","8.5","0.0%"
"33","Latavius Murray (FA)","21","69","3.3","14","0","0","1","1","6","6.0","0","0","1","8.5","8.5","0.0%"
"34","Samaje Perine (CIN)","17","53","3.1","11","0","0","3","3","21","7.0","0","1","1","8.4","8.4","5.0%"
"35","Mike Davis (BAL)","15","25","1.7","8","0","0","4","5","18","4.5","0","0","1","8.3","8.3","13.0%"
"36","Benny Cunningham Jr. (FA)","0","0","0","0","0","0","2","2","62","31.0","0","0","1","8.2","8.2","0.0%"
"37","Christian McCaffrey (CAR)","9","39","4.3","10","0","0","2","4","19","9.5","0","0","1","7.8","7.8","100.0%"
"38","Peyton Barber (FA)","13","51","3.9","34","1","0","2","2","4","2.0","0","0","1","7.5","7.5","1.0%"
"39","Lamar Miller (FA)","10","55","5.5","16","0","0","1","1","10","10.0","0","0","1","7.5","7.5","0.0%"
"40","Marlon Mack (HOU)","4","17","4.3","11","0","0","2","2","37","18.5","0","0","1","7.4","7.4","29.0%"
"41","Kapri Bibbs (FA)","7","26","3.7","13","0","0","2","4","28","14.0","0","0","1","7.4","7.4","0.0%"
"42","Theo Riddick (FA)","8","16","2.0","8","0","0","3","4","23","7.7","0","0","1","6.9","6.9","0.0%"
"43","Rod Smith (FA)","2","10","5.0","5","0","0","3","3","23","7.7","0","0","1","6.3","6.3","0.0%"
"44","Jerick McKinnon (KC)","7","42","6.0","17","0","0","1","2","9","9.0","0","0","1","6.1","6.1","3.0%"
"45","Roosevelt Nix (FA)","1","1","1.0","1","0","1","0","0","0","0","0","0","1","6.1","6.1","0.0%"
"46","Brian Hill (FA)","4","17","4.3","11","0","0","1","1","34","34.0","0","0","1","6.1","6.1","0.0%"
"47","Elijhaa Penny (FA)","8","24","3.0","7","0","0","2","2","14","7.0","0","0","1","5.8","5.8","0.0%"
"48","Jamaal Williams (DET)","15","58","3.9","9","0","0","0","3","0","0","0","0","1","5.8","5.8","39.0%"
"49","Charcandrick West (FA)","0","0","0","0","0","0","3","4","28","9.3","0","0","1","5.8","5.8","0.0%"
"50","Kenyan Drake (FA)","13","57","4.4","18","0","0","0","3","0","0","0","0","1","5.7","5.7","4.0%"
"51","Javorius Allen (FA)","8","37","4.6","10","0","0","1","1","10","10.0","0","0","1","5.7","5.7","0.0%"
"52","Devonta Freeman (FA)","11","36","3.3","15","0","0","2","3","20","10.0","0","1","1","5.6","5.6","0.0%"
"53","D.J. Foster (FA)","0","0","0","0","0","0","3","3","24","8.0","0","0","1","5.4","5.4","0.0%"
"54","Isaiah Crowell (FA)","12","44","3.7","8","0","0","1","4","-1","-1.0","0","0","1","5.3","5.3","0.0%"
"55","Joe Mixon (CIN)","3","12","4.0","9","0","0","2","3","20","10.0","0","0","1","5.2","5.2","100.0%"
"56","Derrick Henry (TEN)","8","25","3.1","10","0","0","1","1","6","6.0","0","0","1","4.1","4.1","100.0%"
"57","Andy Janovich (FA)","0","0","0","0","0","0","2","2","21","10.5","0","0","1","4.1","4.1","0.0%"
"58","Tarik Cohen (FA)","2","9","4.5","6","0","0","2","2","12","6.0","0","0","1","4.1","4.1","0.0%"
"59","Derek Watt (PIT)","1","3","3.0","3","0","0","1","1","23","23.0","0","0","1","3.6","3.6","0.0%"
"60","Jalen Richard (FA)","4","42","10.5","34","1","0","2","2","14","7.0","0","2","1","3.6","3.6","1.0%"
