"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Mark Ingram II (NO)","21","131","6.2","25","1","3","0","0","0","0","0","0","1","31.1","31.1","16.0%"
"2","DeMarco Murray (FA)","14","42","3.0","9","0","2","4","4","30","7.5","1","0","1","29.2","29.2","0.0%"
"3","Austin Ekeler (LAC)","10","42","4.2","11","0","0","5","5","77","15.4","2","1","1","26.9","26.9","100.0%"
"4","Alvin Kamara (NO)","12","106","8.8","19","0","1","5","5","32","6.4","0","0","1","24.8","24.8","100.0%"
"5","Christian McCaffrey (CAR)","5","23","4.6","16","0","1","3","7","27","9.0","1","0","1","20.0","20.0","100.0%"
"6","Todd Gurley II (FA)","11","68","6.2","34","1","0","6","7","68","11.3","0","0","1","19.6","19.6","0.0%"
"7","Kenyan Drake (FA)","7","82","11.7","66","1","1","2","2","10","5.0","0","0","1","17.2","17.2","4.0%"
"8","Isaiah Crowell (FA)","16","90","5.6","21","1","1","1","2","5","5.0","0","0","1","16.5","16.5","0.0%"
"9","Le'Veon Bell (FA)","26","80","3.1","15","0","0","5","6","32","6.4","0","0","1","16.2","16.2","0.0%"
"10","Tevin Coleman (NYJ)","20","83","4.2","19","0","1","1","1","5","5.0","0","0","1","15.8","15.8","0.0%"
"11","Rex Burkhead (HOU)","10","36","3.6","8","0","0","3","3","27","9.0","1","0","1","15.3","15.3","2.0%"
"12","Ty Montgomery (NE)","6","54","9.0","37","1","1","2","2","14","7.0","0","0","1","14.8","14.8","1.0%"
"13","Duke Johnson Jr. (BUF)","10","54","5.4","19","0","0","6","6","34","5.7","0","0","1","14.8","14.8","0.0%"
"14","Theo Riddick (FA)","4","35","8.8","21","1","0","3","3","12","4.0","1","0","1","13.7","13.7","0.0%"
"15","Orleans Darkwa (FA)","14","70","5.0","20","1","0","2","2","18","9.0","0","0","1","12.8","12.8","0.0%"
"16","Matt Breida (NYG)","9","55","6.1","33","1","1","1","2","3","3.0","0","0","1","12.8","12.8","1.0%"
"17","Latavius Murray (FA)","17","68","4.0","14","0","1","0","0","0","0","0","0","1","12.8","12.8","0.0%"
"18","Cameron Artis-Payne (FA)","7","68","9.7","43","1","1","0","0","0","0","0","0","1","12.8","12.8","0.0%"
"19","Ameer Abdullah (LV)","11","52","4.7","20","1","1","1","2","3","3.0","0","0","1","12.5","12.5","3.0%"
"20","Carlos Hyde (FA)","17","98","5.8","28","2","0","2","3","6","3.0","0","0","1","12.4","12.4","0.0%"
"21","Charles Sims (FA)","3","20","6.7","21","1","0","3","4","10","3.3","1","0","1","12.0","12.0","0.0%"
"22","Andre Ellington (FA)","2","4","2.0","3","0","1","3","6","26","8.7","0","0","1","12.0","12.0","0.0%"
"23","Corey Grant (FA)","1","56","56.0","56","1","1","0","0","0","0","0","0","1","11.6","11.6","0.0%"
"24","Dion Lewis (FA)","14","55","3.9","9","0","1","0","0","0","0","0","0","1","11.5","11.5","2.0%"
"25","T.J. Yeldon (FA)","3","11","3.7","8","0","0","6","8","39","6.5","0","0","1","11.0","11.0","0.0%"
"26","Jonathan Stewart (FA)","17","110","6.5","18","0","0","0","0","0","0","0","0","1","11.0","11.0","0.0%"
"27","Joe Mixon (CIN)","9","37","4.1","13","0","1","1","3","3","3.0","0","0","1","11.0","11.0","100.0%"
"28","Trey Edmunds (FA)","9","48","5.3","41","1","1","0","0","0","0","0","0","1","10.8","10.8","0.0%"
"29","James White (FA)","2","7","3.5","4","0","0","3","3","11","3.7","1","0","1","10.8","10.8","1.0%"
