"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Todd Gurley II (FA)","21","152","7.2","57","1","3","3","3","28","9.3","1","0","1","45.0","45.0","0.0%"
"2","Kareem Hunt (CLE)","24","155","6.5","23","2","1","7","9","51","7.3","1","0","1","39.6","39.6","89.0%"
"3","Mark Ingram II (NO)","12","74","6.2","50","1","2","5","6","77","15.4","0","0","1","32.1","32.1","16.0%"
"4","Devonta Freeman (FA)","22","126","5.7","32","2","1","5","7","68","13.6","0","0","1","30.4","30.4","0.0%"
"5","Melvin Gordon III (DEN)","19","78","4.1","15","0","1","6","8","91","15.2","0","0","1","28.9","28.9","88.0%"
"6","Le'Veon Bell (FA)","24","117","4.9","18","0","1","5","6","48","9.6","0","0","1","27.5","27.5","0.0%"
"7","LeSean McCoy (FA)","20","50","2.5","14","0","1","4","5","46","11.5","1","0","1","25.6","25.6","2.0%"
"8","Christian McCaffrey (CAR)","12","63","5.3","15","0","0","6","7","73","12.2","1","0","1","25.6","25.6","100.0%"
"9","Kenyan Drake (FA)","16","78","4.9","31","1","1","6","11","35","5.8","0","0","1","23.3","23.3","4.0%"
"10","Alvin Kamara (NO)","12","44","3.7","12","0","0","6","7","45","7.5","1","0","1","20.9","20.9","100.0%"
"11","Jerick McKinnon (KC)","9","24","2.7","9","0","0","7","8","114","16.3","0","0","1","20.8","20.8","3.0%"
"12","Latavius Murray (FA)","20","76","3.8","14","0","1","1","1","28","28.0","0","0","1","17.4","17.4","0.0%"
"13","Elijah McGuire (FA)","4","24","6.0","10","0","0","3","3","48","16.0","1","0","1","16.2","16.2","0.0%"
"14","C.J. Anderson (FA)","30","158","5.3","16","0","0","0","1","0","0","0","0","1","15.8","15.8","1.0%"
"15","Kapri Bibbs (FA)","2","6","3.0","6","0","0","4","4","47","11.8","1","0","1","15.3","15.3","0.0%"
"16","Duke Johnson Jr. (BUF)","7","23","3.3","12","0","1","5","7","40","8.0","0","1","1","15.3","15.3","0.0%"
"17","Dion Lewis (FA)","13","67","5.2","12","0","1","1","2","13","13.0","0","0","1","15.0","15.0","2.0%"
"18","Wayne Gallman Jr. (FA)","8","39","4.9","11","0","0","6","7","40","6.7","0","0","1","13.9","13.9","0.0%"
"19","Benny Cunningham Jr. (FA)","0","0","0","0","0","0","4","5","33","8.3","1","0","1","13.3","13.3","0.0%"
"20","Giovani Bernard (TB)","14","30","2.1","4","0","1","3","5","13","4.3","0","0","1","13.3","13.3","0.0%"
"21","Corey Grant (FA)","10","69","6.9","20","1","1","0","0","0","0","0","0","1","12.9","12.9","0.0%"
"22","Rod Smith (FA)","7","13","1.9","6","0","1","3","3","21","7.0","0","0","1","12.4","12.4","0.0%"
"23","Marshawn Lynch (FA)","16","76","4.8","19","0","0","3","4","16","5.3","0","0","1","12.2","12.2","0.0%"
"24","Tommy Bohanon (FA)","2","2","1.0","1","0","2","0","0","0","0","0","0","1","12.2","12.2","0.0%"
"25","Jay Ajayi (FA)","12","49","4.1","22","1","0","2","2","40","20.0","0","0","1","10.9","10.9","7.0%"
"26","Isaiah Crowell (FA)","5","72","14.4","59","1","0","4","5","-7","-1.8","0","0","1","10.5","10.5","0.0%"
"27","Bilal Powell (FA)","13","44","3.4","11","0","1","0","1","0","0","0","0","1","10.4","10.4","0.0%"
"28","Jordan Howard (FA)","10","37","3.7","16","0","0","4","4","26","6.5","0","0","1","10.3","10.3","0.0%"
"29","Alex Collins (FA)","12","19","1.6","6","0","0","5","8","33","6.6","0","0","1","10.2","10.2","19.0%"
"30","Frank Gore (FA)","10","31","3.1","9","0","0","3","4","37","12.3","0","0","1","9.8","9.8","24.0%"
"31","T.J. Yeldon (FA)","7","27","3.9","9","0","0","4","5","25","6.3","0","0","1","9.2","9.2","0.0%"
"32","Danny Woodhead (FA)","1","1","1.0","1","0","0","6","7","31","5.2","0","0","1","9.2","9.2","41.0%"
"33","J.D. McKissic (WAS)","6","20","3.3","5","0","0","3","4","38","12.7","0","0","1","8.8","8.8","30.0%"
"34","Rex Burkhead (HOU)","4","12","3.0","6","0","1","1","1","5","5.0","0","0","1","8.7","8.7","2.0%"
"35","Samaje Perine (CIN)","14","37","2.6","6","0","0","2","2","29","14.5","0","0","1","8.6","8.6","5.0%"
"36","Orleans Darkwa (FA)","9","7","0.8","5","0","1","1","3","9","9.0","0","0","1","8.6","8.6","0.0%"
"37","Javorius Allen (FA)","13","70","5.4","16","0","0","1","3","4","4.0","0","0","1","8.4","8.4","0.0%"
"38","Alfred Morris (FA)","16","61","3.8","16","0","0","2","2","0","0.0","0","0","1","8.1","8.1","0.0%"
"39","Shane Vereen (FA)","5","15","3.0","17","0","0","5","5","15","3.0","0","0","1","8.0","8.0","0.0%"
"40","Peyton Barber (FA)","13","53","4.1","9","0","0","3","3","15","5.0","0","1","1","7.8","7.8","1.0%"
"41","DeMarco Murray (FA)","18","59","3.3","11","0","0","1","1","4","4.0","0","0","1","7.3","7.3","0.0%"
"42","Theo Riddick (FA)","8","49","6.1","12","0","0","3","3","12","4.0","0","1","1","7.1","7.1","0.0%"
"43","Aaron Jones (GB)","3","47","15.7","23","2","0","1","2","6","6.0","0","0","1","6.3","6.3","100.0%"
"44","D.J. Foster (FA)","0","0","0","0","0","0","4","9","22","5.5","0","0","1","6.2","6.2","0.0%"
"45","Kerwynn Williams (FA)","17","61","3.6","12","0","0","0","1","0","0","0","0","1","6.1","6.1","0.0%"
"46","Mike Davis (BAL)","6","19","3.2","11","0","0","2","2","20","10.0","0","0","1","5.9","5.9","13.0%"
"47","Devontae Booker (FA)","11","39","3.5","12","0","0","1","1","10","10.0","0","0","1","5.9","5.9","0.0%"
"48","Carlos Hyde (FA)","16","25","1.6","8","0","0","2","2","14","7.0","0","0","1","5.9","5.9","0.0%"
"49","Tarik Cohen (FA)","2","1","0.5","4","0","0","4","6","16","4.0","0","0","1","5.7","5.7","0.0%"
"50","Terron Ward (FA)","8","40","5.0","13","0","0","1","1","6","6.0","0","0","1","5.6","5.6","0.0%"
"51","Alfred Blue (FA)","12","55","4.6","7","0","0","0","1","0","0","0","0","1","5.5","5.5","0.0%"
"52","Matt Forte (FA)","7","24","3.4","11","0","0","2","5","10","5.0","0","0","1","5.4","5.4","38.0%"
"53","Lamar Miller (FA)","9","32","3.6","11","0","0","2","4","1","0.5","0","0","1","5.3","5.3","0.0%"
"54","Ameer Abdullah (LV)","1","8","8.0","8","0","0","3","4","13","4.3","0","0","1","5.1","5.1","3.0%"
"55","Travaris Cadet (FA)","4","24","6.0","12","0","0","1","1","14","14.0","0","0","1","4.8","4.8","0.0%"
"56","Derrick Henry (TEN)","7","19","2.7","10","0","0","2","2","9","4.5","0","0","1","4.8","4.8","100.0%"
"57","Jonathan Stewart (FA)","11","27","2.5","9","0","0","1","1","9","9.0","0","0","1","4.6","4.6","0.0%"
