"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Dion Lewis (FA)","26","93","3.6","17","0","1","6","7","40","6.7","1","0","1","31.3","31.3","2.0%"
"2","Devonta Freeman (FA)","11","23","2.1","5","0","0","9","11","85","9.4","1","0","1","25.8","25.8","0.0%"
"3","Alvin Kamara (NO)","9","44","4.9","19","0","1","6","7","84","14.0","0","0","1","24.8","24.8","100.0%"
"4","Latavius Murray (FA)","20","111","5.6","22","1","2","1","1","3","3.0","0","0","1","24.4","24.4","0.0%"
"5","Carlos Hyde (FA)","15","88","5.9","16","0","2","2","4","10","5.0","0","1","1","21.8","21.8","0.0%"
"6","Orleans Darkwa (FA)","20","154","7.7","75","1","1","0","1","0","0","0","0","1","21.4","21.4","0.0%"
"7","Duke Johnson Jr. (BUF)","6","20","3.3","10","0","1","6","6","75","12.5","0","1","1","19.5","19.5","0.0%"
"8","Derrick Henry (TEN)","28","51","1.8","13","0","0","1","2","66","66.0","1","0","1","18.7","18.7","100.0%"
"9","Melvin Gordon III (DEN)","17","93","5.5","17","0","0","6","7","31","5.2","0","0","1","18.4","18.4","88.0%"
"10","Kapri Bibbs (FA)","12","47","3.9","16","0","0","8","9","53","6.6","0","0","1","18.0","18.0","0.0%"
"11","Leonard Fournette (TB)","19","69","3.6","9","0","0","4","5","67","16.8","0","0","1","17.6","17.6","100.0%"
"12","Alex Collins (FA)","20","78","3.9","17","0","1","2","6","18","9.0","0","0","1","17.6","17.6","19.0%"
"13","Alfred Blue (FA)","18","39","2.2","8","0","1","4","5","36","9.0","0","0","1","17.5","17.5","0.0%"
"14","Ezekiel Elliott (DAL)","27","103","3.8","25","1","0","3","5","38","12.7","0","0","1","17.1","17.1","99.0%"
"15","Peyton Barber (FA)","17","71","4.2","8","0","1","2","4","18","9.0","0","0","1","16.9","16.9","1.0%"
"16","Anthony Sherman (FA)","14","40","2.9","9","0","1","3","4","21","7.0","0","0","1","15.1","15.1","0.0%"
"17","Jamaal Williams (DET)","22","82","3.7","14","0","0","3","5","31","10.3","0","0","1","14.3","14.3","39.0%"
"18","Frank Gore (FA)","24","100","4.2","16","0","0","3","3","11","3.7","0","0","1","14.1","14.1","24.0%"
"19","Stevan Ridley (FA)","17","80","4.7","21","1","1","0","0","0","0","0","0","1","14.0","14.0","0.0%"
"20","Marshawn Lynch (FA)","19","101","5.3","19","0","0","2","3","18","9.0","0","0","1","13.9","13.9","0.0%"
"21","Giovani Bernard (TB)","10","52","5.2","21","1","0","6","9","18","3.0","0","0","1","13.0","13.0","0.0%"
"22","Kenyan Drake (FA)","14","75","5.4","32","1","0","3","3","15","5.0","0","0","1","12.0","12.0","4.0%"
"23","Marlon Mack (HOU)","7","28","4.0","12","0","1","2","3","10","5.0","0","0","1","11.8","11.8","29.0%"
"24","De'Angelo Henderson Sr. (FA)","5","15","3.0","5","0","0","1","1","29","29.0","1","0","1","11.4","11.4","0.0%"
"25","Matt Breida (NYG)","12","72","6.0","15","0","0","1","2","32","32.0","0","0","1","11.4","11.4","1.0%"
"26","Christian McCaffrey (CAR)","6","14","2.3","8","0","0","5","8","40","8.0","0","0","1","10.4","10.4","100.0%"
"27","Malcolm Brown (FA)","14","54","3.9","20","1","0","4","5","7","1.8","0","0","1","10.1","10.1","0.0%"
"28","Ameer Abdullah (LV)","8","18","2.3","7","0","1","1","2","11","11.0","0","0","1","9.9","9.9","3.0%"
"29","Elijhaa Penny (FA)","8","39","4.9","11","0","1","0","1","0","0","0","0","1","9.9","9.9","0.0%"
"30","Kareem Hunt (CLE)","1","35","35.0","35","1","1","0","0","0","0","0","0","1","9.5","9.5","89.0%"
"31","Mark Ingram II (NO)","13","35","2.7","10","0","0","4","4","19","4.8","0","0","1","9.4","9.4","16.0%"
"32","Lance Dunbar (FA)","6","20","3.3","8","0","1","1","2","1","1.0","0","0","1","9.1","9.1","0.0%"
"33","Kerwynn Williams (FA)","23","75","3.3","9","0","0","1","1","6","6.0","0","0","1","9.1","9.1","0.0%"
"34","Wayne Gallman Jr. (FA)","15","89","5.9","24","2","0","0","2","0","0","0","0","1","8.9","8.9","0.0%"
"35","Tarik Cohen (FA)","3","13","4.3","10","0","0","6","8","14","2.3","0","0","1","8.7","8.7","0.0%"
"36","Joe Mixon (CIN)","18","96","5.3","17","0","0","1","1","1","1.0","0","1","1","8.7","8.7","100.0%"
"37","Mike Davis (BAL)","10","48","4.8","33","1","0","2","3","16","8.0","0","0","1","8.4","8.4","13.0%"
"38","Zach Line (FA)","1","5","5.0","5","0","0","1","1","3","3.0","1","0","1","7.8","7.8","0.0%"
"39","Marcus Murphy (FA)","7","41","5.9","25","1","0","2","2","7","3.5","0","0","1","6.8","6.8","0.0%"
"40","Bilal Powell (FA)","13","46","3.5","24","1","0","1","2","10","10.0","0","0","1","6.6","6.6","0.0%"
"41","Brandon Bolden (LV)","9","46","5.1","20","1","0","1","4","7","7.0","0","0","1","6.3","6.3","0.0%"
"42","C.J. Anderson (FA)","18","61","3.4","10","0","0","0","1","0","0","0","0","1","6.1","6.1","1.0%"
"43","Wendell Smallwood (FA)","4","6","1.5","5","0","0","3","3","24","8.0","0","0","1","6.0","6.0","0.0%"
"44","Danny Woodhead (FA)","1","3","3.0","3","0","0","4","6","16","4.0","0","0","1","5.9","5.9","41.0%"
"45","J.D. McKissic (WAS)","4","9","2.3","7","0","0","3","3","20","6.7","0","0","1","5.9","5.9","30.0%"
"46","Kyle Juszczyk (SF)","0","0","0","0","0","0","4","4","19","4.8","0","0","1","5.9","5.9","0.0%"
"47","LeGarrette Blount (FA)","9","37","4.1","9","0","0","1","1","11","11.0","0","0","1","5.8","5.8","0.0%"
"48","Tevin Coleman (NYJ)","11","23","2.1","6","0","0","2","2","14","7.0","0","0","1","5.7","5.7","0.0%"
"49","De'Veon Smith (FA)","0","0","0","0","0","0","3","3","27","9.0","0","0","1","5.7","5.7","0.0%"
"50","Devontae Booker (FA)","3","21","7.0","14","0","0","1","1","25","25.0","0","0","1","5.6","5.6","0.0%"
"51","Mike Tolbert (FA)","7","39","5.6","16","0","0","1","2","6","6.0","0","0","1","5.5","5.5","0.0%"
"52","Tion Green (FA)","9","21","2.3","10","0","0","2","2","14","7.0","0","0","1","5.5","5.5","0.0%"
"53","LeSean McCoy (FA)","11","10","0.9","5","0","0","2","3","22","11.0","0","0","1","5.2","5.2","2.0%"
"54","Fitzgerald Toussaint (FA)","5","22","4.4","7","0","0","2","3","9","4.5","0","0","1","5.1","5.1","0.0%"
"55","Thomas Rawls (FA)","3","8","2.7","5","0","0","2","3","20","10.0","0","0","1","4.8","4.8","0.0%"
"56","Jerick McKinnon (KC)","12","44","3.7","14","0","0","0","1","0","0","0","0","1","4.4","4.4","3.0%"
"57","Theo Riddick (FA)","4","10","2.5","3","0","0","2","3","12","6.0","0","0","1","4.2","4.2","0.0%"
"58","Elijah McGuire (FA)","4","-6","-1.5","3","0","0","3","6","16","5.3","0","0","1","4.0","4.0","0.0%"
"59","Jacquizz Rodgers (FA)","0","0","0","0","0","0","2","2","20","10.0","0","0","1","4.0","4.0","0.0%"
"60","Akeem Hunt (FA)","4","25","6.3","11","0","0","1","2","4","4.0","0","0","1","3.9","3.9","0.0%"
"61","Javorius Allen (FA)","5","37","7.4","19","0","0","0","1","0","0","0","0","1","3.7","3.7","0.0%"
"62","Lamar Miller (FA)","8","37","4.6","16","0","0","0","0","0","0","0","0","1","3.7","3.7","0.0%"
"63","Devante Mays (FA)","1","2","2.0","2","0","0","3","3","0","0.0","0","0","1","3.2","3.2","0.0%"
"64","D.J. Foster (FA)","1","3","3.0","3","0","0","1","3","17","17.0","0","0","1","3.0","3.0","0.0%"
"65","Branden Oliver (FA)","7","13","1.9","11","0","0","1","1","6","6.0","0","0","1","2.9","2.9","0.0%"
"66","Paul Perkins (FA)","3","7","2.3","4","0","0","1","1","11","11.0","0","0","1","2.8","2.8","0.0%"
"67","Jordan Howard (FA)","9","9","1.0","4","0","0","1","1","5","5.0","0","0","1","2.4","2.4","0.0%"
"68","DeAndre Washington (FA)","2","3","1.5","2","0","0","2","3","0","0.0","0","0","1","2.3","2.3","11.0%"
"69","Kenjon Barner (TB)","1","-2","-2.0","0","0","0","1","1","14","14.0","0","0","1","2.2","2.2","0.0%"
"70","Senorise Perry (FA)","3","8","2.7","5","0","0","1","1","3","3.0","0","0","1","2.1","2.1","0.0%"
"71","Isaiah Crowell (FA)","15","21","1.4","7","0","0","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"72","Jay Prosch (FA)","0","0","0","0","0","0","1","1","9","9.0","0","0","1","1.9","1.9","0.0%"
"73","Fozzy Whittaker (FA)","1","0","0.0","0","0","0","1","1","9","9.0","0","0","1","1.9","1.9","0.0%"
"74","Benny Cunningham Jr. (FA)","0","0","0","0","0","0","1","1","6","6.0","0","0","1","1.6","1.6","0.0%"
"75","C.J. Ham (MIN)","0","0","0","0","0","0","1","1","6","6.0","0","0","1","1.6","1.6","0.0%"
"76","Jalen Richard (FA)","0","0","0","0","0","0","1","1","6","6.0","0","0","1","1.6","1.6","1.0%"
"77","Cameron Artis-Payne (FA)","5","16","3.2","12","0","0","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"78","Shane Vereen (FA)","3","14","4.7","8","0","0","0","2","0","0","0","0","1","1.4","1.4","0.0%"
"79","Patrick DiMarco (FA)","0","0","0","0","0","0","1","1","4","4.0","0","0","1","1.4","1.4","0.0%"
"80","Roosevelt Nix (FA)","2","-1","-0.5","0","0","0","1","1","5","5.0","0","0","1","1.4","1.4","0.0%"
"81","T.J. Yeldon (FA)","4","5","1.3","4","0","0","1","2","-2","-2.0","0","0","1","1.3","1.3","0.0%"
"82","Patrick Ricard (BAL)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","1.2","1.2","0.0%"
"83","Michael Burton (KC)","1","0","0.0","0","0","0","1","1","0","0.0","0","0","1","1.0","1.0","0.0%"
"84","Charles Sims (FA)","1","6","6.0","6","0","0","0","1","0","0","0","0","1","0.6","0.6","0.0%"
"85","Samaje Perine (CIN)","2","3","1.5","4","0","0","0","0","0","0","0","0","1","0.3","0.3","5.0%"
"86","Derek Watt (PIT)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"87","Alfred Morris (FA)","2","1","0.5","4","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"88","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Cordarrelle Patterson (ATL)","0","0","0","0","0","0","1","1","4","4.0","0","0","1","0.0","0.0","89.0%"
"90","Tommy Bohanon (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Andre Ellington (FA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"92","Jamize Olawale (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Brian Hill (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"94","Corey Clement (FA)","1","0","0.0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"95","Justin Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"96","Alex Armah Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Marquez Williams (FA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"98","Matt Dayes (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","Austin Ekeler (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","100.0%"
"100","Andy Janovich (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Josh Ferguson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"102","Lawrence Thomas (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Dare Ogunbowale (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"104","Trey Edmunds (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"105","Shane Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"106","Ryan Hewitt (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"108","Derrick Coleman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"109","James Develin (FA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"110","David Fluellen (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"111","Corey Grant (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
