"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"36","Tre Madden (FA)","0","0","0","0","0","0","1","1","66","66.0","0","0","1","7.6","7.6","0.0%"
"37","Dion Lewis (FA)","15","44","2.9","10","0","0","2","2","10","5.0","0","0","1","7.4","7.4","2.0%"
"38","Devonta Freeman (FA)","12","41","3.4","7","0","0","1","3","20","20.0","0","0","1","7.1","7.1","0.0%"
"39","Ameer Abdullah (LV)","11","27","2.5","8","0","0","3","3","11","3.7","0","0","1","6.8","6.8","3.0%"
"40","Javorius Allen (FA)","17","55","3.2","9","0","0","1","3","2","2.0","0","0","1","6.7","6.7","0.0%"
"41","Theo Riddick (FA)","4","21","5.3","10","0","0","2","2","24","12.0","0","0","1","6.5","6.5","0.0%"
"42","Jamize Olawale (FA)","2","3","1.5","2","0","1","0","0","0","0","0","0","1","6.3","6.3","0.0%"
"43","Latavius Murray (FA)","19","39","2.1","10","0","0","1","1","8","8.0","0","0","1","5.7","5.7","0.0%"
"44","Corey Clement (FA)","10","54","5.4","22","1","0","0","1","0","0","0","0","1","5.4","5.4","0.0%"
"45","Mike Gillislee (FA)","11","34","3.1","9","0","0","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"46","Jamaal Charles (FA)","8","39","4.9","18","0","0","1","1","5","5.0","0","1","1","3.4","3.4","0.0%"
"47","Austin Ekeler (LAC)","2","8","4.0","5","0","0","1","1","13","13.0","0","0","1","3.1","3.1","100.0%"
"48","Kenjon Barner (TB)","0","0","0","0","0","0","2","2","11","5.5","0","0","1","3.1","3.1","0.0%"
"49","Dwayne Washington (NO)","6","12","2.0","4","0","0","1","1","4","4.0","0","0","1","2.6","2.6","0.0%"
"50","Matt Dayes (FA)","0","0","0","0","0","0","1","1","15","15.0","0","0","1","2.5","2.5","0.0%"
"51","Wendell Smallwood (FA)","1","5","5.0","5","0","0","1","2","9","9.0","0","0","1","2.4","2.4","0.0%"
"52","Kenyan Drake (FA)","6","22","3.7","12","0","0","0","1","0","0","0","0","1","2.2","2.2","4.0%"
"53","Mike Tolbert (FA)","4","14","3.5","6","0","0","1","1","-2","-2.0","0","0","1","2.2","2.2","0.0%"
"54","J.D. McKissic (WAS)","4","6","1.5","4","0","0","1","2","6","6.0","0","0","1","2.2","2.2","30.0%"
"55","Alfred Blue (FA)","5","21","4.2","7","0","0","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"56","Cameron Artis-Payne (FA)","4","8","2.0","11","0","0","1","1","2","2.0","0","0","1","2.0","2.0","0.0%"
"57","Charcandrick West (FA)","0","0","0","0","0","0","1","2","4","4.0","0","0","1","1.4","1.4","0.0%"
"58","Kyle Juszczyk (SF)","1","12","12.0","12","0","0","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"59","Patrick Ricard (BAL)","0","0","0","0","0","0","1","1","1","1.0","0","0","1","1.1","1.1","0.0%"
"60","Jeremy Hill (FA)","4","11","2.8","10","0","0","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"61","Benny Cunningham Jr. (FA)","1","0","0.0","0","0","0","1","1","0","0.0","0","0","1","1.0","1.0","0.0%"
"62","Damien Williams (ATL)","0","0","0","0","0","0","1","2","-1","-1.0","0","0","1","0.9","0.9","1.0%"
"63","Jacquizz Rodgers (FA)","1","1","1.0","1","0","0","1","1","-5","-5.0","0","0","1","0.6","0.6","0.0%"
"64","Giovani Bernard (TB)","2","5","2.5","3","0","0","0","2","0","0","0","0","1","0.5","0.5","0.0%"
"65","Alfred Morris (FA)","3","3","1.0","4","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"66","Branden Oliver (FA)","3","3","1.0","2","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"67","Elijah McGuire (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"68","James Conner (ARI)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","99.0%"
"69","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"70","Anthony Sherman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"71","Taiwan Jones (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"72","Jordan Todman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Eddie Lacy (FA)","6","0","0.0","3","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Cordarrelle Patterson (ATL)","0","0","0","0","0","0","3","4","7","2.3","0","0","1","0.0","0.0","89.0%"
"75","Bobby Rainey (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Brandon Bolden (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","C.J. Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","D'Onta Foreman (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","11.0%"
"79","Elijah Hood (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"80","Samaje Perine (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.0%"
"81","Derek Watt (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Andy Janovich (FA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"83","Josh Ferguson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","Lawrence Thomas (FA)","1","0","0.0","0","0","0","2","2","11","5.5","0","0","1","0.0","0.0","0.0%"
"85","Peyton Barber (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"86","Danny Vitale (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Trey Edmunds (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Senorise Perry (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Charles Sims (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Joe Banyard (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Patrick DiMarco (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"94","Derrick Coleman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"95","James Develin (FA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"96","Zach Line (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Jay Prosch (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Roosevelt Nix (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","Akeem Hunt (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"100","Michael Burton (KC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Raheem Mostert (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","36.0%"
"102","Terron Ward (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Rod Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"104","Terrell Watson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"105","Matt Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"106","Thomas Rawls (FA)","6","-1","-0.2","3","0","0","0","1","0","0","0","0","1","-0.1","-0.1","0.0%"
""
""
