"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Ezekiel Elliott (DAL)","26","147","5.7","25","1","2","1","3","72","72.0","1","0","1","40.9","40.9","99.0%"
"2","LeSean McCoy (FA)","23","91","4.0","23","1","2","5","7","31","6.2","0","1","1","27.2","27.2","2.0%"
"3","Todd Gurley II (FA)","22","106","4.8","18","0","1","4","8","48","12.0","0","0","1","25.4","25.4","0.0%"
"4","Aaron Jones (GB)","17","131","7.7","46","2","1","3","5","7","2.3","0","0","1","22.8","22.8","100.0%"
"5","Le'Veon Bell (FA)","35","134","3.8","15","0","0","3","3","58","19.3","0","0","1","22.2","22.2","0.0%"
"6","T.J. Yeldon (FA)","9","122","13.6","58","2","1","2","2","15","7.5","0","0","1","21.7","21.7","0.0%"
"7","Mark Ingram II (NO)","22","105","4.8","23","1","1","4","5","5","1.3","0","0","1","21.0","21.0","16.0%"
"8","Chris Thompson (FA)","7","38","5.4","15","0","0","5","5","26","5.2","1","0","1","17.4","17.4","0.0%"
"9","Latavius Murray (FA)","18","113","6.3","35","2","1","0","0","0","0","0","0","1","17.3","17.3","0.0%"
"10","Kareem Hunt (CLE)","18","87","4.8","34","1","0","4","4","30","7.5","0","0","1","15.7","15.7","89.0%"
"11","James White (FA)","4","19","4.8","8","0","0","5","5","28","5.6","1","0","1","15.7","15.7","1.0%"
"12","Alvin Kamara (NO)","9","57","6.3","19","0","0","5","7","50","10.0","0","0","1","15.7","15.7","100.0%"
"13","Austin Ekeler (LAC)","7","38","5.4","11","0","0","4","4","6","1.5","1","0","1","14.4","14.4","100.0%"
"14","Matt Forte (FA)","7","41","5.9","15","0","0","5","5","41","8.2","0","0","1","13.2","13.2","38.0%"
"15","Duke Johnson Jr. (BUF)","7","26","3.7","10","0","0","6","7","45","7.5","0","0","1","13.1","13.1","0.0%"
"16","DeAndre Washington (FA)","9","33","3.7","11","0","1","3","4","7","2.3","0","0","1","13.0","13.0","11.0%"
"17","Javorius Allen (FA)","6","20","3.3","7","0","0","8","11","29","3.6","0","0","1","12.9","12.9","0.0%"
"18","Carlos Hyde (FA)","14","68","4.9","16","0","0","4","8","20","5.0","0","0","1","12.8","12.8","0.0%"
"19","Devonta Freeman (FA)","12","72","6.0","21","1","0","3","3","18","6.0","0","0","1","12.0","12.0","0.0%"
"20","Christian McCaffrey (CAR)","7","10","1.4","4","0","0","7","9","36","5.1","0","0","1","11.6","11.6","100.0%"
"21","Jalen Richard (FA)","9","31","3.4","10","0","0","4","4","45","11.3","0","0","1","11.6","11.6","1.0%"
"22","Isaiah Crowell (FA)","17","35","2.1","7","0","0","4","6","36","9.0","0","0","1","11.1","11.1","0.0%"
"23","Jay Ajayi (FA)","23","51","2.2","11","0","0","3","4","26","8.7","0","0","1","10.7","10.7","7.0%"
"24","Marlon Mack (HOU)","5","26","5.2","14","0","0","4","6","40","10.0","0","0","1","10.6","10.6","29.0%"
"25","DeMarco Murray (FA)","18","59","3.3","16","0","0","3","4","17","5.7","0","0","1","10.6","10.6","0.0%"
"26","Bilal Powell (FA)","9","43","4.8","25","1","0","2","2","40","20.0","0","0","1","10.3","10.3","0.0%"
"27","Doug Martin (FA)","20","49","2.5","11","0","0","2","3","31","15.5","0","0","1","10.0","10.0","0.0%"
