"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Justin Herbert (LAC)","26","43","60.5","398","9.3","4","0","2","4","29","1","0","1","42.8","42.8","100.0%"
"2","Lamar Jackson (BAL)","37","43","86.0","442","10.3","4","0","2","14","62","0","1","1","41.9","41.9","100.0%"
"3","Tom Brady (TB)","30","41","73.2","411","10.0","5","0","2","1","13","0","0","1","37.7","37.7","98.0%"
"4","Josh Allen (BUF)","15","26","57.7","315","12.1","3","0","0","11","59","1","0","1","36.5","36.5","100.0%"
"5","Jameis Winston (NO)","15","30","50.0","279","9.3","4","1","2","6","26","0","1","1","26.8","26.8","41.0%"
"6","Davis Mills (HOU)","21","29","72.4","312","10.8","3","0","3","1","2","0","0","1","24.7","24.7","7.0%"
"7","Jalen Hurts (PHI)","22","37","59.5","198","5.4","0","1","2","9","30","2","0","1","23.9","23.9","98.0%"
"8","Baker Mayfield (CAR)","23","32","71.9","305","9.5","2","0","1","2","8","0","0","1","23.0","23.0","13.0%"
"9","Trevor Lawrence (JAC)","23","33","69.7","273","8.3","1","1","2","7","28","1","0","1","22.7","22.7","56.0%"
"10","Carson Wentz (WAS)","25","35","71.4","402","11.5","2","0","2","2","5","0","1","1","22.6","22.6","14.0%"
"11","Dak Prescott (DAL)","22","32","68.8","302","9.4","3","1","2","2","6","0","1","1","21.7","21.7","96.0%"
"12","Matt Ryan (IND)","33","45","73.3","342","7.6","2","0","0","1","-1","0","0","1","21.6","21.6","49.0%"
"13","Patrick Mahomes II (KC)","33","54","61.1","272","5.0","2","2","2","8","61","0","1","1","21.0","21.0","100.0%"
"14","Aaron Rodgers (GB)","27","39","69.2","344","8.8","2","1","2","0","0","0","0","1","20.8","20.8","95.0%"
"15","Joe Burrow (CIN)","26","38","68.4","281","7.4","2","2","3","3","11","0","0","1","20.3","20.3","99.0%"
"16","Teddy Bridgewater (MIA)","24","38","63.2","288","7.6","2","1","2","1","11","0","0","1","19.6","19.6","1.0%"
"17","Matthew Stafford (LAR)","25","37","67.6","365","9.9","1","1","1","1","-1","0","0","1","17.5","17.5","94.0%"
"18","Ben Roethlisberger (FA)","15","25","60.0","253","10.1","2","0","1","1","-1","0","1","1","16.0","16.0","27.0%"
"19","Jacoby Brissett (CLE)","27","39","69.2","275","7.1","2","1","3","0","0","0","1","1","16.0","16.0","3.0%"
"20","Trey Lance (SF)","15","29","51.7","192","6.6","0","1","2","16","89","0","0","1","15.6","15.6","93.0%"
"21","Kirk Cousins (MIN)","25","34","73.5","275","8.1","1","1","2","1","4","0","0","1","14.4","14.4","85.0%"
"22","Ryan Tannehill (TEN)","14","22","63.6","197","9.0","1","0","3","3","21","0","0","1","14.0","14.0","22.0%"
"23","Kyler Murray (ARI)","22","31","71.0","239","7.7","1","0","2","7","1","0","0","1","13.7","13.7","99.0%"
"24","Mac Jones (NE)","23","30","76.7","231","7.7","1","1","1","1","3","0","0","1","12.5","12.5","40.0%"
"25","Taylor Heinicke (WAS)","20","41","48.8","248","6.0","0","2","2","5","40","0","0","1","11.9","11.9","1.0%"
"26","Geno Smith (SEA)","10","17","58.8","131","7.7","1","1","0","3","23","0","0","1","10.5","10.5","2.0%"
"27","Russell Wilson (DEN)","11","16","68.8","152","9.5","1","1","2","2","10","0","0","1","10.1","10.1","97.0%"
"28","Mike Glennon (FA)","16","25","64.0","196","7.8","1","2","0","2","2","0","0","1","10.0","10.0","1.0%"
"29","Sam Darnold (CAR)","21","37","56.8","177","4.8","1","3","3","2","10","0","0","1","9.1","9.1","2.0%"
"30","Zach Wilson (NYJ)","19","32","59.4","192","6.0","0","1","2","1","3","0","0","1","9.0","9.0","10.0%"
"31","Justin Fields (CHI)","12","20","60.0","111","5.6","1","0","2","3","4","0","0","1","8.8","8.8","65.0%"
"32","Derek Carr (LV)","22","35","62.9","206","5.9","0","1","3","3","10","0","0","1","8.2","8.2","89.0%"
"33","Jared Goff (DET)","21","35","60.0","203","5.8","0","1","4","0","0","0","1","1","7.1","7.1","23.0%"
"34","Daniel Jones (NYG)","5","13","38.5","98","7.5","0","0","0","3","9","0","0","1","4.8","4.8","26.0%"
"35","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","2.1","2.1","9.0%"
"36","Blaine Gabbert (TB)","3","3","100.0","41","13.7","0","0","0","3","-1","0","0","1","1.5","1.5","0.0%"
"37","Andy Dalton (NO)","1","1","100.0","8","8.0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"38","Nathan Peterman (CHI)","0","0","0","0","0","0","0","0","2","2","0","0","1","0.2","0.2","0.0%"
"39","Ian Book (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Jack Coan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"41","Desmond Ridder (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"42","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","Tua Tagovailoa (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69.0%"
"45","David Blough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Easton Stick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Brett Rypien (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","Trace McSorley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Gardner Minshew II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Jarrett Stidham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Jacob Eason (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Jordan Love (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"55","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Jarrett Guarantano (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Chris Streveler (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Ben DiNucci (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Reid Sinnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Tyler Huntley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"63","Shane Buechele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Kellen Mond (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Bryce Perkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Malik Willis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"67","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","E.J. Perry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Bailey Zappe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Anthony Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Jared Bernhardt (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Stone Smartt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
