"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Josh Allen (BUF)","23","28","82.1","260","9.3","4","2","2","8","43","0","0","1","28.7","28.7","100.0%"
"2","Aaron Rodgers (GB)","28","45","62.2","307","6.8","2","0","1","2","0","1","0","1","26.3","26.3","95.0%"
"3","Dak Prescott (DAL)","32","47","68.1","375","8.0","2","0","1","1","3","0","0","1","25.3","25.3","96.0%"
"4","Matthew Stafford (LAR)","21","38","55.3","302","7.9","3","1","2","1","-1","0","1","1","23.0","23.0","94.0%"
"5","Carson Wentz (WAS)","27","44","61.4","306","7.0","3","2","3","3","21","0","1","1","22.3","22.3","14.0%"
"6","Justin Herbert (LAC)","28","44","63.6","303","6.9","2","2","3","4","36","0","0","1","21.7","21.7","100.0%"
"7","Mac Jones (NE)","23","32","71.9","310","9.7","2","0","2","2","11","0","0","1","21.5","21.5","40.0%"
"8","Derek Carr (LV)","24","39","61.5","373","9.6","1","0","3","2","21","0","0","1","21.0","21.0","89.0%"
"9","Russell Wilson (DEN)","20","31","64.5","247","8.0","2","0","2","2","16","0","0","1","19.5","19.5","97.0%"
"10","Trevor Lawrence (JAC)","23","42","54.8","228","5.4","1","1","1","5","39","0","0","1","18.0","18.0","56.0%"
"11","Joe Burrow (CIN)","20","24","83.3","190","7.9","1","1","2","1","8","1","0","1","17.4","17.4","99.0%"
"12","Andy Dalton (NO)","24","39","61.5","317","8.1","1","1","1","6","11","0","0","1","16.8","16.8","0.0%"
"13","Kirk Cousins (MIN)","20","32","62.5","238","7.4","2","1","1","0","0","0","0","1","16.5","16.5","85.0%"
"14","Tyrod Taylor (NYG)","17","26","65.4","158","6.1","2","1","5","2","30","0","0","1","16.3","16.3","1.0%"
"15","Teddy Bridgewater (MIA)","11","18","61.1","129","7.2","1","0","0","2","10","1","0","1","16.2","16.2","1.0%"
"16","Daniel Jones (NYG)","19","30","63.3","202","6.7","1","0","1","9","30","0","0","1","15.1","15.1","26.0%"
"17","Lamar Jackson (BAL)","20","32","62.5","165","5.2","1","4","2","17","68","0","0","1","13.4","13.4","100.0%"
"18","Tua Tagovailoa (MIA)","27","31","87.1","230","7.4","1","0","2","4","0","0","0","1","13.2","13.2","69.0%"
"19","Jared Goff (DET)","21","25","84.0","171","6.8","2","0","1","0","0","0","1","1","12.8","12.8","23.0%"
"20","Baker Mayfield (CAR)","18","37","48.6","247","6.7","1","0","2","2","4","0","1","1","12.3","12.3","13.0%"
"21","Tom Brady (TB)","25","34","73.5","226","6.6","1","1","2","2","2","0","0","1","12.2","12.2","98.0%"
"22","Jimmy Garoppolo (SF)","17","26","65.4","230","8.8","1","1","2","3","0","0","0","1","12.2","12.2","4.0%"
"23","Taylor Heinicke (WAS)","27","35","77.1","223","6.4","1","1","1","4","3","0","0","1","12.2","12.2","1.0%"
"24","Matt Ryan (IND)","19","29","65.5","190","6.6","1","1","1","4","6","0","0","1","11.2","11.2","49.0%"
"25","Zach Wilson (NYJ)","14","24","58.3","145","6.0","0","1","4","2","3","1","0","1","11.1","11.1","10.0%"
"26","Ben Roethlisberger (FA)","24","41","58.5","263","6.4","1","2","3","0","0","0","1","1","10.5","10.5","27.0%"
"27","Jalen Hurts (PHI)","14","31","45.2","129","4.2","0","3","1","8","77","0","0","1","9.9","9.9","98.0%"
"28","Trevor Siemian (CHI)","17","29","58.6","163","5.6","1","1","2","3","3","0","0","1","9.8","9.8","0.0%"
"29","Ryan Tannehill (TEN)","11","21","52.4","93","4.4","1","1","2","5","24","0","0","1","9.1","9.1","22.0%"
"30","Cam Newton (FA)","5","21","23.8","92","4.4","0","2","1","3","5","1","0","1","8.2","8.2","18.0%"
"31","Marcus Mariota (ATL)","0","0","0","0","0","0","0","0","2","4","1","0","1","6.4","6.4","9.0%"
"32","PJ Walker (CAR)","5","10","50.0","87","8.7","0","1","4","0","0","0","0","1","2.5","2.5","0.0%"
"33","Josh Johnson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"34","Ian Book (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"35","Jacob Eason (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"36","Jordan Love (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"37","Tyler Huntley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"38","Shane Buechele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"39","Kellen Mond (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Bryce Perkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"41","Easton Stick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"42","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Brett Rypien (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","Trace McSorley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Gardner Minshew II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Kyler Murray (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.0%"
"49","Jarrett Stidham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","David Blough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Jack Coan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Reid Sinnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Desmond Ridder (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"54","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"55","Trey Lance (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.0%"
"56","Chris Streveler (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Ben DiNucci (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Justin Fields (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.0%"
"59","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","E.J. Perry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Anthony Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Malik Willis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"67","Bailey Zappe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Jarrett Guarantano (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Jared Bernhardt (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Stone Smartt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"72","Chase Garbers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Kenny Pickett (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"74","Matt Corral (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
