"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tyler Huntley (BAL)","28","40","70.0","215","5.4","2","0","1","13","73","2","0","1","35.9","35.9","1.0%"
"2","Patrick Mahomes II (KC)","31","47","66.0","410","8.7","3","1","1","3","32","0","1","1","30.6","30.6","100.0%"
"3","Jalen Hurts (PHI)","20","26","76.9","296","11.4","1","1","3","8","38","2","1","1","28.6","28.6","98.0%"
"4","Cam Newton (FA)","18","38","47.4","156","4.1","1","1","4","15","71","1","0","1","24.3","24.3","18.0%"
"5","Justin Herbert (LAC)","22","38","57.9","236","6.2","2","1","0","5","16","1","0","1","24.0","24.0","100.0%"
"6","Aaron Rodgers (GB)","23","31","74.2","268","8.6","3","0","3","4","11","0","0","1","23.8","23.8","95.0%"
"7","Josh Allen (BUF)","19","34","55.9","210","6.2","3","1","4","3","24","0","0","1","21.8","21.8","100.0%"
"8","Jared Goff (DET)","21","26","80.8","216","8.3","3","0","2","0","0","0","0","1","20.6","20.6","23.0%"
"9","Mac Jones (NE)","26","45","57.8","299","6.6","2","2","1","1","12","0","0","1","19.2","19.2","40.0%"
"10","Justin Fields (CHI)","26","39","66.7","285","7.3","1","0","3","7","35","0","1","1","16.9","16.9","65.0%"
"11","Matthew Stafford (LAR)","21","29","72.4","244","8.4","2","1","4","3","-3","0","0","1","16.5","16.5","94.0%"
"12","Tua Tagovailoa (MIA)","16","27","59.3","196","7.3","2","2","1","7","19","0","0","1","15.7","15.7","69.0%"
"13","Davis Mills (HOU)","19","30","63.3","209","7.0","2","1","1","1","2","0","0","1","15.6","15.6","7.0%"
"14","Jimmy Garoppolo (SF)","18","23","78.3","235","10.2","1","0","0","3","4","0","0","1","13.8","13.8","4.0%"
"15","Kyler Murray (ARI)","23","41","56.1","257","6.3","1","1","2","4","3","0","0","1","13.6","13.6","99.0%"
"16","Matt Ryan (IND)","19","32","59.4","236","7.4","1","0","3","5","20","0","1","1","13.4","13.4","49.0%"
