"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Justin Herbert (LAC)","30","41","73.2","382","9.3","3","1","2","9","90","0","0","1","35.3","35.3","100.0%"
"2","Aaron Rodgers (GB)","23","33","69.7","385","11.7","4","0","2","2","21","0","0","1","33.5","33.5","95.0%"
"3","Jalen Hurts (PHI)","13","24","54.2","147","6.1","0","0","3","18","69","3","0","1","30.8","30.8","98.0%"
"4","Trevor Siemian (CHI)","22","40","55.0","214","5.4","3","2","0","2","16","1","0","1","26.2","26.2","0.0%"
"5","Cam Newton (FA)","21","27","77.8","189","7.0","2","0","1","10","46","1","0","1","26.2","26.2","18.0%"
"6","Kirk Cousins (MIN)","24","35","68.6","341","9.7","3","0","2","2","-4","0","0","1","25.2","25.2","85.0%"
"7","Taylor Heinicke (WAS)","16","22","72.7","206","9.4","3","0","3","6","29","0","0","1","23.1","23.1","1.0%"
"8","Ben Roethlisberger (FA)","28","44","63.6","273","6.2","3","0","3","0","0","0","0","1","22.9","22.9","27.0%"
"9","Colt McCoy (ARI)","35","44","79.5","328","7.5","2","0","2","6","18","0","0","1","22.9","22.9","0.0%"
"10","Tom Brady (TB)","30","46","65.2","307","6.7","2","1","0","1","10","0","0","1","20.3","20.3","98.0%"
"11","Tyrod Taylor (NYG)","14","24","58.3","107","4.5","0","0","0","6","28","2","0","1","19.1","19.1","1.0%"
"12","Tua Tagovailoa (MIA)","27","33","81.8","273","8.3","2","1","0","3","6","0","0","1","18.5","18.5","69.0%"
"13","Josh Allen (BUF)","21","35","60.0","209","6.0","2","2","1","2","18","0","0","1","18.2","18.2","100.0%"
"14","Joe Flacco (NYJ)","24","39","61.5","291","7.5","2","0","2","2","3","0","1","1","17.9","17.9","1.0%"
"15","Andy Dalton (NO)","11","23","47.8","201","8.7","2","0","1","0","0","0","0","1","16.0","16.0","0.0%"
"16","Jimmy Garoppolo (SF)","16","22","72.7","176","8.0","2","0","2","2","6","0","0","1","15.6","15.6","4.0%"
"17","Ryan Tannehill (TEN)","35","52","67.3","323","6.2","1","4","2","2","3","0","0","1","13.2","13.2","22.0%"
"18","Tyler Huntley (BAL)","26","36","72.2","219","6.1","0","1","6","7","40","0","0","1","11.8","11.8","1.0%"
"19","Mac Jones (NE)","22","26","84.6","207","8.0","1","1","3","6","1","0","0","1","11.4","11.4","40.0%"
"20","Carson Wentz (WAS)","11","20","55.0","106","5.3","1","0","0","2","18","0","0","1","10.0","10.0","14.0%"
"21","Baker Mayfield (CAR)","15","29","51.7","176","6.1","1","2","1","4","9","0","0","1","9.9","9.9","13.0%"
