"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Kyler Murray (ARI)","11","15","73.3","123","8.2","2","0","1","10","59","2","0","1","30.8","30.8","99.0%"
"2","Tom Brady (TB)","38","51","74.5","368","7.2","4","1","0","1","-1","0","0","1","29.6","29.6","98.0%"
"3","Justin Herbert (LAC)","26","35","74.3","317","9.1","3","1","4","1","6","0","0","1","26.3","26.3","100.0%"
"4","Taysom Hill (NO)","19","41","46.3","264","6.4","2","4","2","11","101","0","0","1","24.7","24.7","9.0%"
"5","Matthew Stafford (LAR)","26","38","68.4","295","7.8","3","0","1","1","2","0","0","1","24.0","24.0","94.0%"
"6","Zach Wilson (NYJ)","23","38","60.5","226","5.9","2","1","2","3","0","1","0","1","22.0","22.0","10.0%"
"7","Jared Goff (DET)","25","41","61.0","296","7.2","3","1","3","2","1","0","1","1","20.9","20.9","23.0%"
"8","Kirk Cousins (MIN)","30","40","75.0","340","8.5","2","0","3","2","6","0","1","1","20.2","20.2","85.0%"
"9","Ben Roethlisberger (FA)","21","31","67.7","236","7.6","2","0","1","1","-1","0","0","1","19.3","19.3","27.0%"
"10","Gardner Minshew II (PHI)","20","25","80.0","242","9.7","2","0","2","4","11","0","0","1","18.8","18.8","0.0%"
"11","Lamar Jackson (BAL)","23","37","62.2","253","6.8","1","1","7","8","55","0","0","1","18.6","18.6","100.0%"
"12","Joe Burrow (CIN)","24","40","60.0","300","7.5","1","2","6","1","6","1","1","1","18.6","18.6","99.0%"
"13","Jimmy Garoppolo (SF)","20","30","66.7","299","10.0","2","2","1","2","0","0","0","1","18.0","18.0","4.0%"
"14","Tua Tagovailoa (MIA)","30","41","73.2","244","6.0","2","0","2","2","1","0","0","1","17.9","17.9","69.0%"
"15","Russell Wilson (DEN)","30","37","81.1","231","6.2","2","1","4","3","15","0","0","1","17.7","17.7","97.0%"
"16","Taylor Heinicke (WAS)","23","30","76.7","196","6.5","2","1","1","3","10","0","0","1","15.8","15.8","1.0%"
"17","Andy Dalton (NO)","26","41","63.4","229","5.6","2","4","3","2","6","0","0","1","15.8","15.8","0.0%"
"18","Teddy Bridgewater (MIA)","22","40","55.0","257","6.4","1","2","1","4","17","0","0","1","14.0","14.0","1.0%"
"19","Patrick Mahomes II (KC)","15","29","51.7","184","6.3","0","1","1","4","12","1","0","1","13.6","13.6","100.0%"
"20","Derek Carr (LV)","28","38","73.7","249","6.6","0","0","2","2","24","0","0","1","12.4","12.4","89.0%"
"21","Dak Prescott (DAL)","26","40","65.0","238","6.0","1","1","1","3","-3","0","0","1","12.2","12.2","96.0%"
"22","Matt Ryan (IND)","30","41","73.2","297","7.2","0","0","5","3","2","0","0","1","12.1","12.1","49.0%"
"23","Josh Allen (BUF)","15","30","50.0","145","4.8","1","0","2","6","39","0","1","1","11.7","11.7","100.0%"
"24","Carson Wentz (WAS)","16","22","72.7","158","7.2","1","0","1","3","8","0","0","1","11.1","11.1","14.0%"
"25","Trevor Lawrence (JAC)","16","28","57.1","145","5.2","0","0","2","4","10","0","0","1","6.8","6.8","56.0%"
"26","Mike Glennon (FA)","23","44","52.3","187","4.3","0","1","3","0","0","0","0","1","6.5","6.5","1.0%"
"27","Davis Mills (HOU)","6","14","42.9","49","3.5","0","0","2","2","11","0","0","1","3.1","3.1","7.0%"
"28","Tyrod Taylor (NYG)","5","13","38.5","45","3.5","0","1","2","3","15","0","0","1","2.3","2.3","1.0%"
"29","Mac Jones (NE)","2","3","66.7","19","6.3","0","0","0","5","-3","0","0","1","0.5","0.5","40.0%"
"30","C.J. Beathard (JAC)","0","0","0","0","0","0","0","0","1","2","0","0","1","0.2","0.2","0.0%"
"31","Aaron Rodgers (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"32","Ian Book (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"33","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"34","Jacob Eason (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"35","Jordan Love (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"36","Jalen Hurts (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"37","Tyler Huntley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"38","Shane Buechele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"39","David Blough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Drew Lock (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"41","Daniel Jones (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.0%"
"42","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Brett Rypien (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","Easton Stick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","Trace McSorley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Jarrett Stidham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Kellen Mond (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","Bryce Perkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Trey Lance (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.0%"
"51","Reid Sinnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Jack Coan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Desmond Ridder (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"55","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Ben DiNucci (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Chris Streveler (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Justin Fields (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.0%"
"60","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","E.J. Perry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Anthony Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Malik Willis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"65","Bailey Zappe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Jarrett Guarantano (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Jared Bernhardt (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Stone Smartt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Chase Garbers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Kenny Pickett (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"71","John Wolford (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Matt Corral (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"73","Carson Strong (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Sam Howell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Blaine Gabbert (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"77","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
