"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Josh Allen (BUF)","36","54","66.7","308","5.7","2","1","3","12","109","1","0","1","36.2","36.2","100.0%"
"2","Tom Brady (TB)","31","46","67.4","363","7.9","2","0","2","7","16","1","0","1","30.1","30.1","98.0%"
"3","Aaron Rodgers (GB)","29","37","78.4","341","9.2","4","0","3","1","0","0","0","1","29.6","29.6","95.0%"
"4","Taysom Hill (NO)","15","21","71.4","175","8.3","0","0","3","11","73","2","0","1","26.3","26.3","9.0%"
"5","Ben Roethlisberger (FA)","28","40","70.0","308","7.7","3","1","5","1","5","0","0","1","25.8","25.8","27.0%"
"6","Justin Herbert (LAC)","23","31","74.2","275","8.9","3","0","2","4","19","0","0","1","24.9","24.9","100.0%"
"7","Matthew Stafford (LAR)","23","30","76.7","287","9.6","3","0","3","0","0","0","0","1","23.5","23.5","94.0%"
"8","Joe Burrow (CIN)","25","34","73.5","348","10.2","2","0","5","2","3","0","0","1","22.2","22.2","99.0%"
"9","Russell Wilson (DEN)","17","28","60.7","260","9.3","2","0","0","2","8","0","0","1","21.2","21.2","97.0%"
"10","Justin Fields (CHI)","18","33","54.5","224","6.8","2","2","2","9","74","0","1","1","20.4","20.4","65.0%"
"11","Patrick Mahomes II (KC)","20","24","83.3","258","10.8","2","0","3","4","20","0","0","1","20.3","20.3","100.0%"
"12","Jimmy Garoppolo (SF)","27","41","65.9","296","7.2","2","0","5","1","3","0","0","1","20.1","20.1","4.0%"
"13","Kyler Murray (ARI)","32","49","65.3","383","7.8","0","2","4","7","61","0","0","1","19.4","19.4","99.0%"
"14","Mike Glennon (FA)","17","36","47.2","191","5.3","2","1","2","1","7","1","1","1","19.3","19.3","1.0%"
"15","Davis Mills (HOU)","33","49","67.3","331","6.8","1","0","2","2","8","0","0","1","18.0","18.0","7.0%"
"16","Ryan Tannehill (TEN)","20","31","64.5","191","6.2","0","0","4","4","29","1","0","1","16.5","16.5","22.0%"
"17","Baker Mayfield (CAR)","22","32","68.8","190","5.9","2","1","0","6","14","0","0","1","16.0","16.0","13.0%"
"18","Kirk Cousins (MIN)","14","31","45.2","216","7.0","2","2","0","2","14","0","0","1","16.0","16.0","85.0%"
