"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Joe Burrow (CIN)","30","39","76.9","446","11.4","4","0","4","5","10","0","0","1","34.8","34.8","99.0%"
"2","Russell Wilson (DEN)","20","29","69.0","236","8.1","4","0","1","6","24","0","0","1","27.8","27.8","97.0%"
"3","Tom Brady (TB)","34","50","68.0","410","8.2","3","1","1","0","0","0","0","1","27.4","27.4","98.0%"
"4","Josh Allen (BUF)","11","26","42.3","120","4.6","0","3","0","15","81","2","0","1","23.9","23.9","100.0%"
"5","Dak Prescott (DAL)","24","38","63.2","226","5.9","3","0","1","5","20","0","1","1","23.0","23.0","96.0%"
"6","Kyler Murray (ARI)","26","38","68.4","263","6.9","2","0","1","9","44","0","0","1","22.9","22.9","99.0%"
"7","Mac Jones (NE)","22","30","73.3","227","7.6","3","0","0","2","12","0","0","1","22.3","22.3","40.0%"
"8","Patrick Mahomes II (KC)","26","35","74.3","259","7.4","2","0","0","2","25","0","0","1","20.9","20.9","100.0%"
"9","Aaron Rodgers (GB)","29","38","76.3","288","7.6","2","0","0","2","8","0","0","1","20.3","20.3","95.0%"
"10","Trey Lance (SF)","16","23","69.6","249","10.8","2","1","1","8","31","0","0","1","20.1","20.1","93.0%"
"11","Tim Boyle (DET)","22","37","59.5","262","7.1","2","3","0","1","14","0","0","1","18.9","18.9","0.0%"
"12","Justin Herbert (LAC)","22","31","71.0","237","7.6","2","0","0","4","2","0","0","1","17.7","17.7","100.0%"
"13","Taysom Hill (NO)","17","28","60.7","222","7.9","1","0","2","12","45","0","0","1","17.4","17.4","9.0%"
"14","Matthew Stafford (LAR)","26","35","74.3","309","8.8","2","2","1","1","-1","0","1","1","16.3","16.3","94.0%"
"15","Drew Lock (SEA)","18","25","72.0","245","9.8","1","0","1","3","10","0","0","1","15.9","15.9","2.0%"
"16","Baker Mayfield (CAR)","16","38","42.1","185","4.9","2","2","9","2","16","0","0","1","15.0","15.0","13.0%"
"17","Ryan Tannehill (TEN)","13","18","72.2","120","6.7","2","0","1","4","7","0","0","1","13.5","13.5","22.0%"
"18","Zach Wilson (NYJ)","19","33","57.6","234","7.1","1","0","1","2","0","0","0","1","13.4","13.4","10.0%"
"19","Jalen Hurts (PHI)","17","26","65.4","214","8.2","0","0","1","7","44","0","0","1","13.0","13.0","98.0%"
"20","Sean Mannion (MIN)","22","36","61.1","189","5.3","1","0","2","2","14","0","0","1","13.0","13.0","0.0%"
"21","Tyler Huntley (BAL)","20","32","62.5","197","6.2","0","1","5","6","54","0","0","1","12.3","12.3","1.0%"
"22","Derek Carr (LV)","24","31","77.4","255","8.2","1","2","2","0","0","0","0","1","12.2","12.2","89.0%"
"23","Andy Dalton (NO)","18","35","51.4","173","4.9","1","1","2","3","14","0","0","1","11.3","11.3","0.0%"
"24","Carson Wentz (WAS)","16","27","59.3","148","5.5","1","0","1","3","10","0","0","1","10.9","10.9","14.0%"
"25","Taylor Heinicke (WAS)","27","36","75.0","247","6.9","0","1","3","2","14","0","0","1","10.3","10.3","1.0%"
"26","Trevor Lawrence (JAC)","17","27","63.0","193","7.1","1","3","2","2","16","0","0","1","10.3","10.3","56.0%"
"27","Davis Mills (HOU)","21","32","65.6","163","5.1","1","1","3","1","4","0","0","1","9.9","9.9","7.0%"
"28","Ben Roethlisberger (FA)","24","46","52.2","123","2.7","1","1","2","1","-1","0","0","1","7.8","7.8","27.0%"
"29","Matt Ryan (IND)","13","23","56.5","197","8.6","0","0","5","2","7","0","1","1","6.6","6.6","49.0%"
"30","Tua Tagovailoa (MIA)","18","38","47.4","205","5.4","0","1","4","2","1","0","1","1","5.3","5.3","69.0%"
"31","Sam Darnold (CAR)","17","26","65.4","132","5.1","0","1","7","2","7","0","1","1","3.0","3.0","2.0%"
"32","Brian Hoyer (NE)","3","4","75.0","63","15.8","0","0","0","2","1","0","0","1","2.6","2.6","0.0%"
"33","Jordan Love (GB)","2","4","50.0","19","4.8","0","0","0","2","9","0","0","1","1.7","1.7","1.0%"
"34","Marcus Mariota (ATL)","0","1","0.0","0","0.0","0","0","0","3","16","0","0","1","1.6","1.6","9.0%"
"35","Cam Newton (FA)","0","0","0","0","0","0","0","0","1","5","0","0","1","0.5","0.5","18.0%"
"36","Kellen Mond (MIN)","2","3","66.7","5","1.7","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"37","Ian Book (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"38","Jack Coan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"39","Jacob Eason (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Shane Buechele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"41","Bryce Perkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"42","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Daniel Jones (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.0%"
"44","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","Brett Rypien (DEN)","0","2","0.0","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"46","Easton Stick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","David Blough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Trace McSorley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"49","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Gardner Minshew II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Jarrett Stidham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Reid Sinnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Desmond Ridder (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"54","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Chris Streveler (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Ben DiNucci (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Justin Fields (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.0%"
"58","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","E.J. Perry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Anthony Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Malik Willis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"66","Bailey Zappe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Jarrett Guarantano (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Jared Bernhardt (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Stone Smartt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Chase Garbers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Kenny Pickett (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"72","Matt Corral (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"73","Carson Strong (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Sam Howell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","John Wolford (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Blaine Gabbert (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Tyrod Taylor (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"78","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"79","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"80","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"81","Case Keenum (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"83","Nick Foles (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Kirk Cousins (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.0%"
"85","Joe Flacco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"86","Josh Johnson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Brett Ratliff (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"88","Brian Brohm (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"89","Chad Henne (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Chase Daniel (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Colt McCoy (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Keith Null (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"93","Joshua Dobbs (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Mitch Trubisky (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.0%"
"95","Deshaun Watson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.0%"
"96","Nathan Peterman (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Davis Webb (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","C.J. Beathard (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Cooper Rush (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Jacoby Brissett (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"101","Brandon Allen (CIN)","0","1","0.0","0","0.0","0","0","0","1","0","0","0","1","0.0","0.0","0.0%"
"102","Nate Sudfeld (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Nick Mullens (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","PJ Walker (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Jeff Driskel (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Danny Etling (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Kyle Allen (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Mike White (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"109","Lamar Jackson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"110","Mason Rudolph (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Josh Rosen (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Logan Woodside (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Jimmy Garoppolo (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"114","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"115","Ryan Griffin (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Matt Barkley (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Geno Smith (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"118","Teddy Bridgewater (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"119","Trevor Siemian (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Jared Goff (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.0%"
"121","Jameis Winston (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.0%"
"122","Mike Glennon (FA)","4","11","36.4","24","2.2","0","2","4","1","13","0","2","1","-3.7","-3.7","1.0%"
""
""
