"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Patrick Mahomes II (KC)","35","50","70.0","406","8.1","5","0","0","0","0","0","0","1","36.2","36.2","100.0%"
"2","Dak Prescott (DAL)","24","31","77.4","296","9.5","2","0","0","2","5","1","0","1","26.3","26.3","96.0%"
"3","Josh Allen (BUF)","21","28","75.0","366","13.1","2","1","2","2","3","0","0","1","21.9","21.9","100.0%"
"4","Mac Jones (NE)","19","23","82.6","198","8.6","3","0","2","0","0","0","0","1","19.9","19.9","40.0%"
"5","Trevor Siemian (CHI)","19","34","55.9","298","8.8","2","0","4","0","0","0","0","1","19.9","19.9","0.0%"
"6","Jalen Hurts (PHI)","16","23","69.6","178","7.7","2","1","2","13","55","0","0","1","19.6","19.6","98.0%"
"7","Derek Carr (LV)","25","35","71.4","261","7.5","2","1","2","3","18","0","0","1","19.2","19.2","89.0%"
"8","Ryan Tannehill (TEN)","19","27","70.4","213","7.9","1","0","2","5","1","1","0","1","18.6","18.6","22.0%"
"9","Kirk Cousins (MIN)","25","37","67.6","294","7.9","2","0","2","4","-3","0","1","1","17.5","17.5","85.0%"
"10","Lamar Jackson (BAL)","26","43","60.5","238","5.5","1","1","4","9","39","0","0","1","16.4","16.4","100.0%"
"11","Mason Rudolph (PIT)","30","50","60.0","242","4.8","1","1","0","4","36","0","0","1","16.3","16.3","0.0%"
"12","Taylor Heinicke (WAS)","26","32","81.3","256","8.0","1","0","5","3","15","0","0","1","15.7","15.7","1.0%"
"13","Jimmy Garoppolo (SF)","15","19","78.9","182","9.6","2","0","1","2","1","0","0","1","15.4","15.4","4.0%"
"14","Tom Brady (TB)","23","34","67.6","220","6.5","2","2","0","1","2","0","0","1","15.0","15.0","98.0%"
"15","Justin Herbert (LAC)","20","34","58.8","195","5.7","1","1","2","2","22","0","0","1","13.0","13.0","100.0%"
"16","Tua Tagovailoa (MIA)","8","13","61.5","158","12.2","0","0","1","3","0","1","0","1","12.3","12.3","69.0%"
"17","Matthew Stafford (LAR)","26","41","63.4","243","5.9","1","2","2","1","1","0","0","1","11.8","11.8","94.0%"
"18","Cam Newton (FA)","3","4","75.0","8","2.0","1","0","0","3","14","1","0","1","11.7","11.7","18.0%"
