"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Joe Burrow (CIN)","37","46","80.4","525","11.4","4","0","3","2","11","0","0","1","38.1","38.1","99.0%"
"2","Dak Prescott (DAL)","28","39","71.8","330","8.5","4","0","3","4","21","0","0","1","31.3","31.3","96.0%"
"3","Josh Allen (BUF)","30","47","63.8","314","6.7","3","0","0","12","64","0","0","1","31.0","31.0","100.0%"
"4","Zach Wilson (NYJ)","14","22","63.6","102","4.6","1","0","1","4","91","1","0","1","23.2","23.2","10.0%"
"5","Patrick Mahomes II (KC)","23","30","76.7","258","8.6","3","0","2","0","0","0","0","1","22.3","22.3","100.0%"
"6","Kyler Murray (ARI)","27","43","62.8","245","5.7","1","0","0","4","74","0","0","1","21.9","21.9","99.0%"
"7","Josh Johnson (DEN)","28","40","70.0","304","7.6","2","1","1","5","10","0","0","1","20.2","20.2","0.0%"
"8","Aaron Rodgers (GB)","24","34","70.6","202","5.9","3","0","0","1","-1","0","0","1","20.0","20.0","95.0%"
"9","Justin Herbert (LAC)","27","35","77.1","336","9.6","1","2","1","4","15","0","0","1","18.9","18.9","100.0%"
"10","Davis Mills (HOU)","21","27","77.8","254","9.4","2","0","1","1","-1","0","0","1","18.1","18.1","7.0%"
"11","Carson Wentz (WAS)","18","28","64.3","225","8.0","2","0","2","2","4","0","0","1","17.4","17.4","14.0%"
"12","Kirk Cousins (MIN)","27","38","71.1","315","8.3","1","1","3","4","17","0","0","1","17.3","17.3","85.0%"
"13","Nick Foles (IND)","24","35","68.6","250","7.1","1","0","4","4","8","0","0","1","16.8","16.8","0.0%"
"14","Jalen Hurts (PHI)","17","29","58.6","199","6.9","2","0","1","2","7","0","0","1","16.7","16.7","98.0%"
"15","Russell Wilson (DEN)","16","27","59.3","181","6.7","2","0","2","2","13","0","0","1","16.5","16.5","97.0%"
"16","Jimmy Garoppolo (SF)","26","35","74.3","322","9.2","1","2","2","1","3","0","0","1","15.2","15.2","4.0%"
"17","Ryan Tannehill (TEN)","22","29","75.9","209","7.2","1","0","4","3","22","0","0","1","14.6","14.6","22.0%"
