"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tyler Boyd (CIN)","9","15","128","14.2","34","3","2","0","0","0","0","1","33.8","33.8","55.0%"
"2","Michael Thomas (NO)","12","17","136","11.3","26","2","1","0","0","0","0","1","31.6","31.6","93.0%"
"3","Julio Jones (TB)","10","15","166","16.6","32","4","0","0","0","0","0","1","26.6","26.6","46.0%"
"4","Steven Sims Jr. (PIT)","6","10","64","10.7","32","2","2","2","9","0","0","1","25.3","25.3","0.0%"
"5","Tajae Sharpe (CHI)","5","6","69","13.8","36","2","2","0","0","0","0","1","23.9","23.9","0.0%"
"6","Hunter Renfrow (LV)","7","9","107","15.3","56","4","1","0","0","0","0","1","23.7","23.7","90.0%"
"7","Davante Adams (LV)","13","16","116","8.9","18","0","0","0","0","0","1","1","22.6","22.6","100.0%"
"8","DeVante Parker (NE)","5","15","111","22.2","51","5","1","0","0","0","0","1","22.1","22.1","40.0%"
"9","Diontae Johnson (PIT)","8","9","81","10.1","29","1","1","0","0","0","0","1","22.1","22.1","97.0%"
"10","Robert Woods (TEN)","8","11","117","14.6","29","3","0","2","6","0","0","1","20.3","20.3","73.0%"
"11","Sterling Shepard (NYG)","6","6","76","12.7","23","2","1","0","0","0","0","1","19.6","19.6","3.0%"
"12","Kenny Golladay (NYG)","6","12","66","11.0","35","2","1","0","0","0","0","1","18.6","18.6","34.0%"
"13","DaeSean Hamilton (FA)","6","6","65","10.8","20","1","1","0","0","0","0","1","18.5","18.5","0.0%"
"14","Cole Beasley (FA)","7","12","108","15.4","28","2","0","0","0","0","0","1","17.8","17.8","1.0%"
"15","Breshad Perriman (TB)","7","12","102","14.6","27","1","0","0","0","0","0","1","17.2","17.2","0.0%"
"16","Deebo Samuel (SF)","4","6","31","7.8","18","0","0","3","28","1","0","1","15.9","15.9","100.0%"
"17","Albert Wilson (FA)","7","7","79","11.3","35","2","0","1","9","0","0","1","15.8","15.8","0.0%"
"18","Terry McLaurin (WAS)","7","9","86","12.3","34","2","0","0","0","0","0","1","15.6","15.6","98.0%"
"19","Golden Tate (FA)","6","11","96","16.0","32","4","0","0","0","0","0","1","15.6","15.6","0.0%"
"20","Cody Latimer (FA)","5","7","44","8.8","14","0","1","0","0","0","0","1","15.4","15.4","0.0%"
"21","A.J. Brown (PHI)","1","2","34","34.0","34","2","0","1","49","1","0","1","15.3","15.3","99.0%"
"22","Justin Watson (KC)","5","10","43","8.6","12","0","1","0","0","0","0","1","15.3","15.3","0.0%"
"23","John Ross (FA)","6","13","84","14.0","34","2","0","2","6","0","0","1","15.0","15.0","0.0%"
"24","Larry Fitzgerald (FA)","4","7","48","12.0","21","1","1","0","0","0","0","1","14.8","14.8","0.0%"
"25","Michael Gallup (DAL)","5","11","98","19.6","41","3","0","0","0","0","0","1","14.8","14.8","41.0%"
"26","Stefon Diggs (BUF)","3","5","57","19.0","28","2","1","0","0","0","0","1","14.7","14.7","100.0%"
"27","Odell Beckham Jr. (FA)","4","6","44","11.0","22","1","1","0","0","0","0","1","14.4","14.4","14.0%"
"28","Jarvis Landry (NO)","7","9","74","10.6","33","2","0","0","0","0","0","1","14.4","14.4","35.0%"
"29","Julian Edelman (FA)","5","6","72","14.4","30","2","0","0","0","0","0","1","14.2","14.2","24.0%"
"30","Brandin Cooks (HOU)","4","6","39","9.8","16","0","1","0","0","0","0","1","13.9","13.9","95.0%"
"31","Chris Conley (HOU)","2","5","56","28.0","42","3","1","0","0","0","0","1","13.6","13.6","0.0%"
"32","Cooper Kupp (LAR)","4","4","31","7.8","22","1","1","0","0","0","0","1","13.1","13.1","100.0%"
"33","John Brown (FA)","1","4","53","53.0","53","4","1","1","3","0","0","1","12.6","12.6","2.0%"
"34","Randall Cobb (GB)","5","7","73","14.6","21","1","0","0","0","0","0","1","12.3","12.3","4.0%"
"35","Tyreek Hill (MIA)","5","5","72","14.4","19","0","0","0","0","0","0","1","12.2","12.2","100.0%"
"36","Tyrell Williams (FA)","4","4","82","20.5","43","4","0","0","0","0","0","1","12.2","12.2","0.0%"
"37","Isaiah Ford (FA)","5","6","68","13.6","28","1","0","0","0","0","0","1","11.8","11.8","0.0%"
"38","Keenan Allen (LAC)","5","10","71","14.2","20","1","0","1","-5","0","0","1","11.6","11.6","100.0%"
"39","Greg Ward (PHI)","4","5","71","17.8","38","2","0","1","5","0","0","1","11.6","11.6","0.0%"
"40","Alex Erickson (WAS)","6","9","55","9.2","19","0","0","0","0","0","0","1","11.5","11.5","0.0%"
"41","Allen Robinson II (LAR)","6","12","53","8.8","17","0","0","0","0","0","0","1","11.3","11.3","96.0%"
"42","Robbie Anderson (CAR)","2","4","32","16.0","23","1","1","0","0","0","0","1","11.2","11.2","11.0%"
"43","Kelvin Harmon (FA)","5","6","58","11.6","22","1","0","0","0","0","0","1","11.2","11.2","0.0%"
"44","Kenny Stills (FA)","5","9","57","11.4","21","1","0","0","0","0","0","1","10.7","10.7","0.0%"
"45","Russell Gage (TB)","5","6","49","9.8","17","0","0","2","7","0","0","1","10.6","10.6","52.0%"
"46","Jamison Crowder (BUF)","4","8","60","15.0","20","1","0","0","0","0","0","1","10.0","10.0","5.0%"
"47","Tim Patrick (DEN)","5","6","48","9.6","16","0","0","0","0","0","0","1","9.8","9.8","7.0%"
"48","Allen Lazard (GB)","5","9","45","9.0","15","0","0","0","0","0","0","1","9.5","9.5","87.0%"
"49","Courtland Sutton (DEN)","5","10","41","8.2","15","0","0","0","0","0","0","1","9.1","9.1","97.0%"
"50","Emmanuel Sanders (FA)","3","6","61","20.3","46","3","0","0","0","0","0","1","9.1","9.1","1.0%"
"51","James Washington (DAL)","5","8","41","8.2","13","0","0","0","0","0","0","1","9.1","9.1","1.0%"
"52","Mike Williams (LAC)","3","4","51","17.0","23","1","0","0","0","0","0","1","8.1","8.1","98.0%"
"53","DeAndre Hopkins (ARI)","5","9","23","4.6","7","0","0","0","0","0","0","1","7.3","7.3","83.0%"
"54","Corey Davis (NYJ)","3","4","40","13.3","22","1","0","0","0","0","0","1","7.0","7.0","11.0%"
"55","DeAndre Carter (LAC)","2","2","44","22.0","39","2","0","0","0","0","0","1","6.4","6.4","0.0%"
"56","Amari Cooper (CLE)","4","12","24","6.0","6","0","0","0","0","0","0","1","6.4","6.4","92.0%"
"57","Vyncint Smith (FA)","3","4","32","10.7","14","0","0","0","0","0","0","1","6.2","6.2","0.0%"
"58","Allen Hurns (FA)","2","2","41","20.5","27","1","0","0","0","0","0","1","6.1","6.1","0.0%"
"59","Jamal Agnew (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","6.0","6.0","0.0%"
