"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Stefon Diggs (BUF)","7","11","167","23.9","62","8","3","2","18","0","0","1","43.5","43.5","100.0%"
"2","Terry McLaurin (WAS)","4","7","100","25.0","33","5","2","0","0","0","0","1","26.0","26.0","98.0%"
"3","Chris Godwin (TB)","10","12","151","15.1","26","3","0","0","0","0","0","1","25.1","25.1","88.0%"
"4","Tyreek Hill (MIA)","5","10","80","16.0","46","3","2","0","0","0","0","1","25.0","25.0","100.0%"
"5","Curtis Samuel (WAS)","4","6","70","17.5","30","3","1","1","8","1","0","1","23.8","23.8","4.0%"
"6","Alshon Jeffery (FA)","10","12","76","7.6","26","2","1","0","0","0","0","1","23.6","23.6","0.0%"
"7","Robbie Anderson (CAR)","5","8","125","25.0","92","4","1","0","0","0","0","1","23.5","23.5","11.0%"
"8","Golden Tate (FA)","6","9","102","17.0","64","4","1","0","0","0","0","1","22.2","22.2","0.0%"
"9","Mike Evans (TB)","9","17","96","10.7","17","0","0","0","0","0","0","1","20.6","20.6","100.0%"
"10","Julian Edelman (FA)","9","15","113","12.6","36","3","0","0","0","0","0","1","20.3","20.3","24.0%"
"11","Julio Jones (TB)","8","9","108","13.5","22","2","0","0","0","0","0","1","18.8","18.8","46.0%"
"12","Jaron Brown (FA)","3","5","29","9.7","17","0","2","0","0","0","0","1","17.9","17.9","0.0%"
"13","Adam Thielen (MIN)","6","8","57","9.5","20","1","1","1","0","0","0","1","17.7","17.7","92.0%"
"14","Kenny Golladay (NYG)","5","9","121","24.2","66","5","0","0","0","0","0","1","17.1","17.1","34.0%"
"15","Michael Thomas (NO)","8","12","89","11.1","26","1","0","0","0","0","0","1","16.9","16.9","93.0%"
"16","DeAndre Hopkins (ARI)","9","12","55","6.1","18","0","0","0","0","0","0","1","16.5","16.5","83.0%"
"17","Allen Lazard (GB)","4","5","65","16.3","35","2","1","0","0","0","0","1","16.5","16.5","87.0%"
"18","Odell Beckham Jr. (FA)","6","11","101","16.8","41","3","0","0","0","0","0","1","16.1","16.1","14.0%"
"19","Jamison Crowder (BUF)","6","9","98","16.3","30","4","0","0","0","0","0","1","15.8","15.8","5.0%"
"20","DJ Moore (CAR)","7","10","73","10.4","23","1","0","1","13","0","0","1","15.6","15.6","99.0%"
"21","Calvin Ridley (ATL)","4","6","48","12.0","23","1","1","0","0","0","0","1","14.8","14.8","2.0%"
"22","Auden Tate (FA)","5","11","91","18.2","29","1","0","0","0","0","0","1","14.1","14.1","0.0%"
"23","Larry Fitzgerald (FA)","6","8","69","11.5","22","1","0","0","0","0","0","1","12.9","12.9","0.0%"
"24","Tyler Lockett (SEA)","5","5","75","15.0","22","2","0","1","3","0","0","1","12.8","12.8","86.0%"
"25","Mike Williams (LAC)","5","10","72","14.4","20","1","0","0","0","0","0","1","12.2","12.2","98.0%"
"26","DeVante Parker (NE)","3","4","28","9.3","12","0","1","0","0","0","0","1","11.8","11.8","40.0%"
"27","Courtland Sutton (DEN)","4","8","76","19.0","41","3","0","0","0","0","0","1","11.6","11.6","97.0%"
"28","Tavon Austin (FA)","5","6","64","12.8","23","1","0","0","0","0","0","1","11.4","11.4","0.0%"
"29","DK Metcalf (SEA)","4","5","69","17.3","30","2","0","1","4","0","0","1","11.3","11.3","96.0%"
"30","Adam Humphries (FA)","6","6","47","7.8","16","0","0","0","0","0","0","1","10.7","10.7","1.0%"
"31","Alex Erickson (WAS)","4","6","47","11.8","21","1","0","1","17","0","0","1","10.4","10.4","0.0%"
"32","Demaryius Thomas (FA)","4","4","62","15.5","33","2","0","0","0","0","0","1","10.2","10.2","0.0%"
"33","Cedrick Wilson Jr. (MIA)","5","6","46","9.2","14","0","0","0","0","0","0","1","9.6","9.6","1.0%"
"34","William Fuller V (FA)","5","9","44","8.8","12","0","0","0","0","0","0","1","9.4","9.4","2.0%"
"35","Jakobi Meyers (NE)","4","4","54","13.5","23","2","0","0","0","0","0","1","9.4","9.4","35.0%"
"36","Michael Gallup (DAL)","4","7","48","12.0","17","0","0","0","0","0","0","1","8.8","8.8","41.0%"
"37","Mecole Hardman (KC)","4","4","45","11.3","14","0","0","0","0","0","0","1","8.5","8.5","31.0%"
"38","Dede Westbrook (FA)","3","8","53","17.7","23","2","0","0","0","0","0","1","8.3","8.3","0.0%"
"39","Nelson Agholor (NE)","4","7","42","10.5","23","1","0","0","0","0","0","1","8.2","8.2","1.0%"
"40","Damiere Byrd (ATL)","2","2","60","30.0","58","4","0","0","0","0","0","1","8.0","8.0","0.0%"
"41","Keke Coutee (IND)","4","6","39","9.8","23","1","0","0","0","0","0","1","7.9","7.9","0.0%"
"42","Marquez Valdes-Scantling (KC)","2","2","48","24.0","46","3","0","1","9","0","0","1","7.7","7.7","51.0%"
"43","Robert Woods (TEN)","0","4","0","0","0","0","0","2","16","1","0","1","7.6","7.6","73.0%"
"44","Dante Pettis (CHI)","3","6","45","15.0","21","1","0","0","0","0","0","1","7.5","7.5","0.0%"
"45","DJ Chark Jr. (DET)","3","7","43","14.3","22","1","0","0","0","0","0","1","7.3","7.3","26.0%"
"46","Geronimo Allison (FA)","3","7","40","13.3","21","1","0","0","0","0","0","1","7.0","7.0","0.0%"
"47","Scotty Miller (TB)","3","7","39","13.0","19","0","0","0","0","0","0","1","6.9","6.9","0.0%"
"48","Marvin Hall (FA)","1","1","58","58.0","58","4","0","0","0","0","0","1","6.8","6.8","0.0%"
"49","Ted Ginn Jr. (FA)","2","6","36","18.0","27","1","0","1","12","0","0","1","6.8","6.8","0.0%"
"50","Jarvis Landry (NO)","3","5","36","12.0","27","1","0","0","0","0","0","1","6.6","6.6","35.0%"
"51","Corey Davis (NYJ)","3","5","36","12.0","18","0","0","0","0","0","0","1","6.6","6.6","11.0%"
"52","David Moore (CHI)","3","4","36","12.0","14","0","0","0","0","0","0","1","6.6","6.6","0.0%"
"53","Albert Wilson (FA)","5","6","15","3.0","8","0","0","0","0","0","0","1","6.5","6.5","0.0%"
"54","Jason Moore Jr. (LAC)","2","2","43","21.5","32","2","0","0","0","0","0","1","6.3","6.3","0.0%"
"55","Darius Slayton (NYG)","3","8","32","10.7","12","0","0","0","0","0","0","1","6.2","6.2","0.0%"
"56","Brandin Cooks (HOU)","3","3","18","6.0","8","0","0","2","14","0","0","1","6.2","6.2","95.0%"
"57","Mohamed Sanu Sr. (MIA)","3","4","29","9.7","15","0","0","0","0","0","0","1","5.9","5.9","0.0%"
"58","Cooper Kupp (LAR)","4","6","17","4.3","6","0","0","0","0","0","0","1","5.7","5.7","100.0%"
"59","Gunner Olszewski (PIT)","2","3","34","17.0","29","1","0","0","0","0","0","1","5.4","5.4","0.0%"
"60","Keenan Allen (LAC)","2","6","33","16.5","19","0","0","0","0","0","0","1","5.3","5.3","100.0%"
"61","Preston Williams (MIA)","2","6","31","15.5","21","1","0","0","0","0","0","1","5.1","5.1","0.0%"
"62","Deebo Samuel (SF)","3","5","18","6.0","14","0","0","1","1","0","0","1","4.9","4.9","100.0%"
"63","Trent Sherfield (MIA)","1","1","38","38.0","38","2","0","0","0","0","0","1","4.8","4.8","0.0%"
"64","Pharoh Cooper (FA)","3","4","16","5.3","7","0","0","1","2","0","0","1","4.8","4.8","0.0%"
"65","Miles Boykin (PIT)","2","3","28","14.0","18","0","0","0","0","0","0","1","4.8","4.8","0.0%"
"66","Willie Snead IV (SF)","3","5","18","6.0","10","0","0","0","0","0","0","1","4.8","4.8","0.0%"
"67","DaeSean Hamilton (FA)","2","2","25","12.5","13","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"68","Byron Pringle (CHI)","2","4","24","12.0","19","0","0","0","0","0","0","1","4.4","4.4","1.0%"
"69","A.J. Brown (PHI)","2","4","23","11.5","13","0","0","0","0","0","0","1","4.3","4.3","99.0%"
"70","Seth Roberts (FA)","2","2","23","11.5","16","0","0","0","0","0","0","1","4.3","4.3","0.0%"
"71","Antonio Callaway (FA)","2","4","22","11.0","12","0","0","0","0","0","0","1","4.2","4.2","0.0%"
"72","Tyler Boyd (CIN)","3","7","10","3.3","5","0","0","0","0","0","0","1","4.0","4.0","55.0%"
"73","Chris Moore (HOU)","2","3","18","9.0","13","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"74","Jake Kumerow (BUF)","2","3","17","8.5","10","0","0","0","0","0","0","1","3.7","3.7","0.0%"
"75","Marvin Jones Jr. (JAC)","2","5","17","8.5","11","0","0","0","0","0","0","1","3.7","3.7","8.0%"
"76","Allen Hurns (FA)","2","2","16","8.0","11","0","0","0","0","0","0","1","3.6","3.6","0.0%"
"77","Marquise Goodwin (SEA)","2","3","15","7.5","11","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"78","KeeSean Johnson (ATL)","2","5","14","7.0","7","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"79","Diontae Johnson (PIT)","2","2","14","7.0","7","0","0","0","0","0","0","1","3.4","3.4","97.0%"
"80","Trey Quinn (FA)","2","4","8","4.0","7","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"81","Bisi Johnson (MIN)","1","1","16","16.0","16","0","0","0","0","0","0","1","2.6","2.6","0.0%"
