"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Mike Evans (TB)","8","15","190","23.8","55","9","3","0","0","0","0","1","45.0","45.0","100.0%"
"2","Keenan Allen (LAC)","13","17","183","14.1","34","5","2","1","3","0","0","1","43.6","43.6","100.0%"
"3","Cooper Kupp (LAR)","11","12","101","9.2","22","2","2","0","0","0","0","1","33.1","33.1","100.0%"
"4","Tyler Lockett (SEA)","11","14","154","14.0","40","6","1","0","0","0","0","1","32.4","32.4","86.0%"
"5","Taylor Gabriel (FA)","6","7","75","12.5","36","2","3","1","7","0","0","1","32.2","32.2","0.0%"
"6","Sterling Shepard (NYG)","7","9","100","14.3","36","3","1","2","21","0","0","1","27.1","27.1","3.0%"
"7","Julio Jones (TB)","8","9","128","16.0","34","3","1","0","0","0","0","1","26.8","26.8","46.0%"
"8","Amari Cooper (CLE)","6","7","88","14.7","37","2","2","0","0","0","0","1","26.8","26.8","92.0%"
"9","Nelson Agholor (NE)","8","12","50","6.3","20","1","2","0","0","0","1","1","23.0","23.0","1.0%"
"10","Paul Richardson Jr. (FA)","8","9","83","10.4","22","1","1","0","0","0","0","1","22.3","22.3","0.0%"
"11","Marvin Jones Jr. (JAC)","6","9","101","16.8","27","2","1","0","0","0","0","1","22.1","22.1","8.0%"
"12","Marquez Valdes-Scantling (KC)","6","10","91","15.2","40","4","1","0","0","0","0","1","21.1","21.1","51.0%"
"13","Adam Thielen (MIN)","3","5","55","18.3","35","2","1","1","1","1","0","1","20.6","20.6","92.0%"
"14","T.Y. Hilton (FA)","8","10","65","8.1","26","1","1","0","0","0","0","1","20.5","20.5","0.0%"
"15","Brandin Cooks (HOU)","8","12","112","14.0","23","1","0","1","8","0","0","1","20.0","20.0","95.0%"
"16","Julian Edelman (FA)","7","10","62","8.9","15","0","1","0","0","0","0","1","19.2","19.2","24.0%"
"17","Terry McLaurin (WAS)","6","8","70","11.7","17","0","1","0","0","0","0","1","19.0","19.0","98.0%"
"18","Phillip Dorsett II (HOU)","6","7","53","8.8","25","1","1","2","12","0","0","1","18.5","18.5","0.0%"
"19","Mecole Hardman (KC)","2","5","97","48.5","83","4","1","1","7","0","0","1","18.4","18.4","31.0%"
