"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Emmanuel Sanders (FA)","7","9","157","22.4","75","6","1","0","0","0","0","1","34.1","34.1","1.0%"
"2","A.J. Brown (PHI)","5","7","153","30.6","91","5","2","1","13","0","0","1","33.6","33.6","99.0%"
"3","Darius Slayton (NYG)","5","8","154","30.8","55","9","2","0","0","0","0","1","32.4","32.4","0.0%"
"4","Michael Thomas (NO)","11","15","134","12.2","49","4","1","0","0","0","0","1","30.4","30.4","93.0%"
"5","DeAndre Hopkins (ARI)","7","13","120","17.1","43","3","1","1","12","0","0","1","26.2","26.2","83.0%"
"6","Robert Woods (TEN)","7","9","98","14.0","20","1","1","2","29","0","0","1","25.7","25.7","73.0%"
"7","Diontae Johnson (PIT)","6","8","60","10.0","18","0","1","1","16","0","0","1","25.6","25.6","97.0%"
"8","Robbie Anderson (CAR)","7","11","117","16.7","39","3","1","1","4","0","0","1","25.1","25.1","11.0%"
"9","Julian Edelman (FA)","8","12","95","11.9","37","2","1","1","8","0","0","1","24.3","24.3","24.0%"
"10","Allen Robinson II (LAR)","5","8","48","9.6","22","1","2","0","0","0","0","1","21.8","21.8","96.0%"
"11","Zach Pascal (PHI)","5","9","74","14.8","37","2","1","0","0","0","0","1","20.4","20.4","0.0%"
"12","Amari Cooper (CLE)","6","8","83","13.8","27","1","1","0","0","0","0","1","20.3","20.3","92.0%"
"13","Marcus Johnson (SF)","3","7","105","35.0","50","7","1","0","0","0","0","1","19.5","19.5","0.0%"
"14","Calvin Ridley (ATL)","5","5","76","15.2","18","0","1","0","0","0","0","1","18.6","18.6","2.0%"
"15","Kenny Golladay (NYG)","6","8","58","9.7","18","0","1","0","0","0","0","1","17.8","17.8","34.0%"
"16","Michael Gallup (DAL)","6","10","109","18.2","24","3","0","0","0","0","0","1","16.9","16.9","41.0%"
"17","Justin Watson (KC)","5","8","59","11.8","17","0","1","0","0","0","0","1","16.9","16.9","0.0%"
"18","Christian Kirk (JAC)","8","9","85","10.6","31","2","0","1","4","0","0","1","16.9","16.9","83.0%"
"19","Kendrick Bourne (NE)","3","4","18","6.0","6","0","2","0","0","0","0","1","16.8","16.8","6.0%"
"20","DJ Chark Jr. (DET)","9","10","75","8.3","22","1","0","0","0","0","0","1","16.5","16.5","26.0%"
"21","Olamide Zaccheaus (ATL)","1","2","93","93.0","93","4","1","0","0","0","0","1","16.3","16.3","0.0%"
"22","Chris Godwin (TB)","7","9","91","13.0","28","1","0","0","0","0","0","1","16.1","16.1","88.0%"
"23","Breshad Perriman (TB)","3","5","70","23.3","31","3","1","0","0","0","0","1","16.0","16.0","0.0%"
"24","Deebo Samuel (SF)","5","8","76","15.2","25","2","0","2","33","0","0","1","15.9","15.9","100.0%"
"25","Terry McLaurin (WAS)","4","7","57","14.3","21","1","1","0","0","0","0","1","15.7","15.7","98.0%"
"26","Isaiah Ford (FA)","6","9","92","15.3","25","1","0","0","0","0","0","1","15.2","15.2","0.0%"
"27","Stefon Diggs (BUF)","6","9","92","15.3","44","3","0","0","0","0","0","1","15.2","15.2","100.0%"
"28","Cole Beasley (FA)","4","7","29","7.3","14","0","1","0","0","0","0","1","14.9","14.9","1.0%"
"29","Cooper Kupp (LAR)","4","4","45","11.3","21","1","1","0","0","0","0","1","14.5","14.5","100.0%"
"30","Mike Williams (LAC)","2","3","63","31.5","44","3","1","0","0","0","0","1","14.3","14.3","98.0%"
"31","DK Metcalf (SEA)","6","6","78","13.0","35","2","0","0","0","0","0","1","13.8","13.8","96.0%"
"32","Keenan Allen (LAC)","5","6","83","16.6","45","3","0","0","0","0","0","1","13.3","13.3","100.0%"
"33","Anthony Miller (PIT)","3","4","42","14.0","21","1","1","0","0","0","0","1","13.2","13.2","0.0%"
"34","Tyler Boyd (CIN)","5","6","75","15.0","21","1","0","1","7","0","0","1","13.2","13.2","55.0%"
"35","Mike Evans (TB)","1","2","61","61.0","61","4","1","0","0","0","0","1","13.1","13.1","100.0%"
"36","Tyreek Hill (MIA)","6","8","62","10.3","21","1","0","2","8","0","0","1","13.0","13.0","100.0%"
"37","DJ Moore (CAR)","4","6","81","20.3","39","2","0","1","0","0","0","1","12.1","12.1","99.0%"
"38","Mecole Hardman (KC)","1","1","48","48.0","48","3","1","0","0","0","0","1","11.8","11.8","31.0%"
"39","Allen Hurns (FA)","5","8","68","13.6","17","0","0","0","0","0","0","1","11.8","11.8","0.0%"
"40","Julio Jones (TB)","5","8","66","13.2","38","2","0","0","0","0","0","1","11.6","11.6","46.0%"
"41","Jarvis Landry (NO)","4","7","76","19.0","34","3","0","0","0","0","0","1","11.6","11.6","35.0%"
"42","Tre'Quan Smith (NO)","2","4","29","14.5","18","0","1","0","0","0","0","1","10.9","10.9","0.0%"
"43","Demaryius Thomas (FA)","2","4","28","14.0","14","0","1","0","0","0","0","1","10.8","10.8","0.0%"
"44","Alex Erickson (WAS)","5","7","45","9.0","12","0","0","0","0","0","0","1","10.5","10.5","0.0%"
"45","Willie Snead IV (SF)","3","4","13","4.3","7","0","1","0","0","0","0","1","10.3","10.3","0.0%"
"46","Keke Coutee (IND)","5","8","68","13.6","22","2","0","0","0","0","1","1","9.8","9.8","0.0%"
"47","Ted Ginn Jr. (FA)","4","6","50","12.5","25","1","0","0","0","0","0","1","9.0","9.0","0.0%"
"48","Sammy Watkins (GB)","4","8","50","12.5","23","1","0","0","0","0","0","1","9.0","9.0","18.0%"
"49","Dede Westbrook (FA)","6","7","25","4.2","7","0","0","0","0","0","0","1","8.5","8.5","0.0%"
"50","Danny Amendola (FA)","5","8","34","6.8","10","0","0","0","0","0","0","1","8.4","8.4","0.0%"
"51","Courtland Sutton (DEN)","5","7","34","6.8","11","0","0","0","0","0","0","1","8.4","8.4","97.0%"
"52","Tyler Lockett (SEA)","4","6","43","10.8","19","0","0","0","0","0","0","1","8.3","8.3","86.0%"
"53","Davante Adams (LV)","4","6","41","10.3","15","0","0","0","0","0","0","1","8.1","8.1","100.0%"
"54","Steven Sims Jr. (PIT)","4","7","40","10.0","13","0","0","0","0","0","0","1","8.0","8.0","0.0%"
"55","Bisi Johnson (MIN)","1","1","9","9.0","9","0","1","0","0","0","0","1","7.9","7.9","0.0%"
"56","Sterling Shepard (NYG)","4","7","28","7.0","8","0","0","1","8","0","0","1","7.6","7.6","3.0%"
"57","Greg Ward (PHI)","4","9","34","8.5","13","0","0","0","0","0","0","1","7.4","7.4","0.0%"
"58","James Washington (DAL)","4","4","33","8.3","12","0","0","0","0","0","0","1","7.3","7.3","1.0%"
"59","Tim Patrick (DEN)","2","3","50","25.0","37","2","0","0","0","0","0","1","7.0","7.0","7.0%"
"60","Jarius Wright (FA)","4","5","30","7.5","15","0","0","0","0","0","0","1","7.0","7.0","0.0%"
"61","Marvin Jones Jr. (JAC)","3","7","38","12.7","18","0","0","0","0","0","0","1","6.8","6.8","8.0%"
"62","Tajae Sharpe (CHI)","4","4","25","6.3","9","0","0","0","0","0","0","1","6.5","6.5","0.0%"
"63","Tyrell Williams (FA)","3","4","35","11.7","18","0","0","0","0","0","0","1","6.5","6.5","0.0%"
"64","Randall Cobb (GB)","2","5","43","21.5","35","2","0","0","0","0","0","1","6.3","6.3","4.0%"
"65","Curtis Samuel (WAS)","2","4","25","12.5","13","0","0","3","17","0","0","1","6.2","6.2","4.0%"
"66","Laquon Treadwell (JAC)","2","2","42","21.0","36","2","0","0","0","0","0","1","6.2","6.2","0.0%"
"67","Odell Beckham Jr. (FA)","2","5","39","19.5","21","1","0","0","0","0","0","1","5.9","5.9","14.0%"
"68","Jamison Crowder (BUF)","3","7","29","9.7","17","0","0","0","0","0","0","1","5.9","5.9","5.0%"
