"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Aaron Rodgers (GB)","32","52","61.5","442","8.5","3","0","4","3","10","0","2","1","28.7","28.7","95.0%"
"2","Drew Brees (FA)","26","29","89.7","363","12.5","3","0","2","2","1","0","0","1","27.7","27.7","71.0%"
"3","Tom Brady (TB)","34","44","77.3","341","7.8","3","2","0","3","-1","1","0","1","27.5","27.5","98.0%"
"4","Andrew Luck (FA)","38","59","64.4","365","6.2","3","2","1","0","0","0","0","1","22.6","22.6","4.0%"
"5","Ben Roethlisberger (FA)","19","29","65.5","250","8.6","3","1","0","2","16","0","0","1","21.6","21.6","27.0%"
"6","Philip Rivers (FA)","22","27","81.5","339","12.6","2","0","1","3","-2","0","0","1","21.4","21.4","41.0%"
"7","Case Keenum (BUF)","35","51","68.6","377","7.4","2","1","4","0","0","0","0","1","21.1","21.1","0.0%"
"8","Deshaun Watson (CLE)","33","44","75.0","375","8.5","1","1","1","10","40","0","0","1","21.0","21.0","22.0%"
"9","Carson Wentz (WAS)","24","35","68.6","311","8.9","2","0","3","5","26","0","1","1","21.0","21.0","14.0%"
"10","C.J. Beathard (JAC)","34","54","63.0","349","6.5","2","2","4","2","7","1","2","1","20.7","20.7","0.0%"
"11","Blake Bortles (FA)","33","61","54.1","430","7.0","1","4","5","4","34","1","1","1","20.6","20.6","0.0%"
"12","Russell Wilson (DEN)","13","21","61.9","198","9.4","3","0","2","0","0","0","0","1","19.9","19.9","97.0%"
"13","Eli Manning (FA)","22","36","61.1","326","9.1","2","2","1","1","2","0","0","1","19.2","19.2","4.0%"
"14","Sam Darnold (CAR)","10","22","45.5","198","9.0","3","1","1","3","5","0","0","1","18.4","18.4","2.0%"
"15","Baker Mayfield (CAR)","25","43","58.1","342","8.0","1","1","5","2","23","0","0","1","18.0","18.0","13.0%"
"16","Cam Newton (FA)","21","35","60.0","237","6.8","2","2","1","8","29","0","0","1","16.4","16.4","18.0%"
"17","Patrick Mahomes II (KC)","22","38","57.9","313","8.2","0","2","1","4","13","1","0","1","15.8","15.8","100.0%"
"18","Matthew Stafford (LAR)","14","26","53.8","183","7.0","2","0","3","1","-1","0","0","1","15.2","15.2","94.0%"
"19","Matt Ryan (IND)","26","38","68.4","285","7.5","1","0","6","1","10","0","1","1","14.4","14.4","49.0%"
"20","Jared Goff (DET)","23","32","71.9","321","10.0","1","2","1","5","15","0","0","1","14.3","14.3","23.0%"
"21","Kirk Cousins (MIN)","30","37","81.1","301","8.1","1","0","1","5","1","0","1","1","14.1","14.1","85.0%"
"22","Alex Smith (FA)","23","39","59.0","275","7.1","0","1","3","2","7","1","1","1","13.7","13.7","5.0%"
"23","Derek Carr (LV)","24","33","72.7","268","8.1","1","1","3","1","5","0","0","1","13.2","13.2","89.0%"
"24","Andy Dalton (NO)","20","30","66.7","248","8.3","1","1","2","4","10","0","0","1","12.9","12.9","0.0%"
"25","Dak Prescott (DAL)","18","29","62.1","208","7.2","1","2","2","6","34","0","0","1","11.7","11.7","96.0%"
"26","Joe Flacco (NYJ)","29","56","51.8","298","5.3","0","1","2","2","13","0","0","1","11.2","11.2","1.0%"
"27","Josh Rosen (CLE)","10","25","40.0","170","6.8","1","0","1","3","-3","0","0","1","10.5","10.5","0.0%"
"28","Josh Allen (BUF)","10","19","52.6","82","4.3","0","1","1","4","19","1","0","1","9.2","9.2","100.0%"
"29","Taysom Hill (NO)","0","0","0","0","0","0","0","0","5","23","1","0","1","8.3","8.3","9.0%"
"30","Ryan Tannehill (TEN)","20","35","57.1","185","5.3","1","2","3","3","17","0","1","1","7.1","7.1","22.0%"
"31","Marcus Mariota (ATL)","14","26","53.8","129","5.0","0","1","2","2","10","0","0","1","4.2","4.2","9.0%"
"32","Matt Schaub (FA)","5","7","71.4","20","2.9","0","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"33","Lamar Jackson (BAL)","0","1","0.0","0","0.0","0","0","0","3","10","0","0","1","1.0","1.0","100.0%"
"34","Joe Webb III (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"35","Teddy Bridgewater (MIA)","0","0","0","0","0","0","0","0","3","-3","0","0","1","-0.3","-0.3","1.0%"
"36","Joshua Dobbs (CLE)","0","0","0","0","0","0","0","0","1","-3","0","0","1","-0.3","-0.3","0.0%"
""
""
