"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Travis Kelce (KC)","8","10","127","15.9","22","2","1","0","0","0","0","1","26.9","26.9","100.0%"
"2","Darren Waller (LV)","7","7","88","12.6","26","1","1","0","0","0","0","1","21.8","21.8","99.0%"
"3","Mark Andrews (BAL)","5","7","96","19.2","31","4","1","0","0","0","0","1","20.6","20.6","100.0%"
"4","Dallas Goedert (PHI)","5","6","77","15.4","32","3","1","0","0","0","0","1","18.7","18.7","97.0%"
"5","Robert Tonyan (GB)","5","5","44","8.8","25","1","1","0","0","0","0","1","15.4","15.4","27.0%"
"6","Hunter Henry (NE)","4","7","48","12.0","22","1","1","0","0","0","0","1","14.8","14.8","70.0%"
"7","Eric Ebron (FA)","4","7","36","9.0","20","1","1","0","0","0","0","1","13.6","13.6","0.0%"
"8","Jordan Akins (NYG)","5","6","83","16.6","25","3","0","0","0","0","0","1","13.3","13.3","0.0%"
"9","Richard Rodgers (PHI)","2","2","48","24.0","29","1","1","0","0","0","0","1","12.8","12.8","0.0%"
"10","Dalton Schultz (DAL)","4","6","25","6.3","10","0","1","0","0","0","0","1","12.5","12.5","99.0%"
"11","Jonnu Smith (NE)","4","6","20","5.0","8","0","1","0","0","0","0","1","12.0","12.0","2.0%"
"12","Chris Herndon IV (FA)","2","3","32","16.0","26","1","1","0","0","0","0","1","11.2","11.2","0.0%"
"13","T.J. Hockenson (DET)","4","7","68","17.0","35","2","0","0","0","0","0","1","10.8","10.8","97.0%"
"14","Trey Burton (FA)","2","5","25","12.5","17","0","1","0","0","0","0","1","10.5","10.5","0.0%"
"15","Noah Fant (SEA)","4","5","55","13.8","29","1","0","0","0","0","0","1","9.5","9.5","28.0%"
"16","Mike Gesicki (MIA)","4","5","43","10.8","25","1","0","0","0","0","0","1","8.3","8.3","73.0%"
