"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Irv Smith Jr. (MIN)","6","9","53","8.8","14","0","2","0","0","0","0","1","23.3","23.3","51.0%"
"2","Jimmy Graham (FA)","4","5","69","17.3","30","3","2","0","0","0","0","1","22.9","22.9","0.0%"
"3","Travis Kelce (KC)","7","13","98","14.0","29","2","1","0","0","0","0","1","22.8","22.8","100.0%"
"4","Rob Gronkowski (FA)","2","2","58","29.0","33","3","2","0","0","0","0","1","19.8","19.8","8.0%"
"5","Darren Waller (LV)","5","6","112","22.4","33","4","0","0","0","0","0","1","16.2","16.2","99.0%"
"6","Hayden Hurst (CIN)","5","6","47","9.4","17","0","1","0","0","0","0","1","15.7","15.7","12.0%"
"7","Eric Ebron (FA)","5","7","47","9.4","11","0","1","0","0","0","0","1","15.7","15.7","0.0%"
"8","Austin Hooper (TEN)","7","15","71","10.1","28","1","0","0","0","0","0","1","14.1","14.1","30.0%"
"9","Evan Engram (JAC)","7","10","65","9.3","15","0","0","1","5","0","0","1","14.0","14.0","20.0%"
"10","Mark Andrews (BAL)","6","10","76","12.7","25","2","0","0","0","0","0","1","13.6","13.6","100.0%"
"11","Chris Herndon IV (FA)","4","4","34","8.5","11","0","1","0","0","0","0","1","13.4","13.4","0.0%"
"12","Logan Thomas (WAS)","7","12","63","9.0","19","0","0","1","0","0","0","1","13.3","13.3","10.0%"
"13","George Kittle (SF)","4","5","92","23.0","27","3","0","0","0","0","0","1","13.2","13.2","100.0%"
"14","Noah Fant (SEA)","6","9","65","10.8","19","0","0","0","0","0","0","1","12.5","12.5","28.0%"
"15","Jonnu Smith (NE)","3","7","30","10.0","12","0","1","0","0","0","0","1","12.0","12.0","2.0%"
"16","Jared Cook (FA)","3","4","82","27.3","44","3","0","0","0","0","0","1","11.2","11.2","1.0%"
"17","Lee Smith (FA)","2","2","31","15.5","27","1","1","0","0","0","0","1","11.1","11.1","0.0%"
