"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Harrison Bryant (CLE)","4","5","56","14.0","35","2","2","0","0","0","0","1","21.6","21.6","0.0%"
"2","Rob Gronkowski (FA)","5","8","62","12.4","26","2","1","0","0","0","0","1","17.2","17.2","8.0%"
"3","Darren Waller (LV)","6","9","50","8.3","14","0","1","0","0","0","0","1","17.0","17.0","99.0%"
"4","T.J. Hockenson (DET)","5","6","59","11.8","16","0","1","0","0","0","0","1","16.9","16.9","97.0%"
"5","Logan Thomas (WAS)","4","4","60","15.0","26","1","1","0","0","0","0","1","16.0","16.0","10.0%"
"6","Richard Rodgers (PHI)","6","8","85","14.2","30","2","0","0","0","0","0","1","14.5","14.5","0.0%"
"7","Albert Okwuegbunam (DEN)","7","7","60","8.6","17","0","0","0","0","0","0","1","13.0","13.0","78.0%"
"8","Gerald Everett (LAC)","4","5","28","7.0","16","0","1","0","0","0","0","1","12.8","12.8","24.0%"
"9","Hayden Hurst (CIN)","6","7","68","11.3","17","0","0","0","0","0","0","1","12.8","12.8","12.0%"
"10","Jared Cook (FA)","3","4","32","10.7","22","1","1","0","0","0","0","1","12.2","12.2","1.0%"
"11","Eric Ebron (FA)","6","8","50","8.3","22","1","0","0","0","0","0","1","11.0","11.0","0.0%"
"12","Evan Engram (JAC)","6","9","46","7.7","17","0","0","2","3","0","0","1","10.9","10.9","20.0%"
"13","George Kittle (SF)","5","7","55","11.0","15","0","0","0","0","0","0","1","10.5","10.5","100.0%"
"14","Tyler Kroft (SF)","4","4","64","16.0","38","2","0","0","0","0","0","1","10.4","10.4","0.0%"
"15","Drew Sample (CIN)","5","6","52","10.4","16","0","0","0","0","0","0","1","10.2","10.2","0.0%"
"16","David Njoku (CLE)","2","3","20","10.0","16","0","1","0","0","0","0","1","10.0","10.0","62.0%"
"17","Virgil Green (FA)","1","2","26","26.0","26","1","1","0","0","0","0","1","9.6","9.6","0.0%"
"18","Donald Parham Jr. (LAC)","1","1","22","22.0","22","1","1","0","0","0","0","1","9.2","9.2","1.0%"
"19","Jimmy Graham (FA)","5","6","31","6.2","14","0","0","0","0","0","0","1","8.1","8.1","0.0%"
"20","Johnny Mundt (MIN)","3","3","48","16.0","34","2","0","0","0","0","0","1","7.8","7.8","0.0%"
"21","Dan Arnold (JAC)","2","3","57","28.5","41","3","0","0","0","0","0","1","7.7","7.7","1.0%"
"22","Jace Sternberger (PIT)","1","1","3","3.0","3","0","1","0","0","0","0","1","7.3","7.3","0.0%"
"23","Noah Fant (SEA)","3","7","38","12.7","24","1","0","0","0","0","0","1","6.8","6.8","28.0%"
"24","Cole Kmet (CHI)","2","2","45","22.5","38","2","0","0","0","0","0","1","6.5","6.5","77.0%"
"25","James O'Shaughnessy (CHI)","3","3","32","10.7","22","1","0","0","0","0","0","1","6.2","6.2","0.0%"
"26","Travis Kelce (KC)","3","3","31","10.3","17","0","0","0","0","0","0","1","6.1","6.1","100.0%"
"27","Will Dissly (SEA)","2","4","38","19.0","28","1","0","0","0","0","0","1","5.8","5.8","0.0%"
"28","Hunter Henry (NE)","3","7","23","7.7","11","0","0","0","0","0","0","1","5.3","5.3","70.0%"
"29","Jacob Hollister (LV)","3","3","22","7.3","17","0","0","0","0","0","0","1","5.2","5.2","0.0%"
"30","Robert Tonyan (GB)","2","2","32","16.0","31","2","0","0","0","0","0","1","5.2","5.2","27.0%"
"31","Nick Vannett (NO)","2","3","25","12.5","19","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"32","Dalton Schultz (DAL)","2","4","22","11.0","14","0","0","0","0","0","0","1","4.2","4.2","99.0%"
"33","Greg Olsen (FA)","2","3","18","9.0","13","0","0","0","0","0","0","1","3.8","3.8","7.0%"
"34","Nick Keizer (FA)","2","2","36","18.0","22","1","0","0","0","0","1","1","3.6","3.6","0.0%"
"35","Demetrius Harris (FA)","2","3","15","7.5","9","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"36","Vance McDonald (FA)","2","2","14","7.0","9","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"37","Anthony Firkser (ATL)","2","2","7","3.5","4","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"38","Tanner Hudson (NYG)","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"39","Ian Thomas (CAR)","1","1","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"40","Ben Ellefson (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"41","Jonnu Smith (NE)","1","4","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","2.0%"
"42","Marcedes Lewis (GB)","1","3","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"43","Ryan Izzo (FA)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"44","Cameron Brate (TB)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","7.0%"
"45","Dalton Keene (FA)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"46","Jeremy Sprinkle (FA)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"47","Jason Witten (FA)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"48","Isaac Nauta (FA)","1","1","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"49","Josh Hill (FA)","1","1","0","0.0","0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"50","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"51","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"52","Reggie Gilliam (BUF)","1","1","15","15.0","15","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"53","Juwan Johnson (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"54","Deon Yelder (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"55","Ross Dwelley (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"56","Jaeden Graham (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"57","Hakeem Butler (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"58","J.J. Arcega-Whiteside (SEA)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"59","Kaden Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"60","Foster Moreau (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"61","Chris Herndon IV (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
